"The 2009 PSSA Mathematics and Reading District Level Proficiency Results",,,,,,,,,,,,,,,
"(Full Academic Year; No PASA Scores) Groups with less than 10 students assessed were removed from the file. Percentages were rounded to the nearest tenth. Proficiency percentages may not add up to 100 due to rounding.",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"AUN","County","IU Number","District","Grade","Group","Number Scored Math","% Advanced Math","% Proficient Math","% Basic Math","% Below Basic Math","Number Scored Reading","% Advanced Reading","% Proficient Reading","% Basic Reading","% Below Basic Reading"
127041603,"Beaver",27,"BLACKHAWK SD",8,"Economically Disadvantaged",42,31.0,31.0,19.0,19.0,42,45.2,19.0,16.7,19.0
127041603,"Beaver",27,"BLACKHAWK SD",8,"Male",115,54.8,25.2,10.4,9.6,115,53.9,21.7,12.2,12.2
127041603,"Beaver",27,"BLACKHAWK SD",8,"Female",106,50.9,27.4,17.9,3.8,106,69.8,18.9,6.6,4.7
127041603,"Beaver",27,"BLACKHAWK SD",8,"White",213,53.5,26.3,14.1,6.1,213,62.4,20.2,9.4,8.0
127041603,"Beaver",27,"BLACKHAWK SD",11,"All Students",210,32.9,39.0,16.7,11.4,210,37.1,36.7,14.3,11.9
127041603,"Beaver",27,"BLACKHAWK SD",11,"IEP",22,0.0,9.1,18.2,72.7,22,0.0,9.1,22.7,68.2
127041603,"Beaver",27,"BLACKHAWK SD",11,"Economically Disadvantaged",30,16.7,30.0,20.0,33.3,30,23.3,23.3,33.3,20.0
127041603,"Beaver",27,"BLACKHAWK SD",11,"Male",100,36.0,42.0,12.0,10.0,100,37.0,32.0,20.0,11.0
127041603,"Beaver",27,"BLACKHAWK SD",11,"Female",109,30.3,36.7,21.1,11.9,109,37.6,41.3,9.2,11.9
127041603,"Beaver",27,"BLACKHAWK SD",11,"White",207,33.3,39.6,16.9,10.1,207,37.7,37.2,14.5,10.6
127041903,"Beaver",27,"CENTER AREA SD",3,"All Students",133,52.6,39.1,7.5,0.8,133,41.4,51.9,2.3,4.5
127041903,"Beaver",27,"CENTER AREA SD",3,"IEP",16,37.5,43.8,12.5,6.3,16,12.5,75.0,0.0,12.5
127041903,"Beaver",27,"CENTER AREA SD",3,"Economically Disadvantaged",20,20.0,50.0,30.0,0.0,20,15.0,55.0,15.0,15.0
127041903,"Beaver",27,"CENTER AREA SD",3,"Male",74,54.1,36.5,9.5,0.0,74,37.8,55.4,1.4,5.4
127041903,"Beaver",27,"CENTER AREA SD",3,"Female",59,50.8,42.4,5.1,1.7,59,45.8,47.5,3.4,3.4
127041903,"Beaver",27,"CENTER AREA SD",3,"White",128,54.7,38.3,6.3,0.8,128,43.0,50.0,2.3,4.7
127041903,"Beaver",27,"CENTER AREA SD",4,"All Students",125,71.2,22.4,2.4,4.0,125,58.4,30.4,4.0,7.2
127041903,"Beaver",27,"CENTER AREA SD",4,"IEP",16,50.0,31.3,6.3,12.5,16,37.5,18.8,6.3,37.5
127041903,"Beaver",27,"CENTER AREA SD",4,"Economically Disadvantaged",18,50.0,27.8,5.6,16.7,18,44.4,33.3,11.1,11.1
127041903,"Beaver",27,"CENTER AREA SD",4,"Male",68,72.1,23.5,0.0,4.4,68,52.9,33.8,4.4,8.8
127041903,"Beaver",27,"CENTER AREA SD",4,"Female",57,70.2,21.1,5.3,3.5,57,64.9,26.3,3.5,5.3
127041903,"Beaver",27,"CENTER AREA SD",4,"White",119,71.4,22.7,2.5,3.4,119,57.1,31.9,3.4,7.6
127041903,"Beaver",27,"CENTER AREA SD",5,"All Students",151,41.1,29.8,22.5,6.6,151,21.2,46.4,20.5,11.9
127041903,"Beaver",27,"CENTER AREA SD",5,"IEP",13,30.8,7.7,30.8,30.8,13,0.0,30.8,7.7,61.5
127041903,"Beaver",27,"CENTER AREA SD",5,"Economically Disadvantaged",24,16.7,29.2,45.8,8.3,24,16.7,37.5,20.8,25.0
127041903,"Beaver",27,"CENTER AREA SD",5,"Male",75,42.7,36.0,18.7,2.7,75,16.0,52.0,21.3,10.7
127041903,"Beaver",27,"CENTER AREA SD",5,"Female",76,39.5,23.7,26.3,10.5,76,26.3,40.8,19.7,13.2
127041903,"Beaver",27,"CENTER AREA SD",5,"White",140,42.9,28.6,22.1,6.4,140,22.9,47.9,18.6,10.7
127041903,"Beaver",27,"CENTER AREA SD",6,"All Students",133,62.4,29.3,5.3,3.0,133,45.1,40.6,9.8,4.5
127041903,"Beaver",27,"CENTER AREA SD",6,"Economically Disadvantaged",24,33.3,45.8,12.5,8.3,24,20.8,50.0,12.5,16.7
127041903,"Beaver",27,"CENTER AREA SD",6,"Male",71,71.8,21.1,4.2,2.8,71,39.4,49.3,7.0,4.2
127041903,"Beaver",27,"CENTER AREA SD",6,"Female",62,51.6,38.7,6.5,3.2,62,51.6,30.6,12.9,4.8
127041903,"Beaver",27,"CENTER AREA SD",6,"White",126,63.5,28.6,5.6,2.4,126,45.2,40.5,9.5,4.8
127041903,"Beaver",27,"CENTER AREA SD",7,"All Students",129,69.8,16.3,8.5,5.4,129,58.9,25.6,8.5,7.0
127041903,"Beaver",27,"CENTER AREA SD",7,"IEP",12,25.0,0.0,33.3,41.7,12,8.3,25.0,16.7,50.0
127041903,"Beaver",27,"CENTER AREA SD",7,"Economically Disadvantaged",21,52.4,23.8,19.0,4.8,21,28.6,42.9,19.0,9.5
127041903,"Beaver",27,"CENTER AREA SD",7,"Male",70,65.7,21.4,7.1,5.7,70,57.1,28.6,4.3,10.0
127041903,"Beaver",27,"CENTER AREA SD",7,"Female",59,74.6,10.2,10.2,5.1,59,61.0,22.0,13.6,3.4
127041903,"Beaver",27,"CENTER AREA SD",7,"White",117,71.8,15.4,7.7,5.1,117,63.2,23.1,6.8,6.8
127041903,"Beaver",27,"CENTER AREA SD",8,"All Students",146,42.5,30.8,15.1,11.6,146,69.2,21.2,4.8,4.8
127041903,"Beaver",27,"CENTER AREA SD",8,"IEP",16,12.5,0.0,18.8,68.8,16,18.8,12.5,25.0,43.8
127041903,"Beaver",27,"CENTER AREA SD",8,"Economically Disadvantaged",25,28.0,24.0,28.0,20.0,25,52.0,36.0,4.0,8.0
127041903,"Beaver",27,"CENTER AREA SD",8,"Male",67,46.3,25.4,16.4,11.9,67,59.7,25.4,7.5,7.5
127041903,"Beaver",27,"CENTER AREA SD",8,"Female",78,39.7,35.9,14.1,10.3,78,78.2,16.7,2.6,2.6
127041903,"Beaver",27,"CENTER AREA SD",8,"White",139,43.9,30.9,14.4,10.8,139,69.1,20.9,5.0,5.0
127041903,"Beaver",27,"CENTER AREA SD",11,"All Students",136,22.1,43.4,21.3,13.2,136,36.0,39.7,12.5,11.8
127041903,"Beaver",27,"CENTER AREA SD",11,"Male",72,22.2,41.7,20.8,15.3,72,29.2,41.7,13.9,15.3
127041903,"Beaver",27,"CENTER AREA SD",11,"Female",64,21.9,45.3,21.9,10.9,64,43.8,37.5,10.9,7.8
127041903,"Beaver",27,"CENTER AREA SD",11,"White",131,22.1,43.5,21.4,13.0,131,35.9,40.5,12.2,11.5
127042853,"Beaver",27,"FREEDOM AREA SD",3,"All Students",118,55.1,36.4,6.8,1.7,118,33.1,52.5,5.9,8.5
127042853,"Beaver",27,"FREEDOM AREA SD",3,"IEP",28,32.1,46.4,14.3,7.1,28,17.9,39.3,14.3,28.6
127042853,"Beaver",27,"FREEDOM AREA SD",3,"Economically Disadvantaged",49,44.9,42.9,10.2,2.0,49,24.5,51.0,10.2,14.3
127042853,"Beaver",27,"FREEDOM AREA SD",3,"Male",56,58.9,35.7,3.6,1.8,56,26.8,55.4,8.9,8.9
127042853,"Beaver",27,"FREEDOM AREA SD",3,"Female",62,51.6,37.1,9.7,1.6,62,38.7,50.0,3.2,8.1
127042853,"Beaver",27,"FREEDOM AREA SD",3,"White",115,55.7,36.5,6.1,1.7,115,33.9,52.2,6.1,7.8
127042853,"Beaver",27,"FREEDOM AREA SD",4,"All Students",97,62.9,27.8,8.2,1.0,97,34.0,51.5,7.2,7.2
127042853,"Beaver",27,"FREEDOM AREA SD",4,"IEP",15,26.7,40.0,26.7,6.7,15,6.7,46.7,13.3,33.3
127042853,"Beaver",27,"FREEDOM AREA SD",4,"Economically Disadvantaged",43,60.5,27.9,9.3,2.3,43,18.6,53.5,11.6,16.3
127042853,"Beaver",27,"FREEDOM AREA SD",4,"Male",41,65.9,22.0,9.8,2.4,41,36.6,43.9,12.2,7.3
127042853,"Beaver",27,"FREEDOM AREA SD",4,"Female",56,60.7,32.1,7.1,0.0,56,32.1,57.1,3.6,7.1
127042853,"Beaver",27,"FREEDOM AREA SD",4,"White",97,62.9,27.8,8.2,1.0,97,34.0,51.5,7.2,7.2
127042853,"Beaver",27,"FREEDOM AREA SD",5,"All Students",121,54.5,28.9,16.5,0.0,121,19.0,46.3,19.8,14.9
127042853,"Beaver",27,"FREEDOM AREA SD",5,"IEP",22,9.1,36.4,54.5,0.0,22,0.0,18.2,36.4,45.5
127042853,"Beaver",27,"FREEDOM AREA SD",5,"Economically Disadvantaged",59,44.1,35.6,20.3,0.0,59,13.6,49.2,22.0,15.3
127042853,"Beaver",27,"FREEDOM AREA SD",5,"Male",64,56.3,29.7,14.1,0.0,64,17.2,48.4,17.2,17.2
127042853,"Beaver",27,"FREEDOM AREA SD",5,"Female",57,52.6,28.1,19.3,0.0,57,21.1,43.9,22.8,12.3
127042853,"Beaver",27,"FREEDOM AREA SD",5,"White",120,55.0,28.3,16.7,0.0,120,19.2,45.8,20.0,15.0
127042853,"Beaver",27,"FREEDOM AREA SD",6,"All Students",119,69.7,21.0,6.7,2.5,119,36.1,42.0,13.4,8.4
127042853,"Beaver",27,"FREEDOM AREA SD",6,"IEP",18,33.3,27.8,27.8,11.1,18,11.1,27.8,27.8,33.3
127042853,"Beaver",27,"FREEDOM AREA SD",6,"Economically Disadvantaged",44,50.0,34.1,11.4,4.5,44,13.6,45.5,22.7,18.2
127042853,"Beaver",27,"FREEDOM AREA SD",6,"Male",61,67.2,21.3,6.6,4.9,61,27.9,47.5,13.1,11.5
127042853,"Beaver",27,"FREEDOM AREA SD",6,"Female",58,72.4,20.7,6.9,0.0,58,44.8,36.2,13.8,5.2
127042853,"Beaver",27,"FREEDOM AREA SD",6,"White",118,70.3,20.3,6.8,2.5,118,36.4,41.5,13.6,8.5
127042853,"Beaver",27,"FREEDOM AREA SD",7,"All Students",122,64.8,24.6,6.6,4.1,122,47.5,33.6,14.8,4.1
127042853,"Beaver",27,"FREEDOM AREA SD",7,"IEP",15,6.7,33.3,26.7,33.3,15,6.7,13.3,53.3,26.7
127042853,"Beaver",27,"FREEDOM AREA SD",7,"Economically Disadvantaged",42,40.5,38.1,11.9,9.5,42,23.8,35.7,31.0,9.5
127042853,"Beaver",27,"FREEDOM AREA SD",7,"Male",64,60.9,25.0,7.8,6.3,64,39.1,31.3,23.4,6.3
127042853,"Beaver",27,"FREEDOM AREA SD",7,"Female",58,69.0,24.1,5.2,1.7,58,56.9,36.2,5.2,1.7
127042853,"Beaver",27,"FREEDOM AREA SD",7,"White",115,65.2,25.2,5.2,4.3,115,47.8,34.8,13.0,4.3
127042853,"Beaver",27,"FREEDOM AREA SD",8,"All Students",126,68.3,17.5,7.9,6.3,126,70.6,18.3,4.0,7.1
127042853,"Beaver",27,"FREEDOM AREA SD",8,"IEP",19,15.8,15.8,31.6,36.8,19,10.5,26.3,15.8,47.4
127042853,"Beaver",27,"FREEDOM AREA SD",8,"Economically Disadvantaged",40,45.0,22.5,20.0,12.5,40,45.0,30.0,7.5,17.5
127042853,"Beaver",27,"FREEDOM AREA SD",8,"Male",72,66.7,18.1,8.3,6.9,72,65.3,19.4,4.2,11.1
127042853,"Beaver",27,"FREEDOM AREA SD",8,"Female",54,70.4,16.7,7.4,5.6,54,77.8,16.7,3.7,1.9
127042853,"Beaver",27,"FREEDOM AREA SD",8,"White",121,68.6,17.4,8.3,5.8,121,70.2,19.0,4.1,6.6
127042853,"Beaver",27,"FREEDOM AREA SD",11,"All Students",108,22.2,54.6,15.7,7.4,108,29.6,43.5,17.6,9.3
127042853,"Beaver",27,"FREEDOM AREA SD",11,"Economically Disadvantaged",21,19.0,57.1,19.0,4.8,21,23.8,38.1,23.8,14.3
127042853,"Beaver",27,"FREEDOM AREA SD",11,"Male",55,25.5,49.1,16.4,9.1,55,30.9,41.8,18.2,9.1
127042853,"Beaver",27,"FREEDOM AREA SD",11,"Female",53,18.9,60.4,15.1,5.7,53,28.3,45.3,17.0,9.4
127042853,"Beaver",27,"FREEDOM AREA SD",11,"White",107,22.4,55.1,15.0,7.5,107,29.9,43.9,16.8,9.3
127044103,"Beaver",27,"HOPEWELL AREA SD",3,"All Students",151,42.4,48.3,9.3,0.0,151,23.2,64.9,7.3,4.6
127044103,"Beaver",27,"HOPEWELL AREA SD",3,"IEP",20,25.0,65.0,10.0,0.0,20,20.0,55.0,15.0,10.0
127044103,"Beaver",27,"HOPEWELL AREA SD",3,"Economically Disadvantaged",42,35.7,54.8,9.5,0.0,42,14.3,73.8,9.5,2.4
127044103,"Beaver",27,"HOPEWELL AREA SD",3,"Male",75,42.7,52.0,5.3,0.0,75,22.7,61.3,9.3,6.7
127044103,"Beaver",27,"HOPEWELL AREA SD",3,"Female",76,42.1,44.7,13.2,0.0,76,23.7,68.4,5.3,2.6
127044103,"Beaver",27,"HOPEWELL AREA SD",3,"White",141,43.3,48.2,8.5,0.0,141,24.1,63.8,7.1,5.0
127044103,"Beaver",27,"HOPEWELL AREA SD",4,"All Students",156,66.0,27.6,6.4,0.0,157,41.4,42.7,12.7,3.2
127044103,"Beaver",27,"HOPEWELL AREA SD",4,"IEP",23,47.8,34.8,17.4,0.0,23,13.0,47.8,26.1,13.0
127044103,"Beaver",27,"HOPEWELL AREA SD",4,"Economically Disadvantaged",40,52.5,40.0,7.5,0.0,41,24.4,48.8,24.4,2.4
127044103,"Beaver",27,"HOPEWELL AREA SD",4,"Male",77,76.6,19.5,3.9,0.0,78,42.3,44.9,7.7,5.1
127044103,"Beaver",27,"HOPEWELL AREA SD",4,"Female",79,55.7,35.4,8.9,0.0,79,40.5,40.5,17.7,1.3
127044103,"Beaver",27,"HOPEWELL AREA SD",4,"White",150,66.7,27.3,6.0,0.0,151,42.4,43.0,11.3,3.3
127044103,"Beaver",27,"HOPEWELL AREA SD",5,"All Students",194,49.5,34.0,11.3,5.2,194,16.0,45.4,19.1,19.6
127044103,"Beaver",27,"HOPEWELL AREA SD",5,"IEP",42,21.4,26.2,28.6,23.8,42,4.8,14.3,31.0,50.0
127044103,"Beaver",27,"HOPEWELL AREA SD",5,"Economically Disadvantaged",38,31.6,31.6,26.3,10.5,38,5.3,34.2,21.1,39.5
127044103,"Beaver",27,"HOPEWELL AREA SD",5,"Male",109,53.2,35.8,6.4,4.6,109,15.6,49.5,18.3,16.5
127044103,"Beaver",27,"HOPEWELL AREA SD",5,"Female",85,44.7,31.8,17.6,5.9,85,16.5,40.0,20.0,23.5
127044103,"Beaver",27,"HOPEWELL AREA SD",5,"White",187,50.3,34.8,10.7,4.3,187,16.0,46.0,19.3,18.7
127044103,"Beaver",27,"HOPEWELL AREA SD",6,"All Students",187,64.2,26.2,6.4,3.2,187,39.0,38.0,13.9,9.1
127044103,"Beaver",27,"HOPEWELL AREA SD",6,"IEP",20,15.0,30.0,25.0,30.0,20,5.0,15.0,20.0,60.0
127044103,"Beaver",27,"HOPEWELL AREA SD",6,"Economically Disadvantaged",41,39.0,51.2,7.3,2.4,41,14.6,46.3,19.5,19.5
127044103,"Beaver",27,"HOPEWELL AREA SD",6,"Male",95,62.1,26.3,8.4,3.2,95,31.6,37.9,18.9,11.6
127044103,"Beaver",27,"HOPEWELL AREA SD",6,"Female",92,66.3,26.1,4.3,3.3,92,46.7,38.0,8.7,6.5
127044103,"Beaver",27,"HOPEWELL AREA SD",6,"White",180,65.0,25.0,6.7,3.3,180,38.9,38.3,13.9,8.9
127044103,"Beaver",27,"HOPEWELL AREA SD",7,"All Students",200,54.0,30.5,10.0,5.5,200,42.5,39.0,13.0,5.5
127044103,"Beaver",27,"HOPEWELL AREA SD",7,"IEP",26,7.7,26.9,38.5,26.9,26,0.0,26.9,34.6,38.5
127044103,"Beaver",27,"HOPEWELL AREA SD",7,"Economically Disadvantaged",56,39.3,41.1,10.7,8.9,56,28.6,42.9,19.6,8.9
127044103,"Beaver",27,"HOPEWELL AREA SD",7,"Male",93,60.2,22.6,12.9,4.3,93,44.1,34.4,11.8,9.7
127044103,"Beaver",27,"HOPEWELL AREA SD",7,"Female",106,49.1,36.8,7.5,6.6,106,41.5,43.4,13.2,1.9
127044103,"Beaver",27,"HOPEWELL AREA SD",7,"White",188,54.8,30.3,10.1,4.8,188,44.1,38.3,12.2,5.3
127044103,"Beaver",27,"HOPEWELL AREA SD",8,"All Students",210,51.9,26.2,15.7,6.2,210,64.3,23.8,5.7,6.2
127044103,"Beaver",27,"HOPEWELL AREA SD",8,"IEP",21,9.5,28.6,23.8,38.1,21,4.8,38.1,23.8,33.3
127044103,"Beaver",27,"HOPEWELL AREA SD",8,"Economically Disadvantaged",43,32.6,20.9,27.9,18.6,43,48.8,20.9,14.0,16.3
127044103,"Beaver",27,"HOPEWELL AREA SD",8,"Male",107,52.3,24.3,14.0,9.3,107,57.9,27.1,7.5,7.5
127044103,"Beaver",27,"HOPEWELL AREA SD",8,"Female",102,51.0,28.4,17.6,2.9,102,70.6,20.6,3.9,4.9
127044103,"Beaver",27,"HOPEWELL AREA SD",8,"White",198,51.5,27.3,16.2,5.1,198,64.1,24.7,5.1,6.1
127044103,"Beaver",27,"HOPEWELL AREA SD",11,"All Students",220,41.4,34.5,12.3,11.8,218,49.5,33.9,11.0,5.5
127044103,"Beaver",27,"HOPEWELL AREA SD",11,"IEP",23,4.3,8.7,26.1,60.9,22,4.5,36.4,31.8,27.3
127044103,"Beaver",27,"HOPEWELL AREA SD",11,"Economically Disadvantaged",39,25.6,33.3,20.5,20.5,37,27.0,40.5,24.3,8.1
127044103,"Beaver",27,"HOPEWELL AREA SD",11,"Male",113,38.1,35.4,12.4,14.2,112,40.2,36.6,14.3,8.9
127044103,"Beaver",27,"HOPEWELL AREA SD",11,"Female",107,44.9,33.6,12.1,9.3,106,59.4,31.1,7.5,1.9
127044103,"Beaver",27,"HOPEWELL AREA SD",11,"White",212,42.5,34.0,12.3,11.3,210,51.0,34.3,9.5,5.2
127045303,"Beaver",27,"MIDLAND BOROUGH SD",3,"All Students",38,21.1,60.5,18.4,0.0,38,10.5,63.2,13.2,13.2
127045303,"Beaver",27,"MIDLAND BOROUGH SD",3,"Economically Disadvantaged",32,15.6,68.8,15.6,0.0,32,6.3,68.8,12.5,12.5
127045303,"Beaver",27,"MIDLAND BOROUGH SD",3,"Male",20,15.0,70.0,15.0,0.0,20,10.0,60.0,10.0,20.0
127045303,"Beaver",27,"MIDLAND BOROUGH SD",3,"Female",18,27.8,50.0,22.2,0.0,18,11.1,66.7,16.7,5.6
127045303,"Beaver",27,"MIDLAND BOROUGH SD",3,"White",17,23.5,52.9,23.5,0.0,17,11.8,52.9,17.6,17.6
127045303,"Beaver",27,"MIDLAND BOROUGH SD",3,"Black",19,21.1,63.2,15.8,0.0,19,10.5,68.4,10.5,10.5
127045303,"Beaver",27,"MIDLAND BOROUGH SD",4,"All Students",34,50.0,44.1,5.9,0.0,34,61.8,29.4,2.9,5.9
127045303,"Beaver",27,"MIDLAND BOROUGH SD",4,"Economically Disadvantaged",19,52.6,36.8,10.5,0.0,19,57.9,26.3,5.3,10.5
127045303,"Beaver",27,"MIDLAND BOROUGH SD",4,"Male",15,66.7,26.7,6.7,0.0,15,53.3,26.7,6.7,13.3
127045303,"Beaver",27,"MIDLAND BOROUGH SD",4,"Female",19,36.8,57.9,5.3,0.0,19,68.4,31.6,0.0,0.0
127045303,"Beaver",27,"MIDLAND BOROUGH SD",4,"White",20,50.0,45.0,5.0,0.0,20,60.0,35.0,0.0,5.0
127045303,"Beaver",27,"MIDLAND BOROUGH SD",4,"Black",10,40.0,50.0,10.0,0.0,10,50.0,30.0,10.0,10.0
127045303,"Beaver",27,"MIDLAND BOROUGH SD",5,"All Students",37,64.9,16.2,8.1,10.8,37,29.7,45.9,10.8,13.5
127045303,"Beaver",27,"MIDLAND BOROUGH SD",5,"Economically Disadvantaged",25,68.0,16.0,4.0,12.0,25,24.0,52.0,12.0,12.0
127045303,"Beaver",27,"MIDLAND BOROUGH SD",5,"Male",20,75.0,15.0,5.0,5.0,20,20.0,60.0,10.0,10.0
127045303,"Beaver",27,"MIDLAND BOROUGH SD",5,"Female",17,52.9,17.6,11.8,17.6,17,41.2,29.4,11.8,17.6
127045303,"Beaver",27,"MIDLAND BOROUGH SD",5,"White",21,57.1,23.8,9.5,9.5,21,28.6,47.6,4.8,19.0
127045303,"Beaver",27,"MIDLAND BOROUGH SD",5,"Black",14,71.4,7.1,7.1,14.3,14,28.6,42.9,21.4,7.1
127045303,"Beaver",27,"MIDLAND BOROUGH SD",6,"All Students",27,66.7,11.1,14.8,7.4,27,25.9,29.6,25.9,18.5
127045303,"Beaver",27,"MIDLAND BOROUGH SD",6,"Economically Disadvantaged",17,58.8,17.6,17.6,5.9,17,17.6,29.4,35.3,17.6
127045303,"Beaver",27,"MIDLAND BOROUGH SD",6,"Male",13,53.8,0.0,30.8,15.4,13,15.4,30.8,15.4,38.5
127045303,"Beaver",27,"MIDLAND BOROUGH SD",6,"Female",14,78.6,21.4,0.0,0.0,14,35.7,28.6,35.7,0.0
127045303,"Beaver",27,"MIDLAND BOROUGH SD",6,"White",16,62.5,12.5,12.5,12.5,16,31.3,25.0,25.0,18.8
127045303,"Beaver",27,"MIDLAND BOROUGH SD",7,"All Students",35,57.1,20.0,14.3,8.6,35,42.9,28.6,20.0,8.6
127045303,"Beaver",27,"MIDLAND BOROUGH SD",7,"Economically Disadvantaged",23,60.9,8.7,17.4,13.0,23,26.1,39.1,21.7,13.0
127045303,"Beaver",27,"MIDLAND BOROUGH SD",7,"Male",22,68.2,18.2,9.1,4.5,22,40.9,36.4,9.1,13.6
127045303,"Beaver",27,"MIDLAND BOROUGH SD",7,"Female",13,38.5,23.1,23.1,15.4,13,46.2,15.4,38.5,0.0
127045303,"Beaver",27,"MIDLAND BOROUGH SD",7,"White",14,85.7,7.1,0.0,7.1,14,64.3,28.6,7.1,0.0
127045303,"Beaver",27,"MIDLAND BOROUGH SD",7,"Black",12,33.3,41.7,16.7,8.3,12,41.7,16.7,33.3,8.3
127045303,"Beaver",27,"MIDLAND BOROUGH SD",8,"All Students",26,53.8,26.9,7.7,11.5,26,50.0,38.5,11.5,0.0
127045303,"Beaver",27,"MIDLAND BOROUGH SD",8,"Economically Disadvantaged",21,52.4,23.8,9.5,14.3,21,42.9,42.9,14.3,0.0
127045303,"Beaver",27,"MIDLAND BOROUGH SD",8,"Male",10,60.0,30.0,0.0,10.0,10,50.0,40.0,10.0,0.0
127045303,"Beaver",27,"MIDLAND BOROUGH SD",8,"Female",16,50.0,25.0,12.5,12.5,16,50.0,37.5,12.5,0.0
127045303,"Beaver",27,"MIDLAND BOROUGH SD",8,"White",13,61.5,30.8,0.0,7.7,13,53.8,38.5,7.7,0.0
127045303,"Beaver",27,"MIDLAND BOROUGH SD",8,"Black",11,54.5,27.3,9.1,9.1,11,54.5,36.4,9.1,0.0
127045453,"Beaver",27,"MONACA SD",3,"All Students",46,37.0,41.3,8.7,13.0,46,23.9,63.0,6.5,6.5
127045453,"Beaver",27,"MONACA SD",3,"IEP",10,10.0,40.0,10.0,40.0,10,10.0,50.0,10.0,30.0
127045453,"Beaver",27,"MONACA SD",3,"Economically Disadvantaged",26,26.9,42.3,15.4,15.4,26,19.2,61.5,11.5,7.7
127045453,"Beaver",27,"MONACA SD",3,"Male",24,37.5,37.5,8.3,16.7,24,20.8,62.5,8.3,8.3
127045453,"Beaver",27,"MONACA SD",3,"Female",22,36.4,45.5,9.1,9.1,22,27.3,63.6,4.5,4.5
127045453,"Beaver",27,"MONACA SD",3,"White",42,38.1,40.5,7.1,14.3,42,26.2,59.5,7.1,7.1
127045453,"Beaver",27,"MONACA SD",4,"All Students",52,32.7,51.9,9.6,5.8,52,23.1,50.0,23.1,3.8
127045453,"Beaver",27,"MONACA SD",4,"IEP",14,50.0,21.4,14.3,14.3,14,14.3,50.0,21.4,14.3
127045453,"Beaver",27,"MONACA SD",4,"Economically Disadvantaged",28,28.6,50.0,17.9,3.6,28,14.3,53.6,28.6,3.6
127045453,"Beaver",27,"MONACA SD",4,"Male",29,37.9,34.5,17.2,10.3,29,17.2,58.6,20.7,3.4
127045453,"Beaver",27,"MONACA SD",4,"Female",23,26.1,73.9,0.0,0.0,23,30.4,39.1,26.1,4.3
127045453,"Beaver",27,"MONACA SD",4,"White",42,35.7,50.0,7.1,7.1,42,23.8,47.6,23.8,4.8
127045453,"Beaver",27,"MONACA SD",5,"All Students",33,24.2,39.4,24.2,12.1,33,3.0,45.5,36.4,15.2
127045453,"Beaver",27,"MONACA SD",5,"Economically Disadvantaged",18,22.2,27.8,27.8,22.2,18,5.6,55.6,22.2,16.7
127045453,"Beaver",27,"MONACA SD",5,"Male",11,27.3,54.5,9.1,9.1,11,0.0,45.5,54.5,0.0
127045453,"Beaver",27,"MONACA SD",5,"Female",22,22.7,31.8,31.8,13.6,22,4.5,45.5,27.3,22.7
127045453,"Beaver",27,"MONACA SD",5,"White",29,17.2,44.8,24.1,13.8,29,0.0,44.8,37.9,17.2
127045453,"Beaver",27,"MONACA SD",6,"All Students",42,38.1,50.0,7.1,4.8,42,40.5,45.2,9.5,4.8
127045453,"Beaver",27,"MONACA SD",6,"IEP",10,40.0,30.0,20.0,10.0,10,40.0,20.0,20.0,20.0
127045453,"Beaver",27,"MONACA SD",6,"Economically Disadvantaged",19,36.8,42.1,10.5,10.5,19,26.3,57.9,15.8,0.0
127045453,"Beaver",27,"MONACA SD",6,"Male",16,37.5,37.5,18.8,6.3,16,31.3,50.0,12.5,6.3
127045453,"Beaver",27,"MONACA SD",6,"Female",26,38.5,57.7,0.0,3.8,26,46.2,42.3,7.7,3.8
127045453,"Beaver",27,"MONACA SD",6,"White",37,35.1,51.4,8.1,5.4,37,43.2,40.5,10.8,5.4
127045453,"Beaver",27,"MONACA SD",7,"All Students",35,28.6,28.6,11.4,31.4,35,28.6,22.9,31.4,17.1
127045453,"Beaver",27,"MONACA SD",7,"Economically Disadvantaged",11,9.1,45.5,9.1,36.4,11,27.3,27.3,27.3,18.2
127045453,"Beaver",27,"MONACA SD",7,"Male",24,25.0,25.0,12.5,37.5,24,20.8,25.0,33.3,20.8
127045453,"Beaver",27,"MONACA SD",7,"Female",11,36.4,36.4,9.1,18.2,11,45.5,18.2,27.3,9.1
127045453,"Beaver",27,"MONACA SD",7,"White",34,29.4,26.5,11.8,32.4,34,26.5,23.5,32.4,17.6
127045453,"Beaver",27,"MONACA SD",8,"All Students",44,50.0,29.5,9.1,11.4,44,52.3,25.0,9.1,13.6
127045453,"Beaver",27,"MONACA SD",8,"Economically Disadvantaged",20,45.0,25.0,10.0,20.0,20,35.0,30.0,10.0,25.0
127045453,"Beaver",27,"MONACA SD",8,"Male",21,52.4,28.6,0.0,19.0,21,42.9,28.6,4.8,23.8
127045453,"Beaver",27,"MONACA SD",8,"Female",23,47.8,30.4,17.4,4.3,23,60.9,21.7,13.0,4.3
127045453,"Beaver",27,"MONACA SD",8,"White",42,52.4,31.0,7.1,9.5,42,54.8,26.2,7.1,11.9
127045453,"Beaver",27,"MONACA SD",11,"All Students",37,10.8,45.9,24.3,18.9,37,8.1,40.5,24.3,27.0
127045453,"Beaver",27,"MONACA SD",11,"Male",22,9.1,45.5,22.7,22.7,22,4.5,36.4,22.7,36.4
