"The 2011 PSSA Writing District Level Proficiency Results*",,,,,,,,,
"*Full Academic Year Students; No PASA/PSSA-M Scores. Data for groups with 10 or fewer students were replaced by blanks. Percentages were rounded to the nearest tenth. Proficiency percentages may not add up to 100 due to rounding.",,,,,,,,,
,,,,,,,,,
"AUN","County","District","Grade","Group","Number Scored Writing","% Advanced Writing","% Proficient Writing","% Basic Writing","% Below Basic Writing"
127040503,"Beaver","ALIQUIPPA SD",11,"ELL",0,,,,
127040503,"Beaver","ALIQUIPPA SD",11,"Economically Disadvantaged",58,5.2,56.9,29.3,8.6
127040703,"Beaver","AMBRIDGE AREA SD",5,"All Students",189,1.6,65.6,31.7,1.1
127040703,"Beaver","AMBRIDGE AREA SD",5,"Male",106,0.0,57.5,40.6,1.9
127040703,"Beaver","AMBRIDGE AREA SD",5,"Female",83,3.6,75.9,20.5,0.0
127040703,"Beaver","AMBRIDGE AREA SD",5,"White",151,2.0,74.2,22.5,1.3
127040703,"Beaver","AMBRIDGE AREA SD",5,"Black",30,0.0,23.3,76.7,0.0
127040703,"Beaver","AMBRIDGE AREA SD",5,"Hispanic",3,,,,
127040703,"Beaver","AMBRIDGE AREA SD",5,"Asian",2,,,,
127040703,"Beaver","AMBRIDGE AREA SD",5,"Native American",0,,,,
127040703,"Beaver","AMBRIDGE AREA SD",5,"Multi-Ethnic",3,,,,
127040703,"Beaver","AMBRIDGE AREA SD",5,"IEP",42,0.0,42.9,54.8,2.4
127040703,"Beaver","AMBRIDGE AREA SD",5,"ELL",1,,,,
127040703,"Beaver","AMBRIDGE AREA SD",5,"Economically Disadvantaged",90,1.1,48.9,47.8,2.2
127040703,"Beaver","AMBRIDGE AREA SD",8,"All Students",196,8.2,74.0,15.3,2.6
127040703,"Beaver","AMBRIDGE AREA SD",8,"Male",112,6.3,69.6,19.6,4.5
127040703,"Beaver","AMBRIDGE AREA SD",8,"Female",84,10.7,79.8,9.5,0.0
127040703,"Beaver","AMBRIDGE AREA SD",8,"White",169,8.3,76.9,12.4,2.4
127040703,"Beaver","AMBRIDGE AREA SD",8,"Black",20,5.0,55.0,35.0,5.0
127040703,"Beaver","AMBRIDGE AREA SD",8,"Hispanic",1,,,,
127040703,"Beaver","AMBRIDGE AREA SD",8,"Asian",4,,,,
127040703,"Beaver","AMBRIDGE AREA SD",8,"Native American",0,,,,
127040703,"Beaver","AMBRIDGE AREA SD",8,"Multi-Ethnic",2,,,,
127040703,"Beaver","AMBRIDGE AREA SD",8,"IEP",29,0.0,41.4,44.8,13.8
127040703,"Beaver","AMBRIDGE AREA SD",8,"ELL",1,,,,
127040703,"Beaver","AMBRIDGE AREA SD",8,"Economically Disadvantaged",78,5.1,61.5,28.2,5.1
127040703,"Beaver","AMBRIDGE AREA SD",11,"All Students",182,14.3,58.2,23.1,4.4
127040703,"Beaver","AMBRIDGE AREA SD",11,"Male",105,9.5,54.3,30.5,5.7
127040703,"Beaver","AMBRIDGE AREA SD",11,"Female",77,20.8,63.6,13.0,2.6
127040703,"Beaver","AMBRIDGE AREA SD",11,"White",161,16.1,59.0,22.4,2.5
127040703,"Beaver","AMBRIDGE AREA SD",11,"Black",19,0.0,47.4,31.6,21.1
127040703,"Beaver","AMBRIDGE AREA SD",11,"Hispanic",0,,,,
127040703,"Beaver","AMBRIDGE AREA SD",11,"Asian",2,,,,
127040703,"Beaver","AMBRIDGE AREA SD",11,"Native American",0,,,,
127040703,"Beaver","AMBRIDGE AREA SD",11,"Multi-Ethnic",0,,,,
127040703,"Beaver","AMBRIDGE AREA SD",11,"IEP",43,0.0,34.9,51.2,14.0
127040703,"Beaver","AMBRIDGE AREA SD",11,"ELL",0,,,,
127040703,"Beaver","AMBRIDGE AREA SD",11,"Economically Disadvantaged",62,0.0,58.1,32.3,9.7
127041203,"Beaver","BEAVER AREA SD",5,"All Students",155,6.5,85.2,8.4,0.0
127041203,"Beaver","BEAVER AREA SD",5,"Male",75,6.7,82.7,10.7,0.0
127041203,"Beaver","BEAVER AREA SD",5,"Female",80,6.3,87.5,6.3,0.0
127041203,"Beaver","BEAVER AREA SD",5,"White",144,6.3,86.1,7.6,0.0
127041203,"Beaver","BEAVER AREA SD",5,"Black",4,,,,
127041203,"Beaver","BEAVER AREA SD",5,"Hispanic",1,,,,
127041203,"Beaver","BEAVER AREA SD",5,"Asian",5,,,,
127041203,"Beaver","BEAVER AREA SD",5,"Native American",1,,,,
127041203,"Beaver","BEAVER AREA SD",5,"Multi-Ethnic",0,,,,
127041203,"Beaver","BEAVER AREA SD",5,"IEP",19,0.0,68.4,31.6,0.0
127041203,"Beaver","BEAVER AREA SD",5,"ELL",1,,,,
127041203,"Beaver","BEAVER AREA SD",5,"Economically Disadvantaged",28,0.0,78.6,21.4,0.0
127041203,"Beaver","BEAVER AREA SD",8,"All Students",130,7.7,81.5,10.8,0.0
127041203,"Beaver","BEAVER AREA SD",8,"Male",70,2.9,81.4,15.7,0.0
127041203,"Beaver","BEAVER AREA SD",8,"Female",60,13.3,81.7,5.0,0.0
127041203,"Beaver","BEAVER AREA SD",8,"White",122,8.2,82.0,9.8,0.0
127041203,"Beaver","BEAVER AREA SD",8,"Black",3,,,,
127041203,"Beaver","BEAVER AREA SD",8,"Hispanic",1,,,,
127041203,"Beaver","BEAVER AREA SD",8,"Asian",4,,,,
127041203,"Beaver","BEAVER AREA SD",8,"Native American",0,,,,
127041203,"Beaver","BEAVER AREA SD",8,"Multi-Ethnic",0,,,,
127041203,"Beaver","BEAVER AREA SD",8,"IEP",15,0.0,86.7,13.3,0.0
127041203,"Beaver","BEAVER AREA SD",8,"ELL",2,,,,
127041203,"Beaver","BEAVER AREA SD",8,"Economically Disadvantaged",25,0.0,88.0,12.0,0.0
127041203,"Beaver","BEAVER AREA SD",11,"All Students",167,24.0,67.7,6.6,1.8
127041203,"Beaver","BEAVER AREA SD",11,"Male",79,17.7,68.4,10.1,3.8
127041203,"Beaver","BEAVER AREA SD",11,"Female",88,29.5,67.0,3.4,0.0
127041203,"Beaver","BEAVER AREA SD",11,"White",162,23.5,68.5,6.2,1.9
127041203,"Beaver","BEAVER AREA SD",11,"Black",1,,,,
127041203,"Beaver","BEAVER AREA SD",11,"Hispanic",4,,,,
127041203,"Beaver","BEAVER AREA SD",11,"Asian",0,,,,
127041203,"Beaver","BEAVER AREA SD",11,"Native American",0,,,,
127041203,"Beaver","BEAVER AREA SD",11,"Multi-Ethnic",0,,,,
127041203,"Beaver","BEAVER AREA SD",11,"IEP",23,0.0,65.2,21.7,13.0
127041203,"Beaver","BEAVER AREA SD",11,"ELL",0,,,,
127041203,"Beaver","BEAVER AREA SD",11,"Economically Disadvantaged",24,20.8,66.7,12.5,0.0
127041503,"Beaver","BIG BEAVER FALLS AREA SD",5,"All Students",122,4.1,79.5,16.4,0.0
127041503,"Beaver","BIG BEAVER FALLS AREA SD",5,"Male",67,6.0,71.6,22.4,0.0
127041503,"Beaver","BIG BEAVER FALLS AREA SD",5,"Female",55,1.8,89.1,9.1,0.0
127041503,"Beaver","BIG BEAVER FALLS AREA SD",5,"White",73,5.5,72.6,21.9,0.0
127041503,"Beaver","BIG BEAVER FALLS AREA SD",5,"Black",32,3.1,90.6,6.3,0.0
127041503,"Beaver","BIG BEAVER FALLS AREA SD",5,"Hispanic",0,,,,
127041503,"Beaver","BIG BEAVER FALLS AREA SD",5,"Asian",0,,,,
127041503,"Beaver","BIG BEAVER FALLS AREA SD",5,"Native American",0,,,,
127041503,"Beaver","BIG BEAVER FALLS AREA SD",5,"Multi-Ethnic",17,0.0,88.2,11.8,0.0
127041503,"Beaver","BIG BEAVER FALLS AREA SD",5,"IEP",10,,,,
127041503,"Beaver","BIG BEAVER FALLS AREA SD",5,"ELL",0,,,,
127041503,"Beaver","BIG BEAVER FALLS AREA SD",5,"Economically Disadvantaged",87,2.3,85.1,12.6,0.0
127041503,"Beaver","BIG BEAVER FALLS AREA SD",8,"All Students",100,6.0,68.0,26.0,0.0
127041503,"Beaver","BIG BEAVER FALLS AREA SD",8,"Male",50,6.0,64.0,30.0,0.0
127041503,"Beaver","BIG BEAVER FALLS AREA SD",8,"Female",50,6.0,72.0,22.0,0.0
127041503,"Beaver","BIG BEAVER FALLS AREA SD",8,"White",63,6.3,68.3,25.4,0.0
127041503,"Beaver","BIG BEAVER FALLS AREA SD",8,"Black",26,3.8,65.4,30.8,0.0
127041503,"Beaver","BIG BEAVER FALLS AREA SD",8,"Hispanic",0,,,,
127041503,"Beaver","BIG BEAVER FALLS AREA SD",8,"Asian",0,,,,
127041503,"Beaver","BIG BEAVER FALLS AREA SD",8,"Native American",0,,,,
127041503,"Beaver","BIG BEAVER FALLS AREA SD",8,"Multi-Ethnic",11,9.1,72.7,18.2,0.0
127041503,"Beaver","BIG BEAVER FALLS AREA SD",8,"IEP",9,,,,
127041503,"Beaver","BIG BEAVER FALLS AREA SD",8,"ELL",0,,,,
127041503,"Beaver","BIG BEAVER FALLS AREA SD",8,"Economically Disadvantaged",67,3.0,64.2,32.8,0.0
127041503,"Beaver","BIG BEAVER FALLS AREA SD",11,"All Students",131,13.0,77.1,9.2,0.8
127041503,"Beaver","BIG BEAVER FALLS AREA SD",11,"Male",70,5.7,78.6,14.3,1.4
127041503,"Beaver","BIG BEAVER FALLS AREA SD",11,"Female",61,21.3,75.4,3.3,0.0
127041503,"Beaver","BIG BEAVER FALLS AREA SD",11,"White",94,14.9,75.5,8.5,1.1
127041503,"Beaver","BIG BEAVER FALLS AREA SD",11,"Black",36,8.3,80.6,11.1,0.0
127041503,"Beaver","BIG BEAVER FALLS AREA SD",11,"Hispanic",0,,,,
127041503,"Beaver","BIG BEAVER FALLS AREA SD",11,"Asian",0,,,,
127041503,"Beaver","BIG BEAVER FALLS AREA SD",11,"Native American",0,,,,
127041503,"Beaver","BIG BEAVER FALLS AREA SD",11,"Multi-Ethnic",1,,,,
127041503,"Beaver","BIG BEAVER FALLS AREA SD",11,"IEP",17,0.0,52.9,41.2,5.9
127041503,"Beaver","BIG BEAVER FALLS AREA SD",11,"ELL",0,,,,
127041503,"Beaver","BIG BEAVER FALLS AREA SD",11,"Economically Disadvantaged",66,10.6,77.3,10.6,1.5
127041603,"Beaver","BLACKHAWK SD",5,"All Students",224,0.4,71.0,27.2,1.3
127041603,"Beaver","BLACKHAWK SD",5,"Male",119,0.8,57.1,39.5,2.5
127041603,"Beaver","BLACKHAWK SD",5,"Female",105,0.0,86.7,13.3,0.0
127041603,"Beaver","BLACKHAWK SD",5,"White",217,0.5,70.0,28.1,1.4
127041603,"Beaver","BLACKHAWK SD",5,"Black",1,,,,
127041603,"Beaver","BLACKHAWK SD",5,"Hispanic",4,,,,
127041603,"Beaver","BLACKHAWK SD",5,"Asian",0,,,,
127041603,"Beaver","BLACKHAWK SD",5,"Native American",0,,,,
127041603,"Beaver","BLACKHAWK SD",5,"Multi-Ethnic",2,,,,
127041603,"Beaver","BLACKHAWK SD",5,"IEP",31,0.0,35.5,58.1,6.5
127041603,"Beaver","BLACKHAWK SD",5,"ELL",1,,,,
127041603,"Beaver","BLACKHAWK SD",5,"Economically Disadvantaged",58,0.0,60.3,36.2,3.4
127041603,"Beaver","BLACKHAWK SD",8,"All Students",175,14.3,71.4,14.3,0.0
127041603,"Beaver","BLACKHAWK SD",8,"Male",75,9.3,72.0,18.7,0.0
127041603,"Beaver","BLACKHAWK SD",8,"Female",100,18.0,71.0,11.0,0.0
127041603,"Beaver","BLACKHAWK SD",8,"White",167,15.0,70.1,15.0,0.0
127041603,"Beaver","BLACKHAWK SD",8,"Black",4,,,,
127041603,"Beaver","BLACKHAWK SD",8,"Hispanic",2,,,,
127041603,"Beaver","BLACKHAWK SD",8,"Asian",0,,,,
127041603,"Beaver","BLACKHAWK SD",8,"Native American",0,,,,
127041603,"Beaver","BLACKHAWK SD",8,"Multi-Ethnic",2,,,,
127041603,"Beaver","BLACKHAWK SD",8,"IEP",17,5.9,58.8,35.3,0.0
127041603,"Beaver","BLACKHAWK SD",8,"ELL",0,,,,
127041603,"Beaver","BLACKHAWK SD",8,"Economically Disadvantaged",43,0.0,86.0,14.0,0.0
127041603,"Beaver","BLACKHAWK SD",11,"All Students",208,16.8,72.6,9.1,1.4
127041603,"Beaver","BLACKHAWK SD",11,"Male",109,9.2,77.1,12.8,0.9
127041603,"Beaver","BLACKHAWK SD",11,"Female",99,25.3,67.7,5.1,2.0
127041603,"Beaver","BLACKHAWK SD",11,"White",204,16.7,72.5,9.3,1.5
127041603,"Beaver","BLACKHAWK SD",11,"Black",2,,,,
127041603,"Beaver","BLACKHAWK SD",11,"Hispanic",0,,,,
127041603,"Beaver","BLACKHAWK SD",11,"Asian",1,,,,
127041603,"Beaver","BLACKHAWK SD",11,"Native American",0,,,,
127041603,"Beaver","BLACKHAWK SD",11,"Multi-Ethnic",1,,,,
127041603,"Beaver","BLACKHAWK SD",11,"IEP",11,0.0,54.5,36.4,9.1
127041603,"Beaver","BLACKHAWK SD",11,"ELL",0,,,,
127041603,"Beaver","BLACKHAWK SD",11,"Economically Disadvantaged",41,7.3,70.7,17.1,4.9
127042003,"Beaver","CENTRAL VALLEY SD",5,"All Students",183,1.1,54.6,41.5,2.7
127042003,"Beaver","CENTRAL VALLEY SD",5,"Male",99,1.0,47.5,47.5,4.0
127042003,"Beaver","CENTRAL VALLEY SD",5,"Female",84,1.2,63.1,34.5,1.2
127042003,"Beaver","CENTRAL VALLEY SD",5,"White",169,1.2,55.0,40.8,3.0
127042003,"Beaver","CENTRAL VALLEY SD",5,"Black",11,0.0,54.5,45.5,0.0
127042003,"Beaver","CENTRAL VALLEY SD",5,"Hispanic",2,,,,
127042003,"Beaver","CENTRAL VALLEY SD",5,"Asian",0,,,,
127042003,"Beaver","CENTRAL VALLEY SD",5,"Native American",0,,,,
127042003,"Beaver","CENTRAL VALLEY SD",5,"Multi-Ethnic",1,,,,
127042003,"Beaver","CENTRAL VALLEY SD",5,"IEP",20,0.0,30.0,45.0,25.0
127042003,"Beaver","CENTRAL VALLEY SD",5,"ELL",0,,,,
127042003,"Beaver","CENTRAL VALLEY SD",5,"Economically Disadvantaged",50,0.0,42.0,56.0,2.0
127042003,"Beaver","CENTRAL VALLEY SD",8,"All Students",181,4.4,55.8,36.5,3.3
127042003,"Beaver","CENTRAL VALLEY SD",8,"Male",90,2.2,44.4,46.7,6.7
127042003,"Beaver","CENTRAL VALLEY SD",8,"Female",89,6.7,67.4,25.8,0.0
127042003,"Beaver","CENTRAL VALLEY SD",8,"White",164,4.3,53.7,39.0,3.0
127042003,"Beaver","CENTRAL VALLEY SD",8,"Black",12,0.0,83.3,8.3,8.3
127042003,"Beaver","CENTRAL VALLEY SD",8,"Hispanic",0,,,,
127042003,"Beaver","CENTRAL VALLEY SD",8,"Asian",2,,,,
127042003,"Beaver","CENTRAL VALLEY SD",8,"Native American",0,,,,
127042003,"Beaver","CENTRAL VALLEY SD",8,"Multi-Ethnic",0,,,,
127042003,"Beaver","CENTRAL VALLEY SD",8,"IEP",9,,,,
127042003,"Beaver","CENTRAL VALLEY SD",8,"ELL",0,,,,
127042003,"Beaver","CENTRAL VALLEY SD",8,"Economically Disadvantaged",41,4.9,51.2,36.6,7.3
127042003,"Beaver","CENTRAL VALLEY SD",11,"All Students",207,13.5,72.9,11.6,1.9
127042003,"Beaver","CENTRAL VALLEY SD",11,"Male",100,10.0,71.0,15.0,4.0
127042003,"Beaver","CENTRAL VALLEY SD",11,"Female",107,16.8,74.8,8.4,0.0
127042003,"Beaver","CENTRAL VALLEY SD",11,"White",180,15.6,75.0,8.3,1.1
127042003,"Beaver","CENTRAL VALLEY SD",11,"Black",23,0.0,56.5,34.8,8.7
127042003,"Beaver","CENTRAL VALLEY SD",11,"Hispanic",1,,,,
127042003,"Beaver","CENTRAL VALLEY SD",11,"Asian",3,,,,
127042003,"Beaver","CENTRAL VALLEY SD",11,"Native American",0,,,,
127042003,"Beaver","CENTRAL VALLEY SD",11,"Multi-Ethnic",0,,,,
127042003,"Beaver","CENTRAL VALLEY SD",11,"IEP",18,0.0,33.3,50.0,16.7
127042003,"Beaver","CENTRAL VALLEY SD",11,"ELL",1,,,,
127042003,"Beaver","CENTRAL VALLEY SD",11,"Economically Disadvantaged",37,8.1,75.7,13.5,2.7
127042853,"Beaver","FREEDOM AREA SD",5,"All Students",119,1.7,70.6,21.8,5.9
127042853,"Beaver","FREEDOM AREA SD",5,"Male",56,1.8,67.9,25.0,5.4
127042853,"Beaver","FREEDOM AREA SD",5,"Female",63,1.6,73.0,19.0,6.3
127042853,"Beaver","FREEDOM AREA SD",5,"White",116,1.7,71.6,21.6,5.2
127042853,"Beaver","FREEDOM AREA SD",5,"Black",1,,,,
127042853,"Beaver","FREEDOM AREA SD",5,"Hispanic",0,,,,
127042853,"Beaver","FREEDOM AREA SD",5,"Asian",0,,,,
127042853,"Beaver","FREEDOM AREA SD",5,"Native American",0,,,,
127042853,"Beaver","FREEDOM AREA SD",5,"Multi-Ethnic",2,,,,
127042853,"Beaver","FREEDOM AREA SD",5,"IEP",21,0.0,33.3,33.3,33.3
127042853,"Beaver","FREEDOM AREA SD",5,"ELL",0,,,,
127042853,"Beaver","FREEDOM AREA SD",5,"Economically Disadvantaged",53,0.0,54.7,35.8,9.4
127042853,"Beaver","FREEDOM AREA SD",8,"All Students",117,42.7,49.6,7.7,0.0
127042853,"Beaver","FREEDOM AREA SD",8,"Male",59,28.8,59.3,11.9,0.0
127042853,"Beaver","FREEDOM AREA SD",8,"Female",58,56.9,39.7,3.4,0.0
127042853,"Beaver","FREEDOM AREA SD",8,"White",116,42.2,50.0,7.8,0.0
127042853,"Beaver","FREEDOM AREA SD",8,"Black",1,,,,
127042853,"Beaver","FREEDOM AREA SD",8,"Hispanic",0,,,,
127042853,"Beaver","FREEDOM AREA SD",8,"Asian",0,,,,
127042853,"Beaver","FREEDOM AREA SD",8,"Native American",0,,,,
127042853,"Beaver","FREEDOM AREA SD",8,"Multi-Ethnic",0,,,,
127042853,"Beaver","FREEDOM AREA SD",8,"IEP",16,18.8,50.0,31.3,0.0
127042853,"Beaver","FREEDOM AREA SD",8,"ELL",0,,,,
127042853,"Beaver","FREEDOM AREA SD",8,"Economically Disadvantaged",44,27.3,56.8,15.9,0.0
127042853,"Beaver","FREEDOM AREA SD",11,"All Students",100,19.0,70.0,10.0,1.0
127042853,"Beaver","FREEDOM AREA SD",11,"Male",49,16.3,69.4,12.2,2.0
127042853,"Beaver","FREEDOM AREA SD",11,"Female",51,21.6,70.6,7.8,0.0
127042853,"Beaver","FREEDOM AREA SD",11,"White",98,19.4,69.4,10.2,1.0
127042853,"Beaver","FREEDOM AREA SD",11,"Black",1,,,,
127042853,"Beaver","FREEDOM AREA SD",11,"Hispanic",0,,,,
127042853,"Beaver","FREEDOM AREA SD",11,"Asian",1,,,,
127042853,"Beaver","FREEDOM AREA SD",11,"Native American",0,,,,
127042853,"Beaver","FREEDOM AREA SD",11,"Multi-Ethnic",0,,,,
127042853,"Beaver","FREEDOM AREA SD",11,"IEP",10,,,,
127042853,"Beaver","FREEDOM AREA SD",11,"ELL",0,,,,
127042853,"Beaver","FREEDOM AREA SD",11,"Economically Disadvantaged",29,17.2,69.0,10.3,3.4
127044103,"Beaver","HOPEWELL AREA SD",5,"All Students",161,0.0,73.9,26.1,0.0
127044103,"Beaver","HOPEWELL AREA SD",5,"Male",83,0.0,66.3,33.7,0.0
127044103,"Beaver","HOPEWELL AREA SD",5,"Female",78,0.0,82.1,17.9,0.0
127044103,"Beaver","HOPEWELL AREA SD",5,"White",151,0.0,74.2,25.8,0.0
127044103,"Beaver","HOPEWELL AREA SD",5,"Black",4,,,,
127044103,"Beaver","HOPEWELL AREA SD",5,"Hispanic",1,,,,
127044103,"Beaver","HOPEWELL AREA SD",5,"Asian",0,,,,
127044103,"Beaver","HOPEWELL AREA SD",5,"Native American",1,,,,
127044103,"Beaver","HOPEWELL AREA SD",5,"Multi-Ethnic",4,,,,
127044103,"Beaver","HOPEWELL AREA SD",5,"IEP",21,0.0,33.3,66.7,0.0
127044103,"Beaver","HOPEWELL AREA SD",5,"ELL",0,,,,
127044103,"Beaver","HOPEWELL AREA SD",5,"Economically Disadvantaged",52,0.0,61.5,38.5,0.0
127044103,"Beaver","HOPEWELL AREA SD",8,"All Students",182,10.4,78.0,11.5,0.0
127044103,"Beaver","HOPEWELL AREA SD",8,"Male",99,4.0,77.8,18.2,0.0
127044103,"Beaver","HOPEWELL AREA SD",8,"Female",83,18.1,78.3,3.6,0.0
127044103,"Beaver","HOPEWELL AREA SD",8,"White",177,10.2,78.0,11.9,0.0
127044103,"Beaver","HOPEWELL AREA SD",8,"Black",4,,,,
127044103,"Beaver","HOPEWELL AREA SD",8,"Hispanic",0,,,,
127044103,"Beaver","HOPEWELL AREA SD",8,"Asian",1,,,,
127044103,"Beaver","HOPEWELL AREA SD",8,"Native American",0,,,,
127044103,"Beaver","HOPEWELL AREA SD",8,"Multi-Ethnic",0,,,,
127044103,"Beaver","HOPEWELL AREA SD",8,"IEP",18,0.0,50.0,50.0,0.0
127044103,"Beaver","HOPEWELL AREA SD",8,"ELL",0,,,,
127044103,"Beaver","HOPEWELL AREA SD",8,"Economically Disadvantaged",40,7.5,67.5,25.0,0.0
127044103,"Beaver","HOPEWELL AREA SD",11,"All Students",199,24.6,68.3,5.5,1.5
127044103,"Beaver","HOPEWELL AREA SD",11,"Male",98,19.4,68.4,9.2,3.1
127044103,"Beaver","HOPEWELL AREA SD",11,"Female",101,29.7,68.3,2.0,0.0
127044103,"Beaver","HOPEWELL AREA SD",11,"White",190,24.7,68.4,5.8,1.1
127044103,"Beaver","HOPEWELL AREA SD",11,"Black",5,,,,
127044103,"Beaver","HOPEWELL AREA SD",11,"Hispanic",2,,,,
127044103,"Beaver","HOPEWELL AREA SD",11,"Asian",0,,,,
127044103,"Beaver","HOPEWELL AREA SD",11,"Native American",0,,,,
127044103,"Beaver","HOPEWELL AREA SD",11,"Multi-Ethnic",2,,,,
127044103,"Beaver","HOPEWELL AREA SD",11,"IEP",22,9.1,50.0,27.3,13.6
127044103,"Beaver","HOPEWELL AREA SD",11,"ELL",0,,,,
127044103,"Beaver","HOPEWELL AREA SD",11,"Economically Disadvantaged",38,18.4,68.4,10.5,2.6
127045303,"Beaver","MIDLAND BOROUGH SD",5,"All Students",37,0.0,73.0,27.0,0.0
127045303,"Beaver","MIDLAND BOROUGH SD",5,"Male",19,0.0,78.9,21.1,0.0
127045303,"Beaver","MIDLAND BOROUGH SD",5,"Female",18,0.0,66.7,33.3,0.0
127045303,"Beaver","MIDLAND BOROUGH SD",5,"White",16,0.0,56.3,43.8,0.0
127045303,"Beaver","MIDLAND BOROUGH SD",5,"Black",17,0.0,82.4,17.6,0.0
127045303,"Beaver","MIDLAND BOROUGH SD",5,"Hispanic",1,,,,
127045303,"Beaver","MIDLAND BOROUGH SD",5,"Asian",1,,,,
127045303,"Beaver","MIDLAND BOROUGH SD",5,"Native American",0,,,,
127045303,"Beaver","MIDLAND BOROUGH SD",5,"Multi-Ethnic",2,,,,
127045303,"Beaver","MIDLAND BOROUGH SD",5,"IEP",4,,,,
127045303,"Beaver","MIDLAND BOROUGH SD",5,"ELL",0,,,,
127045303,"Beaver","MIDLAND BOROUGH SD",5,"Economically Disadvantaged",29,0.0,75.9,24.1,0.0
127045303,"Beaver","MIDLAND BOROUGH SD",8,"All Students",23,4.3,87.0,8.7,0.0
127045303,"Beaver","MIDLAND BOROUGH SD",8,"Male",12,0.0,83.3,16.7,0.0
127045303,"Beaver","MIDLAND BOROUGH SD",8,"Female",11,9.1,90.9,0.0,0.0
127045303,"Beaver","MIDLAND BOROUGH SD",8,"White",14,7.1,85.7,7.1,0.0
127045303,"Beaver","MIDLAND BOROUGH SD",8,"Black",6,,,,
127045303,"Beaver","MIDLAND BOROUGH SD",8,"Hispanic",1,,,,
127045303,"Beaver","MIDLAND BOROUGH SD",8,"Asian",1,,,,
127045303,"Beaver","MIDLAND BOROUGH SD",8,"Native American",0,,,,
127045303,"Beaver","MIDLAND BOROUGH SD",8,"Multi-Ethnic",1,,,,
127045303,"Beaver","MIDLAND BOROUGH SD",8,"IEP",3,,,,
127045303,"Beaver","MIDLAND BOROUGH SD",8,"ELL",0,,,,
127045303,"Beaver","MIDLAND BOROUGH SD",8,"Economically Disadvantaged",14,7.1,85.7,7.1,0.0
127045653,"Beaver","NEW BRIGHTON AREA SD",5,"All Students",115,2.6,81.7,15.7,0.0
127045653,"Beaver","NEW BRIGHTON AREA SD",5,"Male",61,0.0,80.3,19.7,0.0
127045653,"Beaver","NEW BRIGHTON AREA SD",5,"Female",54,5.6,83.3,11.1,0.0
127045653,"Beaver","NEW BRIGHTON AREA SD",5,"White",101,3.0,84.2,12.9,0.0
127045653,"Beaver","NEW BRIGHTON AREA SD",5,"Black",12,0.0,66.7,33.3,0.0
127045653,"Beaver","NEW BRIGHTON AREA SD",5,"Hispanic",1,,,,
127045653,"Beaver","NEW BRIGHTON AREA SD",5,"Asian",1,,,,
127045653,"Beaver","NEW BRIGHTON AREA SD",5,"Native American",0,,,,
127045653,"Beaver","NEW BRIGHTON AREA SD",5,"Multi-Ethnic",0,,,,
127045653,"Beaver","NEW BRIGHTON AREA SD",5,"IEP",13,0.0,15.4,84.6,0.0
127045653,"Beaver","NEW BRIGHTON AREA SD",5,"ELL",0,,,,
127045653,"Beaver","NEW BRIGHTON AREA SD",5,"Economically Disadvantaged",60,3.3,73.3,23.3,0.0
127045653,"Beaver","NEW BRIGHTON AREA SD",8,"All Students",127,6.3,74.8,17.3,1.6
127045653,"Beaver","NEW BRIGHTON AREA SD",8,"Male",72,4.2,69.4,23.6,2.8
127045653,"Beaver","NEW BRIGHTON AREA SD",8,"Female",55,9.1,81.8,9.1,0.0
127045653,"Beaver","NEW BRIGHTON AREA SD",8,"White",109,6.4,71.6,20.2,1.8
127045653,"Beaver","NEW BRIGHTON AREA SD",8,"Black",14,7.1,92.9,0.0,0.0
127045653,"Beaver","NEW BRIGHTON AREA SD",8,"Hispanic",3,,,,
127045653,"Beaver","NEW BRIGHTON AREA SD",8,"Asian",1,,,,
127045653,"Beaver","NEW BRIGHTON AREA SD",8,"Native American",0,,,,
127045653,"Beaver","NEW BRIGHTON AREA SD",8,"Multi-Ethnic",0,,,,
127045653,"Beaver","NEW BRIGHTON AREA SD",8,"IEP",10,,,,
127045653,"Beaver","NEW BRIGHTON AREA SD",8,"ELL",0,,,,
127045653,"Beaver","NEW BRIGHTON AREA SD",8,"Economically Disadvantaged",61,4.9,75.4,19.7,0.0
127045653,"Beaver","NEW BRIGHTON AREA SD",11,"All Students",133,7.5,69.9,21.8,0.8
127045653,"Beaver","NEW BRIGHTON AREA SD",11,"Male",69,1.4,72.5,24.6,1.4
127045653,"Beaver","NEW BRIGHTON AREA SD",11,"Female",64,14.1,67.2,18.8,0.0
127045653,"Beaver","NEW BRIGHTON AREA SD",11,"White",113,8.0,69.0,22.1,0.9
127045653,"Beaver","NEW BRIGHTON AREA SD",11,"Black",17,0.0,88.2,11.8,0.0
127045653,"Beaver","NEW BRIGHTON AREA SD",11,"Hispanic",2,,,,
127045653,"Beaver","NEW BRIGHTON AREA SD",11,"Asian",0,,,,
127045653,"Beaver","NEW BRIGHTON AREA SD",11,"Native American",1,,,,
127045653,"Beaver","NEW BRIGHTON AREA SD",11,"Multi-Ethnic",0,,,,
127045653,"Beaver","NEW BRIGHTON AREA SD",11,"IEP",10,,,,
127045653,"Beaver","NEW BRIGHTON AREA SD",11,"ELL",0,,,,
127045653,"Beaver","NEW BRIGHTON AREA SD",11,"Economically Disadvantaged",50,2.0,64.0,34.0,0.0
