"The 2010 PSSA Writing District Level Proficiency Results*",,,,,,,,,,
"*Full Academic Year Students. Data for groups with less than 10 students assessed were replaced by blanks. Percentages were rounded to the nearest tenth. Proficiency percentages may not add up to 100 due to rounding.",,,,,,,,,,
"AUN","County","IU #","District","Grade","Group","Number Scored Writing","% Advanced Writing","% Proficient Writing","% Basic Writing","% Below Basic Writing"
124158503,"Chester",24,"UNIONVILLE-CHADDS FORD SD",8,"Female",167,33.5,62.3,4.2,0.0
124158503,"Chester",24,"UNIONVILLE-CHADDS FORD SD",8,"White",315,22.5,67.3,10.2,0.0
124158503,"Chester",24,"UNIONVILLE-CHADDS FORD SD",8,"Black",6,,,,
124158503,"Chester",24,"UNIONVILLE-CHADDS FORD SD",8,"Hispanic",9,,,,
124158503,"Chester",24,"UNIONVILLE-CHADDS FORD SD",8,"Asian",12,41.7,50.0,8.3,0.0
124158503,"Chester",24,"UNIONVILLE-CHADDS FORD SD",8,"Native American",0,,,,
124158503,"Chester",24,"UNIONVILLE-CHADDS FORD SD",8,"Multi-ethnic",0,,,,
124158503,"Chester",24,"UNIONVILLE-CHADDS FORD SD",8,"IEP",57,1.8,66.7,31.6,0.0
124158503,"Chester",24,"UNIONVILLE-CHADDS FORD SD",8,"ELL",4,,,,
124158503,"Chester",24,"UNIONVILLE-CHADDS FORD SD",8,"Economically Disadvantaged",9,,,,
124158503,"Chester",24,"UNIONVILLE-CHADDS FORD SD",11,"All Students",351,13.4,78.3,7.4,0.9
124158503,"Chester",24,"UNIONVILLE-CHADDS FORD SD",11,"Male",197,9.1,78.2,11.2,1.5
124158503,"Chester",24,"UNIONVILLE-CHADDS FORD SD",11,"Female",154,18.8,78.6,2.6,0.0
124158503,"Chester",24,"UNIONVILLE-CHADDS FORD SD",11,"White",332,13.9,78.0,7.2,0.9
124158503,"Chester",24,"UNIONVILLE-CHADDS FORD SD",11,"Black",4,,,,
124158503,"Chester",24,"UNIONVILLE-CHADDS FORD SD",11,"Hispanic",5,,,,
124158503,"Chester",24,"UNIONVILLE-CHADDS FORD SD",11,"Asian",10,10.0,90.0,0.0,0.0
124158503,"Chester",24,"UNIONVILLE-CHADDS FORD SD",11,"Native American",0,,,,
124158503,"Chester",24,"UNIONVILLE-CHADDS FORD SD",11,"Multi-ethnic",0,,,,
124158503,"Chester",24,"UNIONVILLE-CHADDS FORD SD",11,"IEP",50,8.0,62.0,24.0,6.0
124158503,"Chester",24,"UNIONVILLE-CHADDS FORD SD",11,"ELL",3,,,,
124158503,"Chester",24,"UNIONVILLE-CHADDS FORD SD",11,"Economically Disadvantaged",6,,,,
124159002,"Chester",24,"WEST CHESTER AREA SD",5,"All Students",887,5.4,75.3,18.9,0.3
124159002,"Chester",24,"WEST CHESTER AREA SD",5,"Male",435,3.4,70.8,25.5,0.2
124159002,"Chester",24,"WEST CHESTER AREA SD",5,"Female",452,7.3,79.6,12.6,0.4
124159002,"Chester",24,"WEST CHESTER AREA SD",5,"White",746,5.8,77.1,17.0,0.1
124159002,"Chester",24,"WEST CHESTER AREA SD",5,"Black",54,1.9,50.0,46.3,1.9
124159002,"Chester",24,"WEST CHESTER AREA SD",5,"Hispanic",38,0.0,60.5,36.8,2.6
124159002,"Chester",24,"WEST CHESTER AREA SD",5,"Asian",47,8.5,87.2,4.3,0.0
124159002,"Chester",24,"WEST CHESTER AREA SD",5,"Native American",2,,,,
124159002,"Chester",24,"WEST CHESTER AREA SD",5,"Multi-ethnic",0,,,,
124159002,"Chester",24,"WEST CHESTER AREA SD",5,"IEP",126,0.8,43.7,54.0,1.6
124159002,"Chester",24,"WEST CHESTER AREA SD",5,"ELL",19,5.3,31.6,57.9,5.3
124159002,"Chester",24,"WEST CHESTER AREA SD",5,"Economically Disadvantaged",84,0.0,50.0,47.6,2.4
124159002,"Chester",24,"WEST CHESTER AREA SD",8,"All Students",945,24.6,64.4,9.2,1.8
124159002,"Chester",24,"WEST CHESTER AREA SD",8,"Male",499,17.6,67.1,12.2,3.0
124159002,"Chester",24,"WEST CHESTER AREA SD",8,"Female",443,32.3,61.9,5.4,0.5
124159002,"Chester",24,"WEST CHESTER AREA SD",8,"White",791,26.0,65.4,7.7,0.9
124159002,"Chester",24,"WEST CHESTER AREA SD",8,"Black",63,7.9,63.5,20.6,7.9
124159002,"Chester",24,"WEST CHESTER AREA SD",8,"Hispanic",39,5.1,59.0,23.1,12.8
124159002,"Chester",24,"WEST CHESTER AREA SD",8,"Asian",48,37.5,58.3,4.2,0.0
124159002,"Chester",24,"WEST CHESTER AREA SD",8,"Native American",1,,,,
124159002,"Chester",24,"WEST CHESTER AREA SD",8,"Multi-ethnic",0,,,,
124159002,"Chester",24,"WEST CHESTER AREA SD",8,"IEP",101,4.0,50.5,32.7,12.9
124159002,"Chester",24,"WEST CHESTER AREA SD",8,"ELL",15,0.0,33.3,40.0,26.7
124159002,"Chester",24,"WEST CHESTER AREA SD",8,"Economically Disadvantaged",71,7.0,54.9,31.0,7.0
124159002,"Chester",24,"WEST CHESTER AREA SD",11,"All Students",953,17.6,66.1,15.0,1.3
124159002,"Chester",24,"WEST CHESTER AREA SD",11,"Male",481,13.7,63.0,21.0,2.3
124159002,"Chester",24,"WEST CHESTER AREA SD",11,"Female",469,21.7,69.5,8.5,0.2
124159002,"Chester",24,"WEST CHESTER AREA SD",11,"White",777,18.1,67.8,12.9,1.2
124159002,"Chester",24,"WEST CHESTER AREA SD",11,"Black",85,8.2,54.1,36.5,1.2
124159002,"Chester",24,"WEST CHESTER AREA SD",11,"Hispanic",35,11.4,54.3,28.6,5.7
124159002,"Chester",24,"WEST CHESTER AREA SD",11,"Asian",55,29.1,67.3,3.6,0.0
124159002,"Chester",24,"WEST CHESTER AREA SD",11,"Native American",1,,,,
124159002,"Chester",24,"WEST CHESTER AREA SD",11,"Multi-ethnic",0,,,,
124159002,"Chester",24,"WEST CHESTER AREA SD",11,"IEP",101,3.0,43.6,45.5,7.9
124159002,"Chester",24,"WEST CHESTER AREA SD",11,"ELL",20,5.0,55.0,35.0,5.0
124159002,"Chester",24,"WEST CHESTER AREA SD",11,"Economically Disadvantaged",66,12.1,50.0,33.3,4.5
106160303,"Clarion",6,"ALLEGHENY-CLARION VALLEY SD",5,"All Students",59,0.0,57.6,37.3,5.1
106160303,"Clarion",6,"ALLEGHENY-CLARION VALLEY SD",5,"Male",33,0.0,48.5,42.4,9.1
106160303,"Clarion",6,"ALLEGHENY-CLARION VALLEY SD",5,"Female",26,0.0,69.2,30.8,0.0
106160303,"Clarion",6,"ALLEGHENY-CLARION VALLEY SD",5,"White",58,0.0,58.6,37.9,3.4
106160303,"Clarion",6,"ALLEGHENY-CLARION VALLEY SD",5,"Black",0,,,,
106160303,"Clarion",6,"ALLEGHENY-CLARION VALLEY SD",5,"Hispanic",1,,,,
106160303,"Clarion",6,"ALLEGHENY-CLARION VALLEY SD",5,"Asian",0,,,,
106160303,"Clarion",6,"ALLEGHENY-CLARION VALLEY SD",5,"Native American",0,,,,
106160303,"Clarion",6,"ALLEGHENY-CLARION VALLEY SD",5,"Multi-ethnic",0,,,,
106160303,"Clarion",6,"ALLEGHENY-CLARION VALLEY SD",5,"IEP",14,0.0,7.1,71.4,21.4
106160303,"Clarion",6,"ALLEGHENY-CLARION VALLEY SD",5,"ELL",0,,,,
106160303,"Clarion",6,"ALLEGHENY-CLARION VALLEY SD",5,"Economically Disadvantaged",30,0.0,40.0,53.3,6.7
106160303,"Clarion",6,"ALLEGHENY-CLARION VALLEY SD",8,"All Students",70,1.4,71.4,27.1,0.0
106160303,"Clarion",6,"ALLEGHENY-CLARION VALLEY SD",8,"Male",36,0.0,58.3,41.7,0.0
106160303,"Clarion",6,"ALLEGHENY-CLARION VALLEY SD",8,"Female",34,2.9,85.3,11.8,0.0
106160303,"Clarion",6,"ALLEGHENY-CLARION VALLEY SD",8,"White",70,1.4,71.4,27.1,0.0
106160303,"Clarion",6,"ALLEGHENY-CLARION VALLEY SD",8,"Black",0,,,,
106160303,"Clarion",6,"ALLEGHENY-CLARION VALLEY SD",8,"Hispanic",0,,,,
106160303,"Clarion",6,"ALLEGHENY-CLARION VALLEY SD",8,"Asian",0,,,,
106160303,"Clarion",6,"ALLEGHENY-CLARION VALLEY SD",8,"Native American",0,,,,
106160303,"Clarion",6,"ALLEGHENY-CLARION VALLEY SD",8,"Multi-ethnic",0,,,,
106160303,"Clarion",6,"ALLEGHENY-CLARION VALLEY SD",8,"IEP",11,0.0,9.1,90.9,0.0
106160303,"Clarion",6,"ALLEGHENY-CLARION VALLEY SD",8,"ELL",0,,,,
106160303,"Clarion",6,"ALLEGHENY-CLARION VALLEY SD",8,"Economically Disadvantaged",29,0.0,69.0,31.0,0.0
106160303,"Clarion",6,"ALLEGHENY-CLARION VALLEY SD",11,"All Students",78,5.1,71.8,19.2,3.8
106160303,"Clarion",6,"ALLEGHENY-CLARION VALLEY SD",11,"Male",45,0.0,71.1,22.2,6.7
106160303,"Clarion",6,"ALLEGHENY-CLARION VALLEY SD",11,"Female",33,12.1,72.7,15.2,0.0
106160303,"Clarion",6,"ALLEGHENY-CLARION VALLEY SD",11,"White",77,5.2,71.4,19.5,3.9
106160303,"Clarion",6,"ALLEGHENY-CLARION VALLEY SD",11,"Black",0,,,,
106160303,"Clarion",6,"ALLEGHENY-CLARION VALLEY SD",11,"Hispanic",1,,,,
106160303,"Clarion",6,"ALLEGHENY-CLARION VALLEY SD",11,"Asian",0,,,,
106160303,"Clarion",6,"ALLEGHENY-CLARION VALLEY SD",11,"Native American",0,,,,
106160303,"Clarion",6,"ALLEGHENY-CLARION VALLEY SD",11,"Multi-ethnic",0,,,,
106160303,"Clarion",6,"ALLEGHENY-CLARION VALLEY SD",11,"IEP",10,0.0,30.0,60.0,10.0
106160303,"Clarion",6,"ALLEGHENY-CLARION VALLEY SD",11,"ELL",0,,,,
106160303,"Clarion",6,"ALLEGHENY-CLARION VALLEY SD",11,"Economically Disadvantaged",24,4.2,66.7,25.0,4.2
106161203,"Clarion",6,"CLARION AREA SD",5,"All Students",62,3.2,67.7,29.0,0.0
106161203,"Clarion",6,"CLARION AREA SD",5,"Male",30,3.3,56.7,40.0,0.0
106161203,"Clarion",6,"CLARION AREA SD",5,"Female",32,3.1,78.1,18.8,0.0
106161203,"Clarion",6,"CLARION AREA SD",5,"White",60,3.3,66.7,30.0,0.0
106161203,"Clarion",6,"CLARION AREA SD",5,"Black",1,,,,
106161203,"Clarion",6,"CLARION AREA SD",5,"Hispanic",0,,,,
106161203,"Clarion",6,"CLARION AREA SD",5,"Asian",1,,,,
106161203,"Clarion",6,"CLARION AREA SD",5,"Native American",0,,,,
106161203,"Clarion",6,"CLARION AREA SD",5,"Multi-ethnic",0,,,,
106161203,"Clarion",6,"CLARION AREA SD",5,"IEP",5,,,,
106161203,"Clarion",6,"CLARION AREA SD",5,"ELL",0,,,,
106161203,"Clarion",6,"CLARION AREA SD",5,"Economically Disadvantaged",14,0.0,42.9,57.1,0.0
106161203,"Clarion",6,"CLARION AREA SD",8,"All Students",54,14.8,63.0,18.5,3.7
106161203,"Clarion",6,"CLARION AREA SD",8,"Male",29,10.3,58.6,27.6,3.4
106161203,"Clarion",6,"CLARION AREA SD",8,"Female",24,20.8,70.8,8.3,0.0
106161203,"Clarion",6,"CLARION AREA SD",8,"White",50,16.0,66.0,16.0,2.0
106161203,"Clarion",6,"CLARION AREA SD",8,"Black",2,,,,
106161203,"Clarion",6,"CLARION AREA SD",8,"Hispanic",0,,,,
106161203,"Clarion",6,"CLARION AREA SD",8,"Asian",0,,,,
106161203,"Clarion",6,"CLARION AREA SD",8,"Native American",0,,,,
106161203,"Clarion",6,"CLARION AREA SD",8,"Multi-ethnic",1,,,,
106161203,"Clarion",6,"CLARION AREA SD",8,"IEP",7,,,,
106161203,"Clarion",6,"CLARION AREA SD",8,"ELL",0,,,,
106161203,"Clarion",6,"CLARION AREA SD",8,"Economically Disadvantaged",6,,,,
106161203,"Clarion",6,"CLARION AREA SD",11,"All Students",62,9.7,72.6,17.7,0.0
106161203,"Clarion",6,"CLARION AREA SD",11,"Male",29,6.9,69.0,24.1,0.0
106161203,"Clarion",6,"CLARION AREA SD",11,"Female",33,12.1,75.8,12.1,0.0
106161203,"Clarion",6,"CLARION AREA SD",11,"White",58,10.3,72.4,17.2,0.0
106161203,"Clarion",6,"CLARION AREA SD",11,"Black",1,,,,
106161203,"Clarion",6,"CLARION AREA SD",11,"Hispanic",1,,,,
106161203,"Clarion",6,"CLARION AREA SD",11,"Asian",0,,,,
106161203,"Clarion",6,"CLARION AREA SD",11,"Native American",0,,,,
106161203,"Clarion",6,"CLARION AREA SD",11,"Multi-ethnic",2,,,,
106161203,"Clarion",6,"CLARION AREA SD",11,"IEP",7,,,,
106161203,"Clarion",6,"CLARION AREA SD",11,"ELL",0,,,,
106161203,"Clarion",6,"CLARION AREA SD",11,"Economically Disadvantaged",13,7.7,53.8,38.5,0.0
106161703,"Clarion",6,"CLARION-LIMESTONE AREA SD",5,"All Students",77,1.3,61.0,35.1,2.6
106161703,"Clarion",6,"CLARION-LIMESTONE AREA SD",5,"Male",43,0.0,55.8,39.5,4.7
106161703,"Clarion",6,"CLARION-LIMESTONE AREA SD",5,"Female",34,2.9,67.6,29.4,0.0
106161703,"Clarion",6,"CLARION-LIMESTONE AREA SD",5,"White",77,1.3,61.0,35.1,2.6
106161703,"Clarion",6,"CLARION-LIMESTONE AREA SD",5,"Black",0,,,,
106161703,"Clarion",6,"CLARION-LIMESTONE AREA SD",5,"Hispanic",0,,,,
106161703,"Clarion",6,"CLARION-LIMESTONE AREA SD",5,"Asian",0,,,,
106161703,"Clarion",6,"CLARION-LIMESTONE AREA SD",5,"Native American",0,,,,
106161703,"Clarion",6,"CLARION-LIMESTONE AREA SD",5,"Multi-ethnic",0,,,,
106161703,"Clarion",6,"CLARION-LIMESTONE AREA SD",5,"IEP",10,0.0,0.0,80.0,20.0
106161703,"Clarion",6,"CLARION-LIMESTONE AREA SD",5,"ELL",0,,,,
106161703,"Clarion",6,"CLARION-LIMESTONE AREA SD",5,"Economically Disadvantaged",36,0.0,52.8,41.7,5.6
106161703,"Clarion",6,"CLARION-LIMESTONE AREA SD",8,"All Students",105,2.9,58.1,38.1,1.0
106161703,"Clarion",6,"CLARION-LIMESTONE AREA SD",8,"Male",48,0.0,54.2,45.8,0.0
106161703,"Clarion",6,"CLARION-LIMESTONE AREA SD",8,"Female",57,5.3,61.4,31.6,1.8
106161703,"Clarion",6,"CLARION-LIMESTONE AREA SD",8,"White",98,3.1,59.2,36.7,1.0
106161703,"Clarion",6,"CLARION-LIMESTONE AREA SD",8,"Black",4,,,,
106161703,"Clarion",6,"CLARION-LIMESTONE AREA SD",8,"Hispanic",2,,,,
106161703,"Clarion",6,"CLARION-LIMESTONE AREA SD",8,"Asian",1,,,,
106161703,"Clarion",6,"CLARION-LIMESTONE AREA SD",8,"Native American",0,,,,
106161703,"Clarion",6,"CLARION-LIMESTONE AREA SD",8,"Multi-ethnic",0,,,,
106161703,"Clarion",6,"CLARION-LIMESTONE AREA SD",8,"IEP",13,0.0,23.1,69.2,7.7
106161703,"Clarion",6,"CLARION-LIMESTONE AREA SD",8,"ELL",0,,,,
106161703,"Clarion",6,"CLARION-LIMESTONE AREA SD",8,"Economically Disadvantaged",30,0.0,56.7,43.3,0.0
106161703,"Clarion",6,"CLARION-LIMESTONE AREA SD",11,"All Students",75,22.7,61.3,14.7,1.3
106161703,"Clarion",6,"CLARION-LIMESTONE AREA SD",11,"Male",43,20.9,53.5,23.3,2.3
106161703,"Clarion",6,"CLARION-LIMESTONE AREA SD",11,"Female",32,25.0,71.9,3.1,0.0
106161703,"Clarion",6,"CLARION-LIMESTONE AREA SD",11,"White",72,23.6,59.7,15.3,1.4
106161703,"Clarion",6,"CLARION-LIMESTONE AREA SD",11,"Black",2,,,,
106161703,"Clarion",6,"CLARION-LIMESTONE AREA SD",11,"Hispanic",1,,,,
106161703,"Clarion",6,"CLARION-LIMESTONE AREA SD",11,"Asian",0,,,,
106161703,"Clarion",6,"CLARION-LIMESTONE AREA SD",11,"Native American",0,,,,
106161703,"Clarion",6,"CLARION-LIMESTONE AREA SD",11,"Multi-ethnic",0,,,,
106161703,"Clarion",6,"CLARION-LIMESTONE AREA SD",11,"IEP",9,,,,
106161703,"Clarion",6,"CLARION-LIMESTONE AREA SD",11,"ELL",0,,,,
106161703,"Clarion",6,"CLARION-LIMESTONE AREA SD",11,"Economically Disadvantaged",15,20.0,66.7,6.7,6.7
106166503,"Clarion",6,"KEYSTONE SD",5,"All Students",81,1.2,49.4,48.1,1.2
106166503,"Clarion",6,"KEYSTONE SD",5,"Male",38,0.0,34.2,63.2,2.6
106166503,"Clarion",6,"KEYSTONE SD",5,"Female",43,2.3,62.8,34.9,0.0
106166503,"Clarion",6,"KEYSTONE SD",5,"White",81,1.2,49.4,48.1,1.2
106166503,"Clarion",6,"KEYSTONE SD",5,"Black",0,,,,
106166503,"Clarion",6,"KEYSTONE SD",5,"Hispanic",0,,,,
106166503,"Clarion",6,"KEYSTONE SD",5,"Asian",0,,,,
106166503,"Clarion",6,"KEYSTONE SD",5,"Native American",0,,,,
106166503,"Clarion",6,"KEYSTONE SD",5,"Multi-ethnic",0,,,,
106166503,"Clarion",6,"KEYSTONE SD",5,"IEP",8,,,,
106166503,"Clarion",6,"KEYSTONE SD",5,"ELL",0,,,,
106166503,"Clarion",6,"KEYSTONE SD",5,"Economically Disadvantaged",37,0.0,45.9,54.1,0.0
106166503,"Clarion",6,"KEYSTONE SD",8,"All Students",88,6.8,70.5,21.6,1.1
106166503,"Clarion",6,"KEYSTONE SD",8,"Male",43,0.0,69.8,27.9,2.3
106166503,"Clarion",6,"KEYSTONE SD",8,"Female",45,13.3,71.1,15.6,0.0
106166503,"Clarion",6,"KEYSTONE SD",8,"White",87,6.9,71.3,20.7,1.1
106166503,"Clarion",6,"KEYSTONE SD",8,"Black",1,,,,
106166503,"Clarion",6,"KEYSTONE SD",8,"Hispanic",0,,,,
106166503,"Clarion",6,"KEYSTONE SD",8,"Asian",0,,,,
106166503,"Clarion",6,"KEYSTONE SD",8,"Native American",0,,,,
106166503,"Clarion",6,"KEYSTONE SD",8,"Multi-ethnic",0,,,,
106166503,"Clarion",6,"KEYSTONE SD",8,"IEP",13,0.0,30.8,61.5,7.7
106166503,"Clarion",6,"KEYSTONE SD",8,"ELL",0,,,,
106166503,"Clarion",6,"KEYSTONE SD",8,"Economically Disadvantaged",29,0.0,72.4,27.6,0.0
106166503,"Clarion",6,"KEYSTONE SD",11,"All Students",75,5.3,66.7,26.7,1.3
106166503,"Clarion",6,"KEYSTONE SD",11,"Male",40,2.5,57.5,37.5,2.5
106166503,"Clarion",6,"KEYSTONE SD",11,"Female",35,8.6,77.1,14.3,0.0
106166503,"Clarion",6,"KEYSTONE SD",11,"White",73,5.5,65.8,27.4,1.4
106166503,"Clarion",6,"KEYSTONE SD",11,"Black",1,,,,
106166503,"Clarion",6,"KEYSTONE SD",11,"Hispanic",0,,,,
106166503,"Clarion",6,"KEYSTONE SD",11,"Asian",1,,,,
106166503,"Clarion",6,"KEYSTONE SD",11,"Native American",0,,,,
106166503,"Clarion",6,"KEYSTONE SD",11,"Multi-ethnic",0,,,,
106166503,"Clarion",6,"KEYSTONE SD",11,"IEP",7,,,,
106166503,"Clarion",6,"KEYSTONE SD",11,"ELL",0,,,,
106166503,"Clarion",6,"KEYSTONE SD",11,"Economically Disadvantaged",20,0.0,80.0,20.0,0.0
106167504,"Clarion",6,"NORTH CLARION COUNTY SD",5,"All Students",37,0.0,51.4,48.6,0.0
106167504,"Clarion",6,"NORTH CLARION COUNTY SD",5,"Male",22,0.0,36.4,63.6,0.0
106167504,"Clarion",6,"NORTH CLARION COUNTY SD",5,"Female",15,0.0,73.3,26.7,0.0
106167504,"Clarion",6,"NORTH CLARION COUNTY SD",5,"White",37,0.0,51.4,48.6,0.0
106167504,"Clarion",6,"NORTH CLARION COUNTY SD",5,"Black",0,,,,
106167504,"Clarion",6,"NORTH CLARION COUNTY SD",5,"Hispanic",0,,,,
106167504,"Clarion",6,"NORTH CLARION COUNTY SD",5,"Asian",0,,,,
106167504,"Clarion",6,"NORTH CLARION COUNTY SD",5,"Native American",0,,,,
106167504,"Clarion",6,"NORTH CLARION COUNTY SD",5,"Multi-ethnic",0,,,,
106167504,"Clarion",6,"NORTH CLARION COUNTY SD",5,"IEP",4,,,,
106167504,"Clarion",6,"NORTH CLARION COUNTY SD",5,"ELL",0,,,,
106167504,"Clarion",6,"NORTH CLARION COUNTY SD",5,"Economically Disadvantaged",10,0.0,30.0,70.0,0.0
106167504,"Clarion",6,"NORTH CLARION COUNTY SD",8,"All Students",55,12.7,74.5,10.9,1.8
106167504,"Clarion",6,"NORTH CLARION COUNTY SD",8,"Male",27,0.0,92.6,3.7,3.7
106167504,"Clarion",6,"NORTH CLARION COUNTY SD",8,"Female",28,25.0,57.1,17.9,0.0
106167504,"Clarion",6,"NORTH CLARION COUNTY SD",8,"White",53,13.2,73.6,11.3,1.9
106167504,"Clarion",6,"NORTH CLARION COUNTY SD",8,"Black",1,,,,
106167504,"Clarion",6,"NORTH CLARION COUNTY SD",8,"Hispanic",0,,,,
106167504,"Clarion",6,"NORTH CLARION COUNTY SD",8,"Asian",1,,,,
106167504,"Clarion",6,"NORTH CLARION COUNTY SD",8,"Native American",0,,,,
106167504,"Clarion",6,"NORTH CLARION COUNTY SD",8,"Multi-ethnic",0,,,,
106167504,"Clarion",6,"NORTH CLARION COUNTY SD",8,"IEP",6,,,,
106167504,"Clarion",6,"NORTH CLARION COUNTY SD",8,"ELL",0,,,,
106167504,"Clarion",6,"NORTH CLARION COUNTY SD",8,"Economically Disadvantaged",20,0.0,80.0,15.0,5.0
106167504,"Clarion",6,"NORTH CLARION COUNTY SD",11,"All Students",61,21.3,72.1,6.6,0.0
106167504,"Clarion",6,"NORTH CLARION COUNTY SD",11,"Male",30,13.3,80.0,6.7,0.0
106167504,"Clarion",6,"NORTH CLARION COUNTY SD",11,"Female",31,29.0,64.5,6.5,0.0
106167504,"Clarion",6,"NORTH CLARION COUNTY SD",11,"White",58,22.4,70.7,6.9,0.0
106167504,"Clarion",6,"NORTH CLARION COUNTY SD",11,"Black",2,,,,
106167504,"Clarion",6,"NORTH CLARION COUNTY SD",11,"Hispanic",0,,,,
106167504,"Clarion",6,"NORTH CLARION COUNTY SD",11,"Asian",1,,,,
106167504,"Clarion",6,"NORTH CLARION COUNTY SD",11,"Native American",0,,,,
106167504,"Clarion",6,"NORTH CLARION COUNTY SD",11,"Multi-ethnic",0,,,,
106167504,"Clarion",6,"NORTH CLARION COUNTY SD",11,"IEP",9,,,,
106167504,"Clarion",6,"NORTH CLARION COUNTY SD",11,"ELL",0,,,,
106167504,"Clarion",6,"NORTH CLARION COUNTY SD",11,"Economically Disadvantaged",23,17.4,78.3,4.3,0.0
106168003,"Clarion",6,"REDBANK VALLEY SD",5,"All Students",90,4.4,74.4,21.1,0.0
106168003,"Clarion",6,"REDBANK VALLEY SD",5,"Male",42,2.4,64.3,33.3,0.0
106168003,"Clarion",6,"REDBANK VALLEY SD",5,"Female",48,6.3,83.3,10.4,0.0
106168003,"Clarion",6,"REDBANK VALLEY SD",5,"White",90,4.4,74.4,21.1,0.0
106168003,"Clarion",6,"REDBANK VALLEY SD",5,"Black",0,,,,
106168003,"Clarion",6,"REDBANK VALLEY SD",5,"Hispanic",0,,,,
106168003,"Clarion",6,"REDBANK VALLEY SD",5,"Asian",0,,,,
106168003,"Clarion",6,"REDBANK VALLEY SD",5,"Native American",0,,,,
106168003,"Clarion",6,"REDBANK VALLEY SD",5,"Multi-ethnic",0,,,,
106168003,"Clarion",6,"REDBANK VALLEY SD",5,"IEP",14,0.0,35.7,64.3,0.0
106168003,"Clarion",6,"REDBANK VALLEY SD",5,"ELL",0,,,,
106168003,"Clarion",6,"REDBANK VALLEY SD",5,"Economically Disadvantaged",38,0.0,60.5,39.5,0.0
106168003,"Clarion",6,"REDBANK VALLEY SD",8,"All Students",96,14.6,77.1,8.3,0.0
106168003,"Clarion",6,"REDBANK VALLEY SD",8,"Male",48,10.4,79.2,10.4,0.0
106168003,"Clarion",6,"REDBANK VALLEY SD",8,"Female",48,18.8,75.0,6.3,0.0
106168003,"Clarion",6,"REDBANK VALLEY SD",8,"White",92,15.2,76.1,8.7,0.0
106168003,"Clarion",6,"REDBANK VALLEY SD",8,"Black",3,,,,
106168003,"Clarion",6,"REDBANK VALLEY SD",8,"Hispanic",0,,,,
106168003,"Clarion",6,"REDBANK VALLEY SD",8,"Asian",1,,,,
106168003,"Clarion",6,"REDBANK VALLEY SD",8,"Native American",0,,,,
106168003,"Clarion",6,"REDBANK VALLEY SD",8,"Multi-ethnic",0,,,,
106168003,"Clarion",6,"REDBANK VALLEY SD",8,"IEP",14,0.0,50.0,50.0,0.0
106168003,"Clarion",6,"REDBANK VALLEY SD",8,"ELL",0,,,,
106168003,"Clarion",6,"REDBANK VALLEY SD",8,"Economically Disadvantaged",47,10.6,76.6,12.8,0.0
106168003,"Clarion",6,"REDBANK VALLEY SD",11,"All Students",89,7.9,64.0,25.8,2.2
106168003,"Clarion",6,"REDBANK VALLEY SD",11,"Male",44,6.8,59.1,29.5,4.5
106168003,"Clarion",6,"REDBANK VALLEY SD",11,"Female",45,8.9,68.9,22.2,0.0
106168003,"Clarion",6,"REDBANK VALLEY SD",11,"White",89,7.9,64.0,25.8,2.2
106168003,"Clarion",6,"REDBANK VALLEY SD",11,"Black",0,,,,
106168003,"Clarion",6,"REDBANK VALLEY SD",11,"Hispanic",0,,,,
106168003,"Clarion",6,"REDBANK VALLEY SD",11,"Asian",0,,,,
106168003,"Clarion",6,"REDBANK VALLEY SD",11,"Native American",0,,,,
106168003,"Clarion",6,"REDBANK VALLEY SD",11,"Multi-ethnic",0,,,,
106168003,"Clarion",6,"REDBANK VALLEY SD",11,"IEP",11,0.0,45.5,45.5,9.1
106168003,"Clarion",6,"REDBANK VALLEY SD",11,"ELL",0,,,,
106168003,"Clarion",6,"REDBANK VALLEY SD",11,"Economically Disadvantaged",24,0.0,62.5,33.3,4.2
106169003,"Clarion",6,"UNION  SD",5,"All Students",34,0.0,61.8,35.3,2.9
106169003,"Clarion",6,"UNION  SD",5,"Male",19,0.0,52.6,42.1,5.3
106169003,"Clarion",6,"UNION  SD",5,"Female",15,0.0,73.3,26.7,0.0
106169003,"Clarion",6,"UNION  SD",5,"White",33,0.0,63.6,33.3,3.0
106169003,"Clarion",6,"UNION  SD",5,"Black",1,,,,
106169003,"Clarion",6,"UNION  SD",5,"Hispanic",0,,,,
106169003,"Clarion",6,"UNION  SD",5,"Asian",0,,,,
106169003,"Clarion",6,"UNION  SD",5,"Native American",0,,,,
106169003,"Clarion",6,"UNION  SD",5,"Multi-ethnic",0,,,,
106169003,"Clarion",6,"UNION  SD",5,"IEP",6,,,,
106169003,"Clarion",6,"UNION  SD",5,"ELL",0,,,,
106169003,"Clarion",6,"UNION  SD",5,"Economically Disadvantaged",23,0.0,56.5,39.1,4.3
106169003,"Clarion",6,"UNION  SD",8,"All Students",55,18.2,61.8,16.4,3.6
106169003,"Clarion",6,"UNION  SD",8,"Male",22,4.5,54.5,36.4,4.5
106169003,"Clarion",6,"UNION  SD",8,"Female",33,27.3,66.7,3.0,3.0
106169003,"Clarion",6,"UNION  SD",8,"White",54,18.5,61.1,16.7,3.7
106169003,"Clarion",6,"UNION  SD",8,"Black",1,,,,
106169003,"Clarion",6,"UNION  SD",8,"Hispanic",0,,,,
106169003,"Clarion",6,"UNION  SD",8,"Asian",0,,,,
