year,aun,county,district,grade,math,reading
2008,119648303,Wayne,WALLENPAUPACK AREA SD,5,51.9,29.1
2008,119648303,Wayne,WALLENPAUPACK AREA SD,6,43.3,41.4
2008,119648303,Wayne,WALLENPAUPACK AREA SD,7,53.8,42.4
2008,119648303,Wayne,WALLENPAUPACK AREA SD,8,47.7,65.1
2008,119648303,Wayne,WALLENPAUPACK AREA SD,11,17.7,28.1
2008,119648703,Wayne,WAYNE HIGHLANDS SD,3,42.2,22
2008,119648703,Wayne,WAYNE HIGHLANDS SD,4,66.1,35.5
2008,119648703,Wayne,WAYNE HIGHLANDS SD,5,54,27.2
2008,119648703,Wayne,WAYNE HIGHLANDS SD,6,59.2,39.6
2008,119648703,Wayne,WAYNE HIGHLANDS SD,7,52.7,39.3
2008,119648703,Wayne,WAYNE HIGHLANDS SD,8,51.3,60
2008,119648703,Wayne,WAYNE HIGHLANDS SD,11,27.1,27.2
2008,119648903,Wayne,WESTERN WAYNE SD,3,50.3,26.2
2008,119648903,Wayne,WESTERN WAYNE SD,4,56.8,41.4
2008,119648903,Wayne,WESTERN WAYNE SD,5,65.5,33.3
2008,119648903,Wayne,WESTERN WAYNE SD,6,50.3,33.3
2008,119648903,Wayne,WESTERN WAYNE SD,7,45.9,33.7
2008,119648903,Wayne,WESTERN WAYNE SD,8,52.8,55.9
2008,119648903,Wayne,WESTERN WAYNE SD,11,15.9,27.4
2008,107650603,Westmoreland,BELLE VERNON AREA SD,3,46.9,17.9
2008,107650603,Westmoreland,BELLE VERNON AREA SD,4,48.4,29.2
2008,107650603,Westmoreland,BELLE VERNON AREA SD,5,40.2,23.5
2008,107650603,Westmoreland,BELLE VERNON AREA SD,6,52.2,33.2
2008,107650603,Westmoreland,BELLE VERNON AREA SD,7,46.4,44.2
2008,107650603,Westmoreland,BELLE VERNON AREA SD,8,39.4,62.4
2008,107650603,Westmoreland,BELLE VERNON AREA SD,11,22.2,35.9
2008,107650703,Westmoreland,BURRELL SD,3,51,23.8
2008,107650703,Westmoreland,BURRELL SD,4,51.3,43.6
2008,107650703,Westmoreland,BURRELL SD,5,48.3,29.5
2008,107650703,Westmoreland,BURRELL SD,6,35.8,35.8
2008,107650703,Westmoreland,BURRELL SD,7,42.1,47.4
2008,107650703,Westmoreland,BURRELL SD,8,44.6,65.6
2008,107650703,Westmoreland,BURRELL SD,11,27.3,43.4
2008,107651603,Westmoreland,DERRY AREA SD,3,52.6,25.7
2008,107651603,Westmoreland,DERRY AREA SD,4,72.8,51.8
2008,107651603,Westmoreland,DERRY AREA SD,5,57.9,27.5
2008,107651603,Westmoreland,DERRY AREA SD,6,48.9,32.8
2008,107651603,Westmoreland,DERRY AREA SD,7,53.3,40.4
2008,107651603,Westmoreland,DERRY AREA SD,8,39.1,51.1
2008,107651603,Westmoreland,DERRY AREA SD,11,25,34.8
2008,107652603,Westmoreland,FRANKLIN REGIONAL SD,3,58,32.2
2008,107652603,Westmoreland,FRANKLIN REGIONAL SD,4,54.5,52.7
2008,107652603,Westmoreland,FRANKLIN REGIONAL SD,5,50.9,35.9
2008,107652603,Westmoreland,FRANKLIN REGIONAL SD,6,62.1,52.4
2008,107652603,Westmoreland,FRANKLIN REGIONAL SD,7,62,49.3
2008,107652603,Westmoreland,FRANKLIN REGIONAL SD,8,65.3,74.8
2008,107652603,Westmoreland,FRANKLIN REGIONAL SD,11,35.6,48.8
2008,107653102,Westmoreland,GREATER LATROBE SD,3,56.2,23.1
2008,107653102,Westmoreland,GREATER LATROBE SD,4,78.4,52.1
2008,107653102,Westmoreland,GREATER LATROBE SD,5,76.9,35.7
2008,107653102,Westmoreland,GREATER LATROBE SD,6,76.5,45.7
2008,107653102,Westmoreland,GREATER LATROBE SD,7,61.8,50.8
2008,107653102,Westmoreland,GREATER LATROBE SD,8,56.5,74.4
2008,107653102,Westmoreland,GREATER LATROBE SD,11,39.2,45.9
2008,107653203,Westmoreland,GREENSBURG SALEM SD,3,73.6,44.7
2008,107653203,Westmoreland,GREENSBURG SALEM SD,4,73,48.6
2008,107653203,Westmoreland,GREENSBURG SALEM SD,5,73.6,30.7
2008,107653203,Westmoreland,GREENSBURG SALEM SD,6,68.7,38.6
2008,107653203,Westmoreland,GREENSBURG SALEM SD,7,57.4,39
2008,107653203,Westmoreland,GREENSBURG SALEM SD,8,45.9,59
2008,107653203,Westmoreland,GREENSBURG SALEM SD,11,36.7,34.1
2008,107653802,Westmoreland,HEMPFIELD AREA SD,3,56,30.7
2008,107653802,Westmoreland,HEMPFIELD AREA SD,4,54.3,38.5
2008,107653802,Westmoreland,HEMPFIELD AREA SD,5,57.4,32.8
2008,107653802,Westmoreland,HEMPFIELD AREA SD,6,62.8,43.4
2008,107653802,Westmoreland,HEMPFIELD AREA SD,7,49,51.9
2008,107653802,Westmoreland,HEMPFIELD AREA SD,8,42.5,71
2008,107653802,Westmoreland,HEMPFIELD AREA SD,11,31,38
2008,107654103,Westmoreland,JEANNETTE CITY SD,3,44.4,23.3
2008,107654103,Westmoreland,JEANNETTE CITY SD,4,60.3,34.2
2008,107654103,Westmoreland,JEANNETTE CITY SD,5,49.4,20.2
2008,107654103,Westmoreland,JEANNETTE CITY SD,6,36.2,21
2008,107654103,Westmoreland,JEANNETTE CITY SD,7,31,25.7
2008,107654103,Westmoreland,JEANNETTE CITY SD,8,30.1,49.5
2008,107654103,Westmoreland,JEANNETTE CITY SD,11,19.6,17.5
2008,107654403,Westmoreland,KISKI AREA SD,3,56,25.7
2008,107654403,Westmoreland,KISKI AREA SD,4,53,48.4
2008,107654403,Westmoreland,KISKI AREA SD,5,53.7,33
2008,107654403,Westmoreland,KISKI AREA SD,6,60.7,53.8
2008,107654403,Westmoreland,KISKI AREA SD,7,47.4,44.1
2008,107654403,Westmoreland,KISKI AREA SD,8,43.5,63.2
2008,107654403,Westmoreland,KISKI AREA SD,11,22.5,34.4
2008,107654903,Westmoreland,LIGONIER VALLEY SD,3,54.5,29.3
2008,107654903,Westmoreland,LIGONIER VALLEY SD,4,56.9,40.6
2008,107654903,Westmoreland,LIGONIER VALLEY SD,5,50.4,24.1
2008,107654903,Westmoreland,LIGONIER VALLEY SD,6,70.4,34.8
2008,107654903,Westmoreland,LIGONIER VALLEY SD,7,57.9,44.3
2008,107654903,Westmoreland,LIGONIER VALLEY SD,8,65.4,72.2
2008,107654903,Westmoreland,LIGONIER VALLEY SD,11,36.9,40.6
2008,107655803,Westmoreland,MONESSEN CITY SD,3,38.6,15.7
2008,107655803,Westmoreland,MONESSEN CITY SD,4,9.8,17.6
2008,107655803,Westmoreland,MONESSEN CITY SD,5,38.9,16.7
2008,107655803,Westmoreland,MONESSEN CITY SD,6,14.5,14.5
2008,107655803,Westmoreland,MONESSEN CITY SD,7,16.3,15
2008,107655803,Westmoreland,MONESSEN CITY SD,8,41.1,38.4
2008,107655803,Westmoreland,MONESSEN CITY SD,11,31.2,24.7
2008,107655903,Westmoreland,MOUNT PLEASANT AREA SD,3,38.6,16.5
2008,107655903,Westmoreland,MOUNT PLEASANT AREA SD,4,47.6,33.3
2008,107655903,Westmoreland,MOUNT PLEASANT AREA SD,5,38.1,17.8
2008,107655903,Westmoreland,MOUNT PLEASANT AREA SD,6,47.8,37.4
2008,107655903,Westmoreland,MOUNT PLEASANT AREA SD,7,34.9,27.2
2008,107655903,Westmoreland,MOUNT PLEASANT AREA SD,8,33.3,61.3
2008,107655903,Westmoreland,MOUNT PLEASANT AREA SD,11,30.6,35.1
2008,107656303,Westmoreland,NEW KENSINGTON-ARNOLD SD,3,50,29.1
2008,107656303,Westmoreland,NEW KENSINGTON-ARNOLD SD,4,35.1,28.1
2008,107656303,Westmoreland,NEW KENSINGTON-ARNOLD SD,5,38,14.1
2008,107656303,Westmoreland,NEW KENSINGTON-ARNOLD SD,6,38,21.5
2008,107656303,Westmoreland,NEW KENSINGTON-ARNOLD SD,7,28.9,30.1
2008,107656303,Westmoreland,NEW KENSINGTON-ARNOLD SD,8,25.4,41.8
2008,107656303,Westmoreland,NEW KENSINGTON-ARNOLD SD,11,22.9,27
2008,107656502,Westmoreland,NORWIN SD,3,55.9,34.1
2008,107656502,Westmoreland,NORWIN SD,4,65.1,46.3
2008,107656502,Westmoreland,NORWIN SD,5,64.9,38.5
2008,107656502,Westmoreland,NORWIN SD,6,70.8,44.2
2008,107656502,Westmoreland,NORWIN SD,7,64.1,59.5
2008,107656502,Westmoreland,NORWIN SD,8,66.9,75.8
2008,107656502,Westmoreland,NORWIN SD,11,43.5,42.9
2008,107657103,Westmoreland,PENN-TRAFFORD SD,3,71.3,34
2008,107657103,Westmoreland,PENN-TRAFFORD SD,4,77.7,54.8
2008,107657103,Westmoreland,PENN-TRAFFORD SD,5,69,32.9
2008,107657103,Westmoreland,PENN-TRAFFORD SD,6,61.2,44.5
2008,107657103,Westmoreland,PENN-TRAFFORD SD,7,66.1,56.7
2008,107657103,Westmoreland,PENN-TRAFFORD SD,8,60.5,77.3
2008,107657103,Westmoreland,PENN-TRAFFORD SD,11,38.5,44.4
2008,107657503,Westmoreland,SOUTHMORELAND SD,3,35.5,12.9
2008,107657503,Westmoreland,SOUTHMORELAND SD,4,40.8,21.8
2008,107657503,Westmoreland,SOUTHMORELAND SD,5,31.6,11.2
2008,107657503,Westmoreland,SOUTHMORELAND SD,6,37.4,19
2008,107657503,Westmoreland,SOUTHMORELAND SD,7,56,36
2008,107657503,Westmoreland,SOUTHMORELAND SD,8,58.7,66.5
2008,107657503,Westmoreland,SOUTHMORELAND SD,11,27.3,38.6
2008,107658903,Westmoreland,YOUGH SD,3,40.5,12.9
2008,107658903,Westmoreland,YOUGH SD,4,47,43.7
2008,107658903,Westmoreland,YOUGH SD,5,17.6,13.7
2008,107658903,Westmoreland,YOUGH SD,6,31.5,22.9
2008,107658903,Westmoreland,YOUGH SD,7,36.3,32.1
2008,107658903,Westmoreland,YOUGH SD,8,30.2,48
2008,107658903,Westmoreland,YOUGH SD,11,26.7,29
2008,119665003,Wyoming,LACKAWANNA TRAIL SD,3,36,15.7
2008,119665003,Wyoming,LACKAWANNA TRAIL SD,4,43.3,20.9
2008,119665003,Wyoming,LACKAWANNA TRAIL SD,5,48.8,29.1
2008,119665003,Wyoming,LACKAWANNA TRAIL SD,6,46.8,13.8
2008,119665003,Wyoming,LACKAWANNA TRAIL SD,7,48.1,34.9
2008,119665003,Wyoming,LACKAWANNA TRAIL SD,8,43.3,51.5
2008,119665003,Wyoming,LACKAWANNA TRAIL SD,11,23.2,29.5
2008,118667503,Wyoming,TUNKHANNOCK AREA SD,3,40.2,24.7
2008,118667503,Wyoming,TUNKHANNOCK AREA SD,4,55,42.2
2008,118667503,Wyoming,TUNKHANNOCK AREA SD,5,25.5,26
2008,118667503,Wyoming,TUNKHANNOCK AREA SD,6,41.9,37.1
2008,118667503,Wyoming,TUNKHANNOCK AREA SD,7,63.2,43.3
2008,118667503,Wyoming,TUNKHANNOCK AREA SD,8,46.1,65.3
2008,118667503,Wyoming,TUNKHANNOCK AREA SD,11,29.4,27.3
2008,112671303,York,CENTRAL YORK SD,3,46.1,27.6
2008,112671303,York,CENTRAL YORK SD,4,64.7,48.9
2008,112671303,York,CENTRAL YORK SD,5,54.9,33.7
2008,112671303,York,CENTRAL YORK SD,6,63.9,53.8
2008,112671303,York,CENTRAL YORK SD,7,56.9,51.2
2008,112671303,York,CENTRAL YORK SD,8,50.8,66
2008,112671303,York,CENTRAL YORK SD,11,28.3,40.1
2008,112671603,York,DALLASTOWN AREA SD,3,51.9,30.8
2008,112671603,York,DALLASTOWN AREA SD,4,41.5,42.2
2008,112671603,York,DALLASTOWN AREA SD,5,52.4,29.7
2008,112671603,York,DALLASTOWN AREA SD,6,57.8,37.3
2008,112671603,York,DALLASTOWN AREA SD,7,58.1,50.5
2008,112671603,York,DALLASTOWN AREA SD,8,64.3,71.7
2008,112671603,York,DALLASTOWN AREA SD,11,19.3,40.4
2008,112671803,York,DOVER AREA SD,3,52.7,23.7
2008,112671803,York,DOVER AREA SD,4,49.6,35.2
2008,112671803,York,DOVER AREA SD,5,31.1,23.3
2008,112671803,York,DOVER AREA SD,6,39.8,31.8
2008,112671803,York,DOVER AREA SD,7,29.4,32.9
2008,112671803,York,DOVER AREA SD,8,32.6,52.8
2008,112671803,York,DOVER AREA SD,11,31,33.1
2008,112672203,York,EASTERN YORK SD,3,44.1,13.4
2008,112672203,York,EASTERN YORK SD,4,50.8,31.1
2008,112672203,York,EASTERN YORK SD,5,56.9,19.3
2008,112672203,York,EASTERN YORK SD,6,33.3,27.7
2008,112672203,York,EASTERN YORK SD,7,39.8,32.8
2008,112672203,York,EASTERN YORK SD,8,34,57.5
2008,112672203,York,EASTERN YORK SD,11,20.9,31
2008,112672803,York,HANOVER PUBLIC SD,3,34.7,11.7
2008,112672803,York,HANOVER PUBLIC SD,4,44.1,25.6
2008,112672803,York,HANOVER PUBLIC SD,5,39.2,16.7
2008,112672803,York,HANOVER PUBLIC SD,6,40.6,30.5
2008,112672803,York,HANOVER PUBLIC SD,7,38.3,39.1
2008,112672803,York,HANOVER PUBLIC SD,8,37,45.2
2008,112672803,York,HANOVER PUBLIC SD,11,27.5,26.5
2008,112674403,York,NORTHEASTERN YORK SD,3,42.8,16.7
2008,112674403,York,NORTHEASTERN YORK SD,4,59.9,40.1
2008,112674403,York,NORTHEASTERN YORK SD,5,51,17.2
2008,112674403,York,NORTHEASTERN YORK SD,6,55.9,31.2
2008,112674403,York,NORTHEASTERN YORK SD,7,49.6,39.4
2008,112674403,York,NORTHEASTERN YORK SD,8,46.4,48.1
2008,112674403,York,NORTHEASTERN YORK SD,11,13.9,21.4
2008,115674603,York,NORTHERN YORK CO SD,3,58.4,22.4
2008,115674603,York,NORTHERN YORK CO SD,4,61.6,36.6
2008,115674603,York,NORTHERN YORK CO SD,5,44.2,18.6
2008,115674603,York,NORTHERN YORK CO SD,6,60.9,36.1
2008,115674603,York,NORTHERN YORK CO SD,7,54.7,54.3
2008,115674603,York,NORTHERN YORK CO SD,8,48.3,58.7
2008,115674603,York,NORTHERN YORK CO SD,11,22.3,25.1
2008,112675503,York,RED LION AREA SD,3,42.1,17.7
2008,112675503,York,RED LION AREA SD,4,56.1,33.6
2008,112675503,York,RED LION AREA SD,5,49.6,18.4
2008,112675503,York,RED LION AREA SD,6,54.8,29.1
2008,112675503,York,RED LION AREA SD,7,50.3,33.8
2008,112675503,York,RED LION AREA SD,8,49.2,53.3
2008,112675503,York,RED LION AREA SD,11,32.9,32.1
2008,112676203,York,SOUTH EASTERN SD,3,47.4,19.6
2008,112676203,York,SOUTH EASTERN SD,4,57.3,36.1
2008,112676203,York,SOUTH EASTERN SD,5,42.4,20.5
2008,112676203,York,SOUTH EASTERN SD,6,54.7,31.9
2008,112676203,York,SOUTH EASTERN SD,7,53.5,32.8
2008,112676203,York,SOUTH EASTERN SD,8,34.1,51.7
2008,112676203,York,SOUTH EASTERN SD,11,20.7,29.7
2008,112676403,York,SOUTH WESTERN SD,3,42.7,13.8
2008,112676403,York,SOUTH WESTERN SD,4,51,28.5
2008,112676403,York,SOUTH WESTERN SD,5,52.4,15.5
2008,112676403,York,SOUTH WESTERN SD,6,56.2,31.8
2008,112676403,York,SOUTH WESTERN SD,7,43.5,37.2
2008,112676403,York,SOUTH WESTERN SD,8,48.3,56.2
2008,112676403,York,SOUTH WESTERN SD,11,26.6,33.2
2008,112676503,York,SOUTHERN YORK CO SD,3,48.6,25.5
2008,112676503,York,SOUTHERN YORK CO SD,4,64.7,45.7
2008,112676503,York,SOUTHERN YORK CO SD,5,56.1,30.4
2008,112676503,York,SOUTHERN YORK CO SD,6,60.2,44.5
2008,112676503,York,SOUTHERN YORK CO SD,7,51.9,40.5
2008,112676503,York,SOUTHERN YORK CO SD,8,52.1,66.4
2008,112676503,York,SOUTHERN YORK CO SD,11,36,39.6
2008,112676703,York,SPRING GROVE AREA SD,3,52.3,19.9
2008,112676703,York,SPRING GROVE AREA SD,4,54.5,31.2
2008,112676703,York,SPRING GROVE AREA SD,5,44.3,16.3
2008,112676703,York,SPRING GROVE AREA SD,6,48,29.5
2008,112676703,York,SPRING GROVE AREA SD,7,48.6,34.9
2008,112676703,York,SPRING GROVE AREA SD,8,56.7,58.1
2008,112676703,York,SPRING GROVE AREA SD,11,24,27.7
2008,115219002,York,WEST SHORE SD,3,39.7,22.9
2008,115219002,York,WEST SHORE SD,4,41.4,41.3
2008,115219002,York,WEST SHORE SD,5,39.1,26.2
2008,115219002,York,WEST SHORE SD,6,38.4,26.9
2008,115219002,York,WEST SHORE SD,7,43.4,34.7
2008,115219002,York,WEST SHORE SD,8,40.3,53.1
2008,115219002,York,WEST SHORE SD,11,21.2,29.2
2008,112678503,York,WEST YORK AREA SD,3,41.4,20.4
2008,112678503,York,WEST YORK AREA SD,4,60.2,45.4
2008,112678503,York,WEST YORK AREA SD,5,57.8,28.4
2008,112678503,York,WEST YORK AREA SD,6,52.2,36.9
2008,112678503,York,WEST YORK AREA SD,7,48.8,36.3
2008,112678503,York,WEST YORK AREA SD,8,48.4,58.9
2008,112678503,York,WEST YORK AREA SD,11,18.3,26.1
2008,112679002,York,YORK CITY SD,3,16.5,4.3
2008,112679002,York,YORK CITY SD,4,30.6,10.8
2008,112679002,York,YORK CITY SD,5,27.1,10.1
2008,112679002,York,YORK CITY SD,6,17.8,10.3
2008,112679002,York,YORK CITY SD,7,14.9,9
2008,112679002,York,YORK CITY SD,8,12.4,19
2008,112679002,York,YORK CITY SD,11,9.4,11.9
2008,112679403,York,YORK SUBURBAN SD,3,59,29.2
2008,112679403,York,YORK SUBURBAN SD,4,80.6,51.6
2008,112679403,York,YORK SUBURBAN SD,5,65.3,27.6
2008,112679403,York,YORK SUBURBAN SD,6,68,45.7
2008,112679403,York,YORK SUBURBAN SD,7,53.9,52.2
2008,112679403,York,YORK SUBURBAN SD,8,58.9,74
2008,112679403,York,YORK SUBURBAN SD,11,33.3,43
2009,112011103,Adams,BERMUDIAN SPRINGS SD,3,44.5,24.1
2009,112011103,Adams,BERMUDIAN SPRINGS SD,4,50.4,34.8
2009,112011103,Adams,BERMUDIAN SPRINGS SD,5,46.7,14.8
2009,112011103,Adams,BERMUDIAN SPRINGS SD,6,44.1,31.8
2009,112011103,Adams,BERMUDIAN SPRINGS SD,7,45,36.2
2009,112011103,Adams,BERMUDIAN SPRINGS SD,8,46.5,52.3
2009,112011103,Adams,BERMUDIAN SPRINGS SD,11,30.8,36.5
2009,112011603,Adams,CONEWAGO VALLEY SD,3,33.2,20.1
2009,112011603,Adams,CONEWAGO VALLEY SD,4,57.7,31.1
2009,112011603,Adams,CONEWAGO VALLEY SD,5,45,17.6
2009,112011603,Adams,CONEWAGO VALLEY SD,6,53.3,32.1
2009,112011603,Adams,CONEWAGO VALLEY SD,7,56.7,39.5
2009,112011603,Adams,CONEWAGO VALLEY SD,8,61.2,61.8
2009,112011603,Adams,CONEWAGO VALLEY SD,11,21.4,24.6
2009,112013054,Adams,FAIRFIELD AREA SD,3,44.9,24.7
2009,112013054,Adams,FAIRFIELD AREA SD,4,39.5,32.1
2009,112013054,Adams,FAIRFIELD AREA SD,5,49.5,20.6
2009,112013054,Adams,FAIRFIELD AREA SD,6,38.4,36.4
2009,112013054,Adams,FAIRFIELD AREA SD,7,47.2,39.8
2009,112013054,Adams,FAIRFIELD AREA SD,8,46,51
2009,112013054,Adams,FAIRFIELD AREA SD,11,25.8,31.2
2009,112013753,Adams,GETTYSBURG AREA SD,3,32.7,27
2009,112013753,Adams,GETTYSBURG AREA SD,4,65.2,45.3
2009,112013753,Adams,GETTYSBURG AREA SD,5,45.8,22.1
2009,112013753,Adams,GETTYSBURG AREA SD,6,65.9,51.7
2009,112013753,Adams,GETTYSBURG AREA SD,7,48.4,44.2
2009,112013753,Adams,GETTYSBURG AREA SD,8,55.1,65.2
2009,112013753,Adams,GETTYSBURG AREA SD,11,28.1,33.3
2009,112015203,Adams,LITTLESTOWN AREA SD,3,32.5,20.5
2009,112015203,Adams,LITTLESTOWN AREA SD,4,50,30
2009,112015203,Adams,LITTLESTOWN AREA SD,5,41.7,13.2
2009,112015203,Adams,LITTLESTOWN AREA SD,6,42.9,27.1
2009,112015203,Adams,LITTLESTOWN AREA SD,7,45.9,36.7
2009,112015203,Adams,LITTLESTOWN AREA SD,8,40.3,49.4
2009,112015203,Adams,LITTLESTOWN AREA SD,11,24.4,35.2
2009,112018523,Adams,UPPER ADAMS SD,3,38.2,28.4
2009,112018523,Adams,UPPER ADAMS SD,4,59.3,41.5
2009,112018523,Adams,UPPER ADAMS SD,5,49.2,21.2
2009,112018523,Adams,UPPER ADAMS SD,6,55.6,46.8
2009,112018523,Adams,UPPER ADAMS SD,7,44.9,36.4
2009,112018523,Adams,UPPER ADAMS SD,8,54.3,58.3
2009,112018523,Adams,UPPER ADAMS SD,11,27.9,25.7
2009,103020603,Allegheny,ALLEGHENY VALLEY SD,3,42.3,38.5
2009,103020603,Allegheny,ALLEGHENY VALLEY SD,4,38,30.4
2009,103020603,Allegheny,ALLEGHENY VALLEY SD,5,32.6,24.4
2009,103020603,Allegheny,ALLEGHENY VALLEY SD,6,46.5,36.6
2009,103020603,Allegheny,ALLEGHENY VALLEY SD,7,48.8,45.2
2009,103020603,Allegheny,ALLEGHENY VALLEY SD,8,35.7,54.1
2009,103020603,Allegheny,ALLEGHENY VALLEY SD,11,25,37
2009,103020753,Allegheny,AVONWORTH SD,3,73.2,61.9
2009,103020753,Allegheny,AVONWORTH SD,4,62.4,54.7
2009,103020753,Allegheny,AVONWORTH SD,5,57.1,36.3
2009,103020753,Allegheny,AVONWORTH SD,6,70.9,57.6
2009,103020753,Allegheny,AVONWORTH SD,7,53.8,65.8
2009,103020753,Allegheny,AVONWORTH SD,8,57,72.5
2009,103020753,Allegheny,AVONWORTH SD,11,32.6,38.4
2009,103021102,Allegheny,BALDWIN-WHITEHALL SD,3,41.7,24.4
2009,103021102,Allegheny,BALDWIN-WHITEHALL SD,4,50.4,35.6
2009,103021102,Allegheny,BALDWIN-WHITEHALL SD,5,53.1,24.5
2009,103021102,Allegheny,BALDWIN-WHITEHALL SD,6,49.8,25.7
2009,103021102,Allegheny,BALDWIN-WHITEHALL SD,7,49.2,38.5
2009,103021102,Allegheny,BALDWIN-WHITEHALL SD,8,45.5,49.7
2009,103021102,Allegheny,BALDWIN-WHITEHALL SD,11,40.8,42.3
2009,103021252,Allegheny,BETHEL PARK SD,3,46.2,33.6
2009,103021252,Allegheny,BETHEL PARK SD,4,55.8,41.6
2009,103021252,Allegheny,BETHEL PARK SD,5,54.8,35.2
2009,103021252,Allegheny,BETHEL PARK SD,6,68.8,58.4
2009,103021252,Allegheny,BETHEL PARK SD,7,67.5,54.5
2009,103021252,Allegheny,BETHEL PARK SD,8,61.3,72.9
2009,103021252,Allegheny,BETHEL PARK SD,11,38,52.3
2009,103021453,Allegheny,BRENTWOOD BOROUGH SD,3,58.8,33
2009,103021453,Allegheny,BRENTWOOD BOROUGH SD,4,56.2,38.9
2009,103021453,Allegheny,BRENTWOOD BOROUGH SD,5,58.5,24.4
2009,103021453,Allegheny,BRENTWOOD BOROUGH SD,6,54.1,50
2009,103021453,Allegheny,BRENTWOOD BOROUGH SD,7,36.8,42.5
2009,103021453,Allegheny,BRENTWOOD BOROUGH SD,8,32.7,56.1
2009,103021453,Allegheny,BRENTWOOD BOROUGH SD,11,19.3,30.3
2009,103021603,Allegheny,CARLYNTON SD,3,69.4,31.5
2009,103021603,Allegheny,CARLYNTON SD,4,59.1,37.3
2009,103021603,Allegheny,CARLYNTON SD,5,34.2,17.3
2009,103021603,Allegheny,CARLYNTON SD,6,46.2,33.7
2009,103021603,Allegheny,CARLYNTON SD,7,34.8,38.3
2009,103021603,Allegheny,CARLYNTON SD,8,28.4,40.2
2009,103021603,Allegheny,CARLYNTON SD,11,27.1,34.7
2009,103021752,Allegheny,CHARTIERS VALLEY SD,3,60.2,43.9
2009,103021752,Allegheny,CHARTIERS VALLEY SD,4,68,50.4
2009,103021752,Allegheny,CHARTIERS VALLEY SD,5,42.8,22
2009,103021752,Allegheny,CHARTIERS VALLEY SD,6,44.7,33.3
2009,103021752,Allegheny,CHARTIERS VALLEY SD,7,44.3,49.1
2009,103021752,Allegheny,CHARTIERS VALLEY SD,8,44.8,67.2
2009,103021752,Allegheny,CHARTIERS VALLEY SD,11,22,29.2
2009,103021903,Allegheny,CLAIRTON CITY SD,3,11.8,2
2009,103021903,Allegheny,CLAIRTON CITY SD,4,32.1,17.9
2009,103021903,Allegheny,CLAIRTON CITY SD,5,13,3.7
2009,103021903,Allegheny,CLAIRTON CITY SD,6,24.5,11.3
2009,103021903,Allegheny,CLAIRTON CITY SD,7,13.3,3.3
2009,103021903,Allegheny,CLAIRTON CITY SD,8,18.7,36.5
2009,103021903,Allegheny,CLAIRTON CITY SD,11,5.1,10.2
2009,103022103,Allegheny,CORNELL SD,3,41.5,19.5
2009,103022103,Allegheny,CORNELL SD,4,45.8,29.2
2009,103022103,Allegheny,CORNELL SD,5,22.2,2.7
2009,103022103,Allegheny,CORNELL SD,6,71.7,49.1
2009,103022103,Allegheny,CORNELL SD,7,38.8,18.4
2009,103022103,Allegheny,CORNELL SD,8,26.8,46.3
2009,103022103,Allegheny,CORNELL SD,11,22.5,7.5
2009,103022253,Allegheny,DEER LAKES SD,3,34.4,26.5
2009,103022253,Allegheny,DEER LAKES SD,4,47.8,43.6
2009,103022253,Allegheny,DEER LAKES SD,5,55.8,33.3
2009,103022253,Allegheny,DEER LAKES SD,6,46.4,43.1
2009,103022253,Allegheny,DEER LAKES SD,7,49.6,49.6
2009,103022253,Allegheny,DEER LAKES SD,8,48.8,62.5
2009,103022253,Allegheny,DEER LAKES SD,11,26.6,44.8
2009,103022503,Allegheny,DUQUESNE CITY SD,3,7.8,0
2009,103022503,Allegheny,DUQUESNE CITY SD,4,17.5,7.5
2009,103022503,Allegheny,DUQUESNE CITY SD,5,4.3,2.1
2009,103022503,Allegheny,DUQUESNE CITY SD,6,27.8,5.7
2009,103022503,Allegheny,DUQUESNE CITY SD,7,8.6,2.9
2009,103022503,Allegheny,DUQUESNE CITY SD,8,8.9,17.9
2009,103022503,Allegheny,DUQUESNE CITY SD,11,0,0
2009,103022803,Allegheny,EAST ALLEGHENY SD,3,29.1,16.2
2009,103022803,Allegheny,EAST ALLEGHENY SD,4,41.6,25.6
2009,103022803,Allegheny,EAST ALLEGHENY SD,5,23.1,17.9
2009,103022803,Allegheny,EAST ALLEGHENY SD,6,50.8,34.4
2009,103022803,Allegheny,EAST ALLEGHENY SD,7,49.2,33.9
2009,103022803,Allegheny,EAST ALLEGHENY SD,8,45.1,48.9
2009,103022803,Allegheny,EAST ALLEGHENY SD,11,13,20.6
2009,103023153,Allegheny,ELIZABETH FORWARD SD,3,53,28.1
2009,103023153,Allegheny,ELIZABETH FORWARD SD,4,76.2,47.2
2009,103023153,Allegheny,ELIZABETH FORWARD SD,5,61,22.1
2009,103023153,Allegheny,ELIZABETH FORWARD SD,6,49.2,32.3
2009,103023153,Allegheny,ELIZABETH FORWARD SD,7,48,42.3
2009,103023153,Allegheny,ELIZABETH FORWARD SD,8,52.1,58.1
2009,103023153,Allegheny,ELIZABETH FORWARD SD,11,22.4,26.3
2009,103023912,Allegheny,FOX CHAPEL AREA SD,3,68.4,48.3
2009,103023912,Allegheny,FOX CHAPEL AREA SD,4,72.5,60
2009,103023912,Allegheny,FOX CHAPEL AREA SD,5,61.7,44.7
2009,103023912,Allegheny,FOX CHAPEL AREA SD,6,68.3,59.1
2009,103023912,Allegheny,FOX CHAPEL AREA SD,7,74.9,67.6
2009,103023912,Allegheny,FOX CHAPEL AREA SD,8,68.9,78.8
