year,aun,county,district,grade,writing_a,writing_p,writing_b,writing_bb
2009,112286003,Franklin,TUSCARORA SD,11,25.1,63.9,8.2,2.7
2009,112289003,Franklin,WAYNESBORO AREA SD,5,2.2,59.9,38,0
2009,112289003,Franklin,WAYNESBORO AREA SD,8,9.1,64.4,21.9,4.6
2009,112289003,Franklin,WAYNESBORO AREA SD,11,8.7,60.5,23.4,7.3
2009,111291304,Fulton,CENTRAL FULTON SD,5,1.6,56.5,40.3,1.6
2009,111291304,Fulton,CENTRAL FULTON SD,8,1.6,37.7,52.5,8.2
2009,111291304,Fulton,CENTRAL FULTON SD,11,9.7,69.4,19.4,1.4
2009,111292304,Fulton,FORBES ROAD SD,5,0,48.3,48.3,3.4
2009,111292304,Fulton,FORBES ROAD SD,8,3.1,31.3,50,15.6
2009,111292304,Fulton,FORBES ROAD SD,11,0,71.9,28.1,0
2009,111297504,Fulton,SOUTHERN FULTON SD,5,3.1,70.3,26.6,0
2009,111297504,Fulton,SOUTHERN FULTON SD,8,9,74.4,16.7,0
2009,111297504,Fulton,SOUTHERN FULTON SD,11,25.5,61.8,12.7,0
2009,101301303,Greene,CARMICHAELS AREA SD,5,3.2,46.3,47.4,3.2
2009,101301303,Greene,CARMICHAELS AREA SD,8,5.4,50,37,7.6
2009,101301303,Greene,CARMICHAELS AREA SD,11,6.9,70.8,19.4,2.8
2009,101301403,Greene,CENTRAL GREENE SD,5,3.7,56.4,38,1.8
2009,101301403,Greene,CENTRAL GREENE SD,8,9,59.4,28.4,3.2
2009,101301403,Greene,CENTRAL GREENE SD,11,15,63.5,18,3.6
2009,101303503,Greene,JEFFERSON-MORGAN SD,5,0,17.1,80,2.9
2009,101303503,Greene,JEFFERSON-MORGAN SD,8,0,50,45.8,4.2
2009,101303503,Greene,JEFFERSON-MORGAN SD,11,6.7,66.7,21.7,5
2009,101306503,Greene,SOUTHEASTERN GREENE SD,5,2.4,61.9,35.7,0
2009,101306503,Greene,SOUTHEASTERN GREENE SD,8,2.1,52.1,41.7,4.2
2009,101306503,Greene,SOUTHEASTERN GREENE SD,11,2,45.1,49,3.9
2009,101308503,Greene,WEST GREENE SD,5,3.8,41.5,50.9,3.8
2009,101308503,Greene,WEST GREENE SD,8,5.9,44.1,42.6,7.4
2009,101308503,Greene,WEST GREENE SD,11,10.3,43.1,29.3,17.2
2009,111312503,Huntingdon,HUNTINGDON AREA SD,5,4.4,78.1,16.8,0.7
2009,111312503,Huntingdon,HUNTINGDON AREA SD,8,16.5,53.7,25.6,4.3
2009,111312503,Huntingdon,HUNTINGDON AREA SD,11,8.6,65.1,22.3,4
2009,111312804,Huntingdon,JUNIATA VALLEY SD,5,0,62.9,35.5,1.6
2009,111312804,Huntingdon,JUNIATA VALLEY SD,8,1.5,34.8,56.1,7.6
2009,111312804,Huntingdon,JUNIATA VALLEY SD,11,7,73.7,17.5,1.8
2009,111316003,Huntingdon,MOUNT UNION AREA SD,5,0,35.5,64.5,0
2009,111316003,Huntingdon,MOUNT UNION AREA SD,8,10.8,60,27.5,1.7
2009,111316003,Huntingdon,MOUNT UNION AREA SD,11,1.8,67,22.9,8.3
2009,111317503,Huntingdon,SOUTHERN HUNTINGDON COUNTY SD,5,0,28.7,68.3,3
2009,111317503,Huntingdon,SOUTHERN HUNTINGDON COUNTY SD,8,8.8,63.7,25.5,2
2009,111317503,Huntingdon,SOUTHERN HUNTINGDON COUNTY SD,11,6.4,72.5,19.3,1.8
2009,128321103,Indiana,BLAIRSVILLE-SALTSBURG SD,5,2,57.4,40.5,0
2009,128321103,Indiana,BLAIRSVILLE-SALTSBURG SD,8,4.2,62.4,29.7,3.6
2009,128321103,Indiana,BLAIRSVILLE-SALTSBURG SD,11,7.9,80.9,9.6,1.7
2009,128323303,Indiana,HOMER-CENTER SD,5,0,50.9,49.1,0
2009,128323303,Indiana,HOMER-CENTER SD,8,1.6,75.8,19.4,3.2
2009,128323303,Indiana,HOMER-CENTER SD,11,11.6,72.5,13,2.9
2009,128323703,Indiana,INDIANA AREA SD,5,3.4,70,26.6,0
2009,128323703,Indiana,INDIANA AREA SD,8,16.4,67.6,12.7,3.3
2009,128323703,Indiana,INDIANA AREA SD,11,26.2,67.9,4.8,1.1
2009,128325203,Indiana,MARION CENTER AREA SD,5,0,51.1,48.9,0
2009,128325203,Indiana,MARION CENTER AREA SD,8,9.1,69.7,17.2,4
2009,128325203,Indiana,MARION CENTER AREA SD,11,23.5,70.5,5.3,0.8
2009,128326303,Indiana,PENNS MANOR AREA SD,5,0,20,77.3,2.7
2009,128326303,Indiana,PENNS MANOR AREA SD,8,3.3,75,21.7,0
2009,128326303,Indiana,PENNS MANOR AREA SD,11,16.7,62.8,19.2,1.3
2009,128327303,Indiana,PURCHASE LINE SD,5,1.3,55.8,36.4,6.5
2009,128327303,Indiana,PURCHASE LINE SD,8,3.4,51.7,39.1,5.7
2009,128327303,Indiana,PURCHASE LINE SD,11,14.1,71.8,14.1,0
2009,128328003,Indiana,UNITED SD,5,1.1,84.1,14.8,0
2009,128328003,Indiana,UNITED SD,8,1.2,78.6,17.9,2.4
2009,128328003,Indiana,UNITED SD,11,17.4,65.2,12,5.4
2009,106330703,Jefferson,BROCKWAY AREA SD,5,2.2,48.4,49.5,0
2009,106330703,Jefferson,BROCKWAY AREA SD,8,7.3,65.9,24.4,2.4
2009,106330703,Jefferson,BROCKWAY AREA SD,11,9,64.1,21.8,5.1
2009,106330803,Jefferson,BROOKVILLE AREA SD,5,0.9,56,43.1,0
2009,106330803,Jefferson,BROOKVILLE AREA SD,8,8.1,59.7,26.6,5.6
2009,106330803,Jefferson,BROOKVILLE AREA SD,11,14.5,63.8,18.1,3.6
2009,106338003,Jefferson,PUNXSUTAWNEY AREA SD,5,2.1,32.6,64.6,0.7
2009,106338003,Jefferson,PUNXSUTAWNEY AREA SD,8,3.3,54.1,33,9.6
2009,106338003,Jefferson,PUNXSUTAWNEY AREA SD,11,9,69.2,17.1,4.7
2009,111343603,Juniata,JUNIATA COUNTY SD,5,1.8,40.5,56.8,0.9
2009,111343603,Juniata,JUNIATA COUNTY SD,8,4.7,60.1,27,8.2
2009,111343603,Juniata,JUNIATA COUNTY SD,11,14.2,65.5,17.2,3
2009,119350303,Lackawanna,ABINGTON HEIGHTS SD,5,3.7,74.7,21.6,0
2009,119350303,Lackawanna,ABINGTON HEIGHTS SD,8,32.8,59,7.7,0.4
2009,119350303,Lackawanna,ABINGTON HEIGHTS SD,11,37.3,60.5,1.8,0.4
2009,119351303,Lackawanna,CARBONDALE AREA SD,5,0,20,77.9,2.1
2009,119351303,Lackawanna,CARBONDALE AREA SD,8,13.6,51.7,26.3,8.5
2009,119351303,Lackawanna,CARBONDALE AREA SD,11,11.7,78.4,9,0.9
2009,119352203,Lackawanna,DUNMORE SD,5,1.6,54.7,43.8,0
2009,119352203,Lackawanna,DUNMORE SD,8,10.8,84.3,4.9,0
2009,119352203,Lackawanna,DUNMORE SD,11,19.8,71.8,8.4,0
2009,119354603,Lackawanna,LAKELAND SD,5,0,67.8,32.2,0
2009,119354603,Lackawanna,LAKELAND SD,8,17.8,54.2,22.9,5.1
2009,119354603,Lackawanna,LAKELAND SD,11,43,48.6,8.4,0
2009,119355503,Lackawanna,MID VALLEY SD,5,0,17.9,81.3,0.7
2009,119355503,Lackawanna,MID VALLEY SD,8,12.6,66.7,12.6,8.1
2009,119355503,Lackawanna,MID VALLEY SD,11,20,70,8.3,1.7
2009,119356503,Lackawanna,NORTH POCONO SD,5,2.8,75.9,21.3,0
2009,119356503,Lackawanna,NORTH POCONO SD,8,9.2,75.8,13.9,1.1
2009,119356503,Lackawanna,NORTH POCONO SD,11,20.5,64.6,12.2,2.8
2009,119356603,Lackawanna,OLD FORGE SD,5,0,15.9,84.1,0
2009,119356603,Lackawanna,OLD FORGE SD,8,0,71,24.6,4.3
2009,119356603,Lackawanna,OLD FORGE SD,11,6,58,32,4
2009,119357003,Lackawanna,RIVERSIDE SD,5,4.6,67,28.4,0
2009,119357003,Lackawanna,RIVERSIDE SD,8,5.4,58.6,27,9
2009,119357003,Lackawanna,RIVERSIDE SD,11,5.9,81.4,11.8,1
2009,119357402,Lackawanna,SCRANTON SD,5,0.2,31,67.2,1.6
2009,119357402,Lackawanna,SCRANTON SD,8,9.2,71.1,18.3,1.4
2009,119357402,Lackawanna,SCRANTON SD,11,12.3,78.2,8.6,0.9
2009,119358403,Lackawanna,VALLEY VIEW SD,5,1.5,41.5,56.9,0
2009,119358403,Lackawanna,VALLEY VIEW SD,8,6.6,83,9.9,0.5
2009,119358403,Lackawanna,VALLEY VIEW SD,11,6.8,77.9,14.7,0.5
2009,113361303,Lancaster,COCALICO SD,5,0.8,55.4,43.8,0
2009,113361303,Lancaster,COCALICO SD,8,14.6,67.9,15.7,1.8
2009,113361303,Lancaster,COCALICO SD,11,18.3,75.1,6.2,0.4
2009,113361503,Lancaster,COLUMBIA BOROUGH SD,5,1,64.6,31.3,3.1
2009,113361503,Lancaster,COLUMBIA BOROUGH SD,8,1,42.3,47.4,9.3
2009,113361503,Lancaster,COLUMBIA BOROUGH SD,11,6.3,65,25,3.8
2009,113361703,Lancaster,CONESTOGA VALLEY SD,5,5.8,74.1,18.8,1.3
2009,113361703,Lancaster,CONESTOGA VALLEY SD,8,12.6,66.6,17.5,3.3
2009,113361703,Lancaster,CONESTOGA VALLEY SD,11,24.7,65.5,8.8,1
2009,113362203,Lancaster,DONEGAL SD,5,0,49.7,50.3,0
2009,113362203,Lancaster,DONEGAL SD,8,13.7,70.8,11.3,4.2
2009,113362203,Lancaster,DONEGAL SD,11,11.8,69.1,17.2,2
2009,113362303,Lancaster,EASTERN LANCASTER CO SD,5,6.5,64.5,29,0
2009,113362303,Lancaster,EASTERN LANCASTER CO SD,8,11.7,68,17.4,2.8
2009,113362303,Lancaster,EASTERN LANCASTER CO SD,11,12.7,69.8,16.7,0.7
2009,113362403,Lancaster,ELIZABETHTOWN AREA SD,5,1.9,73.4,24.3,0.4
2009,113362403,Lancaster,ELIZABETHTOWN AREA SD,8,20.8,60.9,15.3,2.9
2009,113362403,Lancaster,ELIZABETHTOWN AREA SD,11,16.9,69.8,11.7,1.6
2009,113362603,Lancaster,EPHRATA AREA SD,5,5.7,69,25,0.3
2009,113362603,Lancaster,EPHRATA AREA SD,8,7.5,56.9,31.9,3.7
2009,113362603,Lancaster,EPHRATA AREA SD,11,16.2,71.6,10.6,1.7
2009,113363103,Lancaster,HEMPFIELD SD,5,4.6,65.7,29.3,0.4
2009,113363103,Lancaster,HEMPFIELD SD,8,14.9,63.2,17.7,4.2
2009,113363103,Lancaster,HEMPFIELD SD,11,14.3,71.8,12.3,1.6
2009,113363603,Lancaster,LAMPETER-STRASBURG SD,5,3.4,71.4,24.8,0.4
2009,113363603,Lancaster,LAMPETER-STRASBURG SD,8,14.8,73.4,9.8,2
2009,113363603,Lancaster,LAMPETER-STRASBURG SD,11,17.6,71.2,10.8,0.4
2009,113364002,Lancaster,LANCASTER SD,5,0.8,24.7,71.5,3
2009,113364002,Lancaster,LANCASTER SD,8,2.2,30.4,52.6,14.8
2009,113364002,Lancaster,LANCASTER SD,11,3.5,50.8,36.3,9.3
2009,113364403,Lancaster,MANHEIM CENTRAL SD,5,1.8,65.5,31.4,1.4
2009,113364403,Lancaster,MANHEIM CENTRAL SD,8,14.4,64.9,18.5,2.3
2009,113364403,Lancaster,MANHEIM CENTRAL SD,11,14,67.8,14.4,3.8
2009,113364503,Lancaster,MANHEIM TOWNSHIP SD,5,3,73.2,23.3,0.5
2009,113364503,Lancaster,MANHEIM TOWNSHIP SD,8,15.4,62.3,19.6,2.7
2009,113364503,Lancaster,MANHEIM TOWNSHIP SD,11,22,68.1,9.4,0.5
2009,113365203,Lancaster,PENN MANOR SD,5,4.3,70,24.3,1.4
2009,113365203,Lancaster,PENN MANOR SD,8,16.4,66.6,13,4
2009,113365203,Lancaster,PENN MANOR SD,11,16.2,74.6,8.8,0.4
2009,113365303,Lancaster,PEQUEA VALLEY SD,5,0.8,79.2,20,0
2009,113365303,Lancaster,PEQUEA VALLEY SD,8,5.1,72.5,20.3,2.2
2009,113365303,Lancaster,PEQUEA VALLEY SD,11,9.7,76.6,13.1,0.7
2009,113367003,Lancaster,SOLANCO SD,5,3.9,64.3,31.8,0
2009,113367003,Lancaster,SOLANCO SD,8,12,67.9,16.8,3.3
2009,113367003,Lancaster,SOLANCO SD,11,6.4,74.9,17.1,1.7
2009,113369003,Lancaster,WARWICK SD,5,3.4,63.3,32.3,0.9
2009,113369003,Lancaster,WARWICK SD,8,12.6,70.1,15.5,1.9
2009,113369003,Lancaster,WARWICK SD,11,9.9,75.6,11,3.6
2009,104372003,Lawrence,ELLWOOD CITY AREA SD,5,2,51.7,45.6,0.7
2009,104372003,Lawrence,ELLWOOD CITY AREA SD,8,7.6,66.3,23.9,2.2
2009,104372003,Lawrence,ELLWOOD CITY AREA SD,11,19.8,62.7,14.3,3.2
2009,104374003,Lawrence,LAUREL SD,5,14.1,67.7,16.2,2
2009,104374003,Lawrence,LAUREL SD,8,16,63.2,17,3.8
2009,104374003,Lawrence,LAUREL SD,11,4.5,77.7,15.2,2.7
2009,104375003,Lawrence,MOHAWK AREA SD,5,0,40.2,58.3,1.6
2009,104375003,Lawrence,MOHAWK AREA SD,8,6.8,54.7,32.4,6.1
2009,104375003,Lawrence,MOHAWK AREA SD,11,16.4,61.8,20.6,1.2
2009,104375203,Lawrence,NESHANNOCK TOWNSHIP SD,5,7,76,16,1
2009,104375203,Lawrence,NESHANNOCK TOWNSHIP SD,8,4.5,76.4,16.9,2.2
2009,104375203,Lawrence,NESHANNOCK TOWNSHIP SD,11,13.7,75.5,9.8,1
2009,104375302,Lawrence,NEW CASTLE AREA SD,5,2.5,52.3,44.4,0.8
2009,104375302,Lawrence,NEW CASTLE AREA SD,8,4.5,61.2,29.8,4.5
2009,104375302,Lawrence,NEW CASTLE AREA SD,11,6.8,66.2,23.4,3.6
2009,104376203,Lawrence,SHENANGO AREA SD,5,4,72,22.4,1.6
2009,104376203,Lawrence,SHENANGO AREA SD,8,11.7,67,18.1,3.2
2009,104376203,Lawrence,SHENANGO AREA SD,11,14.6,68.9,13.6,2.9
2009,104377003,Lawrence,UNION AREA SD,5,0,72.1,27.9,0
2009,104377003,Lawrence,UNION AREA SD,8,9.3,58.7,30.7,1.3
2009,104377003,Lawrence,UNION AREA SD,11,1.5,83.8,11.8,2.9
2009,104378003,Lawrence,WILMINGTON AREA SD,5,2.1,58.3,39.6,0
2009,104378003,Lawrence,WILMINGTON AREA SD,8,4.8,66.9,25.8,2.4
2009,104378003,Lawrence,WILMINGTON AREA SD,11,8.7,73.8,15.9,1.6
2009,113380303,Lebanon,ANNVILLE-CLEONA SD,5,0,65.4,33.9,0.8
2009,113380303,Lebanon,ANNVILLE-CLEONA SD,8,2.7,77.3,18.2,1.8
2009,113380303,Lebanon,ANNVILLE-CLEONA SD,11,22.7,65.2,12.1,0
2009,113381303,Lebanon,CORNWALL-LEBANON SD,5,4.9,73.9,20.6,0.6
2009,113381303,Lebanon,CORNWALL-LEBANON SD,8,17.8,62.7,15,4.5
2009,113381303,Lebanon,CORNWALL-LEBANON SD,11,13.1,78.5,7.6,0.9
2009,113382303,Lebanon,EASTERN LEBANON CO SD,5,3.8,73.7,22,0.5
2009,113382303,Lebanon,EASTERN LEBANON CO SD,8,8.2,63.3,21.9,6.6
2009,113382303,Lebanon,EASTERN LEBANON CO SD,11,7.1,73.1,16.8,3
2009,113384603,Lebanon,LEBANON SD,5,0.3,36.1,61.3,2.3
2009,113384603,Lebanon,LEBANON SD,8,2,51.5,36,10.6
2009,113384603,Lebanon,LEBANON SD,11,9.6,64.6,22,3.8
2009,113385003,Lebanon,NORTHERN LEBANON SD,5,1.1,49.7,48.6,0.5
2009,113385003,Lebanon,NORTHERN LEBANON SD,8,1,48,43.1,7.8
2009,113385003,Lebanon,NORTHERN LEBANON SD,11,20.2,66.7,11.5,1.6
2009,113385303,Lebanon,PALMYRA AREA SD,5,5.3,63.4,30.5,0.8
2009,113385303,Lebanon,PALMYRA AREA SD,8,7.3,66.9,22.9,2.9
2009,113385303,Lebanon,PALMYRA AREA SD,11,23.7,66.9,8.9,0.4
2009,121390302,Lehigh,ALLENTOWN CITY SD,5,0.4,33.7,63.8,2.1
2009,121390302,Lehigh,ALLENTOWN CITY SD,8,3.4,45.8,42.3,8.5
2009,121390302,Lehigh,ALLENTOWN CITY SD,11,4.7,67.2,24.3,3.8
2009,121391303,Lehigh,CATASAUQUA AREA SD,5,2.8,53.7,42.6,0.9
2009,121391303,Lehigh,CATASAUQUA AREA SD,8,7.3,64.5,25,3.2
2009,121391303,Lehigh,CATASAUQUA AREA SD,11,8.7,79.5,10.2,1.6
2009,121392303,Lehigh,EAST PENN SD,5,5.2,73.8,20.5,0.5
2009,121392303,Lehigh,EAST PENN SD,8,15.4,67.7,16.6,0.3
2009,121392303,Lehigh,EAST PENN SD,11,19.8,76.6,3.6,0
2009,121394503,Lehigh,NORTHERN LEHIGH SD,5,1.4,70.5,27.4,0.7
2009,121394503,Lehigh,NORTHERN LEHIGH SD,8,6.5,66,26.1,1.3
2009,121394503,Lehigh,NORTHERN LEHIGH SD,11,10.1,71.6,15.4,3
2009,121394603,Lehigh,NORTHWESTERN LEHIGH SD,5,1.7,55.9,41.3,1.1
2009,121394603,Lehigh,NORTHWESTERN LEHIGH SD,8,11,73.3,15.1,0.6
2009,121394603,Lehigh,NORTHWESTERN LEHIGH SD,11,28.3,65.2,6.6,0
2009,121395103,Lehigh,PARKLAND SD,5,5.1,75.8,19,0.1
2009,121395103,Lehigh,PARKLAND SD,8,17.1,75.2,7.1,0.5
2009,121395103,Lehigh,PARKLAND SD,11,25.7,70,4.2,0.1
2009,121395603,Lehigh,SALISBURY TOWNSHIP SD,5,5.7,67.5,26.8,0
2009,121395603,Lehigh,SALISBURY TOWNSHIP SD,8,19.6,75.4,4.3,0.7
2009,121395603,Lehigh,SALISBURY TOWNSHIP SD,11,34.6,60.5,4.3,0.6
2009,121395703,Lehigh,SOUTHERN LEHIGH SD,5,3.5,80.7,15.8,0
2009,121395703,Lehigh,SOUTHERN LEHIGH SD,8,16.9,63.7,18.6,0.8
2009,121395703,Lehigh,SOUTHERN LEHIGH SD,11,21.3,65.5,12.8,0.4
2009,121397803,Lehigh,WHITEHALL-COPLAY SD,5,0.7,61.9,37,0.3
2009,121397803,Lehigh,WHITEHALL-COPLAY SD,8,2.6,53.4,39.1,5
2009,121397803,Lehigh,WHITEHALL-COPLAY SD,11,8.1,76.1,13.9,1.9
2009,118401403,Luzerne,CRESTWOOD SD,5,0.9,68.4,30.8,0
2009,118401403,Luzerne,CRESTWOOD SD,8,13.2,72.8,12.8,1.2
2009,118401403,Luzerne,CRESTWOOD SD,11,9.1,76.4,10.3,4.2
2009,118401603,Luzerne,DALLAS SD,5,3.2,77.7,19.1,0
2009,118401603,Luzerne,DALLAS SD,8,12.3,78.6,7.7,1.4
2009,118401603,Luzerne,DALLAS SD,11,35.5,54,10,0.5
2009,118402603,Luzerne,GREATER NANTICOKE AREA SD,5,0,52.9,47.1,0
2009,118402603,Luzerne,GREATER NANTICOKE AREA SD,8,3.3,54.7,35.4,6.6
2009,118402603,Luzerne,GREATER NANTICOKE AREA SD,11,10.7,62.1,23.7,3.6
2009,118403003,Luzerne,HANOVER AREA SD,5,1.4,45.9,51.4,1.4
2009,118403003,Luzerne,HANOVER AREA SD,8,6.2,77.9,13.8,2.1
2009,118403003,Luzerne,HANOVER AREA SD,11,16.8,71.8,11.4,0
2009,118403302,Luzerne,HAZLETON AREA SD,5,2.4,62,34.7,0.9
2009,118403302,Luzerne,HAZLETON AREA SD,8,4.9,53.3,36,5.9
2009,118403302,Luzerne,HAZLETON AREA SD,11,10,69,17.1,3.9
2009,118403903,Luzerne,LAKE-LEHMAN SD,5,2.9,70.3,26.8,0
2009,118403903,Luzerne,LAKE-LEHMAN SD,8,2.5,65.4,26.5,5.6
2009,118403903,Luzerne,LAKE-LEHMAN SD,11,13.4,68.8,12.4,5.4
2009,118406003,Luzerne,NORTHWEST AREA SD,5,3.8,70.2,26,0
2009,118406003,Luzerne,NORTHWEST AREA SD,8,9.2,69.7,16,5
2009,118406003,Luzerne,NORTHWEST AREA SD,11,17.4,59.5,17.4,5.8
2009,118406602,Luzerne,PITTSTON AREA SD,5,1.3,62.7,35.6,0.4
2009,118406602,Luzerne,PITTSTON AREA SD,8,10.4,65.4,18.5,5.7
2009,118406602,Luzerne,PITTSTON AREA SD,11,12.5,80.6,6.5,0.4
2009,118408852,Luzerne,WILKES-BARRE AREA SD,5,3.5,62.5,33.1,0.8
2009,118408852,Luzerne,WILKES-BARRE AREA SD,8,8.4,62.3,25.2,4.1
2009,118408852,Luzerne,WILKES-BARRE AREA SD,11,23.8,67.9,7.3,1
2009,118409203,Luzerne,WYOMING AREA SD,5,7.9,70.9,21.2,0
2009,118409203,Luzerne,WYOMING AREA SD,8,20,61.1,16.8,2.2
2009,118409203,Luzerne,WYOMING AREA SD,11,21.7,71.9,4.9,1.5
2009,118409302,Luzerne,WYOMING VALLEY WEST SD,5,1.9,68.2,29,0.8
2009,118409302,Luzerne,WYOMING VALLEY WEST SD,8,3.6,69.5,24.1,2.9
2009,118409302,Luzerne,WYOMING VALLEY WEST SD,11,12.1,61.8,22.5,3.6
2009,117412003,Lycoming,EAST LYCOMING SD,5,7.3,72.7,20,0
2009,117412003,Lycoming,EAST LYCOMING SD,8,6.7,72.3,18.5,2.5
2009,117412003,Lycoming,EAST LYCOMING SD,11,38.6,57.5,3.9,0
2009,117414003,Lycoming,JERSEY SHORE AREA SD,5,2.2,68.8,29,0
2009,117414003,Lycoming,JERSEY SHORE AREA SD,8,3.5,70.4,23,3.1
2009,117414003,Lycoming,JERSEY SHORE AREA SD,11,13.5,74.4,11.6,0.5
2009,117414203,Lycoming,LOYALSOCK TOWNSHIP SD,5,1.1,57.8,41.1,0
2009,117414203,Lycoming,LOYALSOCK TOWNSHIP SD,8,11,79.8,9.2,0
2009,117414203,Lycoming,LOYALSOCK TOWNSHIP SD,11,11.2,80,8.8,0
2009,117415004,Lycoming,MONTGOMERY AREA SD,5,1.6,66.1,32.3,0
2009,117415004,Lycoming,MONTGOMERY AREA SD,8,7.6,60.8,22.8,8.9
2009,117415004,Lycoming,MONTGOMERY AREA SD,11,16.4,77.6,6,0
2009,117415103,Lycoming,MONTOURSVILLE AREA SD,5,2.1,68.1,29.1,0.7
2009,117415103,Lycoming,MONTOURSVILLE AREA SD,8,17.9,69.2,11.5,1.3
2009,117415103,Lycoming,MONTOURSVILLE AREA SD,11,21.7,73.7,4,0.6
2009,117415303,Lycoming,MUNCY SD,5,9.1,74.2,15.2,1.5
2009,117415303,Lycoming,MUNCY SD,8,14.7,68,12,5.3
2009,117415303,Lycoming,MUNCY SD,11,33.3,64,2.7,0
2009,117416103,Lycoming,SOUTH WILLIAMSPORT AREA SD,5,0,68.3,31.7,0
2009,117416103,Lycoming,SOUTH WILLIAMSPORT AREA SD,8,7,69.3,21.9,1.8
2009,117416103,Lycoming,SOUTH WILLIAMSPORT AREA SD,11,20.4,77.9,1.8,0
2009,117417202,Lycoming,WILLIAMSPORT AREA SD,5,1.7,56.9,39.9,1.4
2009,117417202,Lycoming,WILLIAMSPORT AREA SD,8,5.9,71.2,21.9,1
2009,117417202,Lycoming,WILLIAMSPORT AREA SD,11,7.1,71.2,17.7,4
2009,109420803,Mckean,BRADFORD AREA SD,5,1.1,47.5,50.8,0.6
2009,109420803,Mckean,BRADFORD AREA SD,8,20.3,60.4,18.8,0.5
2009,109420803,Mckean,BRADFORD AREA SD,11,9.2,61.8,27.3,1.7
2009,109422303,Mckean,KANE AREA SD,5,0,23.8,76.3,0
2009,109422303,Mckean,KANE AREA SD,8,5.3,58.5,33,3.2
2009,109422303,Mckean,KANE AREA SD,11,7.5,72,18.7,1.9
2009,109426003,Mckean,OTTO-ELDRED SD,5,2,79.6,18.4,0
2009,109426003,Mckean,OTTO-ELDRED SD,8,7.3,68.3,24.4,0
2009,109426003,Mckean,OTTO-ELDRED SD,11,3.1,56.9,40,0
2009,109426303,Mckean,PORT ALLEGANY SD,5,0,31.7,68.3,0
2009,109426303,Mckean,PORT ALLEGANY SD,8,1.3,53.2,37.7,7.8
2009,109426303,Mckean,PORT ALLEGANY SD,11,10.5,52.6,34.2,2.6
2009,109427503,Mckean,SMETHPORT AREA SD,5,0,44.8,53.7,1.5
2009,109427503,Mckean,SMETHPORT AREA SD,8,5.6,31,53.5,9.9
2009,109427503,Mckean,SMETHPORT AREA SD,11,0,56.3,39.4,4.2
2009,104431304,Mercer,COMMODORE PERRY SD,5,4.4,80,15.6,0
2009,104431304,Mercer,COMMODORE PERRY SD,8,8.2,69.4,18.4,4.1
2009,104431304,Mercer,COMMODORE PERRY SD,11,5.6,83.3,11.1,0
2009,104432503,Mercer,FARRELL AREA SD,5,0,20,80,0
2009,104432503,Mercer,FARRELL AREA SD,8,1.6,50,46.8,1.6
2009,104432503,Mercer,FARRELL AREA SD,11,0,57.6,40.7,1.7
2009,104432803,Mercer,GREENVILLE AREA SD,5,3,49.5,47.5,0
2009,104432803,Mercer,GREENVILLE AREA SD,8,9.8,53.3,25,12
2009,104432803,Mercer,GREENVILLE AREA SD,11,15.9,59.8,23.5,0.8
2009,104432903,Mercer,GROVE CITY AREA SD,5,3.9,60.6,34.8,0.6
2009,104432903,Mercer,GROVE CITY AREA SD,8,7.7,71.6,18,2.6
2009,104432903,Mercer,GROVE CITY AREA SD,11,13.7,77,8.3,1
2009,104433303,Mercer,HERMITAGE SD,5,2.6,65.2,31.6,0.6
2009,104433303,Mercer,HERMITAGE SD,8,6,51.8,35.1,7.1
2009,104433303,Mercer,HERMITAGE SD,11,11.1,63.4,23.5,2
2009,104433604,Mercer,JAMESTOWN AREA SD,5,2.4,76.2,21.4,0
2009,104433604,Mercer,JAMESTOWN AREA SD,8,13.6,65.9,11.4,9.1
2009,104433604,Mercer,JAMESTOWN AREA SD,11,14.3,71.4,14.3,0
2009,104433903,Mercer,LAKEVIEW SD,5,2,69.4,28.6,0
2009,104433903,Mercer,LAKEVIEW SD,8,19.2,56.6,23.2,1
2009,104433903,Mercer,LAKEVIEW SD,11,11.2,76.5,12.2,0
2009,104435003,Mercer,MERCER AREA SD,5,3.4,69.3,27.3,0
2009,104435003,Mercer,MERCER AREA SD,8,12,68.4,17.1,2.6
2009,104435003,Mercer,MERCER AREA SD,11,17,70.8,12.3,0
2009,104435303,Mercer,REYNOLDS SD,5,0,44.6,55.4,0
2009,104435303,Mercer,REYNOLDS SD,8,5.5,57.3,33.6,3.6
2009,104435303,Mercer,REYNOLDS SD,11,12.8,76.6,9.6,1.1
2009,104435603,Mercer,SHARON CITY SD,5,0,45.5,54.5,0
2009,104435603,Mercer,SHARON CITY SD,8,1.9,43.7,38.6,15.8
2009,104435603,Mercer,SHARON CITY SD,11,9.2,64.1,25.4,1.4
2009,104435703,Mercer,SHARPSVILLE AREA SD,5,1,68.3,30.8,0
2009,104435703,Mercer,SHARPSVILLE AREA SD,8,22.7,55.7,18.6,3.1
2009,104435703,Mercer,SHARPSVILLE AREA SD,11,14,79.6,5.4,1.1
2009,104437503,Mercer,WEST MIDDLESEX AREA SD,5,1.1,56.7,41.1,1.1
2009,104437503,Mercer,WEST MIDDLESEX AREA SD,8,3.2,53.2,37.2,6.4
2009,104437503,Mercer,WEST MIDDLESEX AREA SD,11,4.8,71.1,24.1,0
2009,111444602,Mifflin,MIFFLIN COUNTY SD,5,0.7,45.1,53.9,0.2
