"The 2009 PSSA Writing District Level Proficiency Results",,,,,,,,,,
"(Full Academic Year; No PASA Scores) Subgroups with less than 10 students assessed were removed from the file. Percentages were rounded to the nearest tenth. Proficiency percentages may not add up to 100 due to rounding.",,,,,,,,,,
,,,,,,,,,,
"AUN","County","IU Number","District","Grade","Group","Number Scored Writing","% Advanced Writing","% Proficient Writing","% Basic Writing","% Below Basic Writing"
103028833,"Allegheny",3,"STEEL VALLEY SD",11,"Male",57,0.0,61.4,29.8,8.8
103028833,"Allegheny",3,"STEEL VALLEY SD",11,"Female",73,5.5,72.6,19.2,2.7
103028833,"Allegheny",3,"STEEL VALLEY SD",11,"White",91,4.4,71.4,20.9,3.3
103028833,"Allegheny",3,"STEEL VALLEY SD",11,"Black",35,0.0,57.1,31.4,11.4
103028853,"Allegheny",3,"STO-ROX SD",5,"All Students",91,0.0,39.6,59.3,1.1
103028853,"Allegheny",3,"STO-ROX SD",5,"IEP",15,0.0,0.0,93.3,6.7
103028853,"Allegheny",3,"STO-ROX SD",5,"Economically Disadvantaged",77,0.0,41.6,57.1,1.3
103028853,"Allegheny",3,"STO-ROX SD",5,"Male",45,0.0,35.6,62.2,2.2
103028853,"Allegheny",3,"STO-ROX SD",5,"Female",46,0.0,43.5,56.5,0.0
103028853,"Allegheny",3,"STO-ROX SD",5,"White",40,0.0,52.5,47.5,0.0
103028853,"Allegheny",3,"STO-ROX SD",5,"Black",40,0.0,30.0,70.0,0.0
103028853,"Allegheny",3,"STO-ROX SD",8,"All Students",84,2.4,41.7,45.2,10.7
103028853,"Allegheny",3,"STO-ROX SD",8,"IEP",19,0.0,5.3,63.2,31.6
103028853,"Allegheny",3,"STO-ROX SD",8,"Economically Disadvantaged",60,1.7,40.0,46.7,11.7
103028853,"Allegheny",3,"STO-ROX SD",8,"Male",38,0.0,34.2,47.4,18.4
103028853,"Allegheny",3,"STO-ROX SD",8,"Female",46,4.3,47.8,43.5,4.3
103028853,"Allegheny",3,"STO-ROX SD",8,"White",52,3.8,46.2,38.5,11.5
103028853,"Allegheny",3,"STO-ROX SD",8,"Black",27,0.0,33.3,55.6,11.1
103028853,"Allegheny",3,"STO-ROX SD",11,"All Students",86,7.0,59.3,27.9,5.8
103028853,"Allegheny",3,"STO-ROX SD",11,"IEP",25,0.0,24.0,56.0,20.0
103028853,"Allegheny",3,"STO-ROX SD",11,"Economically Disadvantaged",50,6.0,68.0,20.0,6.0
103028853,"Allegheny",3,"STO-ROX SD",11,"Male",43,9.3,55.8,27.9,7.0
103028853,"Allegheny",3,"STO-ROX SD",11,"Female",43,4.7,62.8,27.9,4.7
103028853,"Allegheny",3,"STO-ROX SD",11,"White",55,9.1,61.8,21.8,7.3
103028853,"Allegheny",3,"STO-ROX SD",11,"Black",29,3.4,51.7,41.4,3.4
103029203,"Allegheny",3,"UPPER SAINT CLAIR SD",5,"All Students",266,5.6,78.6,15.8,0.0
103029203,"Allegheny",3,"UPPER SAINT CLAIR SD",5,"IEP",26,0.0,50.0,50.0,0.0
103029203,"Allegheny",3,"UPPER SAINT CLAIR SD",5,"Economically Disadvantaged",10,0.0,70.0,30.0,0.0
103029203,"Allegheny",3,"UPPER SAINT CLAIR SD",5,"Male",152,4.6,75.7,19.7,0.0
103029203,"Allegheny",3,"UPPER SAINT CLAIR SD",5,"Female",114,7.0,82.5,10.5,0.0
103029203,"Allegheny",3,"UPPER SAINT CLAIR SD",5,"White",239,5.9,79.9,14.2,0.0
103029203,"Allegheny",3,"UPPER SAINT CLAIR SD",5,"Asian",16,0.0,68.8,31.3,0.0
103029203,"Allegheny",3,"UPPER SAINT CLAIR SD",8,"All Students",326,42.3,52.8,4.3,0.6
103029203,"Allegheny",3,"UPPER SAINT CLAIR SD",8,"IEP",40,7.5,67.5,22.5,2.5
103029203,"Allegheny",3,"UPPER SAINT CLAIR SD",8,"Male",166,35.5,57.2,6.0,1.2
103029203,"Allegheny",3,"UPPER SAINT CLAIR SD",8,"Female",160,49.4,48.1,2.5,0.0
103029203,"Allegheny",3,"UPPER SAINT CLAIR SD",8,"White",292,39.7,55.1,4.8,0.3
103029203,"Allegheny",3,"UPPER SAINT CLAIR SD",8,"Asian",30,70.0,30.0,0.0,0.0
103029203,"Allegheny",3,"UPPER SAINT CLAIR SD",11,"All Students",370,38.1,60.3,1.6,0.0
103029203,"Allegheny",3,"UPPER SAINT CLAIR SD",11,"IEP",44,6.8,86.4,6.8,0.0
103029203,"Allegheny",3,"UPPER SAINT CLAIR SD",11,"Economically Disadvantaged",17,11.8,82.4,5.9,0.0
103029203,"Allegheny",3,"UPPER SAINT CLAIR SD",11,"Male",193,29.5,68.4,2.1,0.0
103029203,"Allegheny",3,"UPPER SAINT CLAIR SD",11,"Female",177,47.5,51.4,1.1,0.0
103029203,"Allegheny",3,"UPPER SAINT CLAIR SD",11,"White",344,37.2,61.0,1.7,0.0
103029203,"Allegheny",3,"UPPER SAINT CLAIR SD",11,"Asian",22,54.5,45.5,0.0,0.0
103029403,"Allegheny",3,"WEST ALLEGHENY SD",5,"All Students",242,4.1,80.6,14.9,0.4
103029403,"Allegheny",3,"WEST ALLEGHENY SD",5,"IEP",38,5.3,52.6,39.5,2.6
103029403,"Allegheny",3,"WEST ALLEGHENY SD",5,"Economically Disadvantaged",59,1.7,69.5,27.1,1.7
103029403,"Allegheny",3,"WEST ALLEGHENY SD",5,"Male",110,0.9,75.5,22.7,0.9
103029403,"Allegheny",3,"WEST ALLEGHENY SD",5,"Female",132,6.8,84.8,8.3,0.0
103029403,"Allegheny",3,"WEST ALLEGHENY SD",5,"White",227,3.5,81.9,14.1,0.4
103029403,"Allegheny",3,"WEST ALLEGHENY SD",8,"All Students",266,21.8,66.5,9.8,1.9
103029403,"Allegheny",3,"WEST ALLEGHENY SD",8,"IEP",26,0.0,50.0,30.8,19.2
103029403,"Allegheny",3,"WEST ALLEGHENY SD",8,"Economically Disadvantaged",58,17.2,58.6,22.4,1.7
103029403,"Allegheny",3,"WEST ALLEGHENY SD",8,"Male",128,14.8,67.2,14.1,3.9
103029403,"Allegheny",3,"WEST ALLEGHENY SD",8,"Female",138,28.3,65.9,5.8,0.0
103029403,"Allegheny",3,"WEST ALLEGHENY SD",8,"White",243,20.6,67.5,9.9,2.1
103029403,"Allegheny",3,"WEST ALLEGHENY SD",8,"Black",14,35.7,50.0,14.3,0.0
103029403,"Allegheny",3,"WEST ALLEGHENY SD",11,"All Students",233,31.3,66.1,2.1,0.4
103029403,"Allegheny",3,"WEST ALLEGHENY SD",11,"IEP",19,0.0,78.9,15.8,5.3
103029403,"Allegheny",3,"WEST ALLEGHENY SD",11,"Economically Disadvantaged",34,8.8,85.3,5.9,0.0
103029403,"Allegheny",3,"WEST ALLEGHENY SD",11,"Male",127,25.2,71.7,2.4,0.8
103029403,"Allegheny",3,"WEST ALLEGHENY SD",11,"Female",105,39.0,59.0,1.9,0.0
103029403,"Allegheny",3,"WEST ALLEGHENY SD",11,"White",218,32.1,65.1,2.3,0.5
103029553,"Allegheny",3,"WEST JEFFERSON HILLS SD",5,"All Students",213,2.8,78.9,18.3,0.0
103029553,"Allegheny",3,"WEST JEFFERSON HILLS SD",5,"IEP",19,0.0,42.1,57.9,0.0
103029553,"Allegheny",3,"WEST JEFFERSON HILLS SD",5,"Economically Disadvantaged",34,5.9,58.8,35.3,0.0
103029553,"Allegheny",3,"WEST JEFFERSON HILLS SD",5,"Male",113,0.0,74.3,25.7,0.0
103029553,"Allegheny",3,"WEST JEFFERSON HILLS SD",5,"Female",100,6.0,84.0,10.0,0.0
103029553,"Allegheny",3,"WEST JEFFERSON HILLS SD",5,"White",209,2.9,79.4,17.7,0.0
103029553,"Allegheny",3,"WEST JEFFERSON HILLS SD",8,"All Students",213,20.2,68.1,11.7,0.0
103029553,"Allegheny",3,"WEST JEFFERSON HILLS SD",8,"IEP",24,0.0,58.3,41.7,0.0
103029553,"Allegheny",3,"WEST JEFFERSON HILLS SD",8,"Economically Disadvantaged",32,9.4,65.6,25.0,0.0
103029553,"Allegheny",3,"WEST JEFFERSON HILLS SD",8,"Male",103,11.7,72.8,15.5,0.0
103029553,"Allegheny",3,"WEST JEFFERSON HILLS SD",8,"Female",110,28.2,63.6,8.2,0.0
103029553,"Allegheny",3,"WEST JEFFERSON HILLS SD",8,"White",205,21.0,67.8,11.2,0.0
103029553,"Allegheny",3,"WEST JEFFERSON HILLS SD",11,"All Students",243,23.0,70.0,5.8,1.2
103029553,"Allegheny",3,"WEST JEFFERSON HILLS SD",11,"IEP",16,12.5,43.8,25.0,18.8
103029553,"Allegheny",3,"WEST JEFFERSON HILLS SD",11,"Economically Disadvantaged",18,5.6,61.1,27.8,5.6
103029553,"Allegheny",3,"WEST JEFFERSON HILLS SD",11,"Male",118,16.9,73.7,8.5,0.8
103029553,"Allegheny",3,"WEST JEFFERSON HILLS SD",11,"Female",125,28.8,66.4,3.2,1.6
103029553,"Allegheny",3,"WEST JEFFERSON HILLS SD",11,"White",235,23.4,69.8,5.5,1.3
103029603,"Allegheny",3,"WEST MIFFLIN AREA SD",5,"All Students",201,0.0,20.9,78.6,0.5
103029603,"Allegheny",3,"WEST MIFFLIN AREA SD",5,"IEP",42,0.0,4.8,95.2,0.0
103029603,"Allegheny",3,"WEST MIFFLIN AREA SD",5,"Economically Disadvantaged",83,0.0,13.3,85.5,1.2
103029603,"Allegheny",3,"WEST MIFFLIN AREA SD",5,"Male",92,0.0,9.8,89.1,1.1
103029603,"Allegheny",3,"WEST MIFFLIN AREA SD",5,"Female",109,0.0,30.3,69.7,0.0
103029603,"Allegheny",3,"WEST MIFFLIN AREA SD",5,"White",158,0.0,23.4,76.6,0.0
103029603,"Allegheny",3,"WEST MIFFLIN AREA SD",5,"Black",38,0.0,13.2,84.2,2.6
103029603,"Allegheny",3,"WEST MIFFLIN AREA SD",8,"All Students",246,7.7,62.2,24.4,5.7
103029603,"Allegheny",3,"WEST MIFFLIN AREA SD",8,"IEP",34,2.9,23.5,41.2,32.4
103029603,"Allegheny",3,"WEST MIFFLIN AREA SD",8,"Economically Disadvantaged",84,2.4,64.3,28.6,4.8
103029603,"Allegheny",3,"WEST MIFFLIN AREA SD",8,"Male",130,4.6,56.2,30.0,9.2
103029603,"Allegheny",3,"WEST MIFFLIN AREA SD",8,"Female",116,11.2,69.0,18.1,1.7
103029603,"Allegheny",3,"WEST MIFFLIN AREA SD",8,"White",202,8.9,63.9,22.3,5.0
103029603,"Allegheny",3,"WEST MIFFLIN AREA SD",8,"Black",43,2.3,53.5,34.9,9.3
103029603,"Allegheny",3,"WEST MIFFLIN AREA SD",11,"All Students",258,16.7,68.6,13.6,1.2
103029603,"Allegheny",3,"WEST MIFFLIN AREA SD",11,"IEP",34,0.0,44.1,47.1,8.8
103029603,"Allegheny",3,"WEST MIFFLIN AREA SD",11,"Economically Disadvantaged",72,2.8,70.8,25.0,1.4
103029603,"Allegheny",3,"WEST MIFFLIN AREA SD",11,"Male",137,12.4,67.2,19.0,1.5
103029603,"Allegheny",3,"WEST MIFFLIN AREA SD",11,"Female",121,21.5,70.2,7.4,0.8
103029603,"Allegheny",3,"WEST MIFFLIN AREA SD",11,"White",213,20.2,68.1,10.8,0.9
103029603,"Allegheny",3,"WEST MIFFLIN AREA SD",11,"Black",38,0.0,73.7,23.7,2.6
103029803,"Allegheny",3,"WILKINSBURG BOROUGH SD",5,"All Students",102,0.0,21.6,74.5,3.9
103029803,"Allegheny",3,"WILKINSBURG BOROUGH SD",5,"IEP",23,0.0,13.0,69.6,17.4
103029803,"Allegheny",3,"WILKINSBURG BOROUGH SD",5,"Economically Disadvantaged",74,0.0,17.6,77.0,5.4
103029803,"Allegheny",3,"WILKINSBURG BOROUGH SD",5,"Male",54,0.0,16.7,77.8,5.6
103029803,"Allegheny",3,"WILKINSBURG BOROUGH SD",5,"Female",48,0.0,27.1,70.8,2.1
103029803,"Allegheny",3,"WILKINSBURG BOROUGH SD",5,"Black",99,0.0,21.2,74.7,4.0
103029803,"Allegheny",3,"WILKINSBURG BOROUGH SD",8,"All Students",99,0.0,23.2,58.6,18.2
103029803,"Allegheny",3,"WILKINSBURG BOROUGH SD",8,"IEP",27,0.0,7.4,59.3,33.3
103029803,"Allegheny",3,"WILKINSBURG BOROUGH SD",8,"Economically Disadvantaged",61,0.0,26.2,52.5,21.3
103029803,"Allegheny",3,"WILKINSBURG BOROUGH SD",8,"Male",54,0.0,11.1,64.8,24.1
103029803,"Allegheny",3,"WILKINSBURG BOROUGH SD",8,"Female",45,0.0,37.8,51.1,11.1
103029803,"Allegheny",3,"WILKINSBURG BOROUGH SD",8,"Black",96,0.0,22.9,59.4,17.7
103029803,"Allegheny",3,"WILKINSBURG BOROUGH SD",11,"All Students",87,1.1,56.3,34.5,8.0
103029803,"Allegheny",3,"WILKINSBURG BOROUGH SD",11,"IEP",14,0.0,21.4,42.9,35.7
103029803,"Allegheny",3,"WILKINSBURG BOROUGH SD",11,"Economically Disadvantaged",51,0.0,62.7,27.5,9.8
103029803,"Allegheny",3,"WILKINSBURG BOROUGH SD",11,"Male",39,0.0,46.2,41.0,12.8
103029803,"Allegheny",3,"WILKINSBURG BOROUGH SD",11,"Female",47,2.1,66.0,27.7,4.3
103029803,"Allegheny",3,"WILKINSBURG BOROUGH SD",11,"Black",85,1.2,56.5,34.1,8.2
103029902,"Allegheny",3,"WOODLAND HILLS SD",5,"All Students",266,0.4,26.3,68.8,4.5
103029902,"Allegheny",3,"WOODLAND HILLS SD",5,"IEP",69,0.0,15.9,66.7,17.4
103029902,"Allegheny",3,"WOODLAND HILLS SD",5,"Economically Disadvantaged",195,0.0,18.5,76.4,5.1
103029902,"Allegheny",3,"WOODLAND HILLS SD",5,"Male",128,0.8,24.2,66.4,8.6
103029902,"Allegheny",3,"WOODLAND HILLS SD",5,"Female",138,0.0,28.3,71.0,0.7
103029902,"Allegheny",3,"WOODLAND HILLS SD",5,"White",76,1.3,40.8,53.9,3.9
103029902,"Allegheny",3,"WOODLAND HILLS SD",5,"Black",187,0.0,20.3,74.9,4.8
103029902,"Allegheny",3,"WOODLAND HILLS SD",8,"All Students",303,3.6,43.9,37.6,14.9
103029902,"Allegheny",3,"WOODLAND HILLS SD",8,"IEP",66,0.0,10.6,48.5,40.9
103029902,"Allegheny",3,"WOODLAND HILLS SD",8,"Economically Disadvantaged",203,1.5,40.4,40.9,17.2
103029902,"Allegheny",3,"WOODLAND HILLS SD",8,"Male",146,4.1,34.2,41.1,20.5
103029902,"Allegheny",3,"WOODLAND HILLS SD",8,"Female",156,3.2,53.2,34.6,9.0
103029902,"Allegheny",3,"WOODLAND HILLS SD",8,"White",101,5.9,56.4,28.7,8.9
103029902,"Allegheny",3,"WOODLAND HILLS SD",8,"Black",197,2.5,37.6,42.1,17.8
103029902,"Allegheny",3,"WOODLAND HILLS SD",11,"All Students",326,3.1,67.2,23.9,5.8
103029902,"Allegheny",3,"WOODLAND HILLS SD",11,"IEP",46,0.0,13.0,54.3,32.6
103029902,"Allegheny",3,"WOODLAND HILLS SD",11,"Economically Disadvantaged",153,3.3,57.5,30.7,8.5
103029902,"Allegheny",3,"WOODLAND HILLS SD",11,"Male",159,1.3,65.4,24.5,8.8
103029902,"Allegheny",3,"WOODLAND HILLS SD",11,"Female",164,4.9,68.3,23.8,3.0
103029902,"Allegheny",3,"WOODLAND HILLS SD",11,"White",169,5.3,72.2,17.2,5.3
103029902,"Allegheny",3,"WOODLAND HILLS SD",11,"Black",148,0.7,60.8,32.4,6.1
128030603,"Armstrong",28,"APOLLO-RIDGE SD",5,"All Students",118,0.0,40.7,59.3,0.0
128030603,"Armstrong",28,"APOLLO-RIDGE SD",5,"IEP",21,0.0,19.0,81.0,0.0
128030603,"Armstrong",28,"APOLLO-RIDGE SD",5,"Economically Disadvantaged",48,0.0,41.7,58.3,0.0
128030603,"Armstrong",28,"APOLLO-RIDGE SD",5,"Male",65,0.0,23.1,76.9,0.0
128030603,"Armstrong",28,"APOLLO-RIDGE SD",5,"Female",53,0.0,62.3,37.7,0.0
128030603,"Armstrong",28,"APOLLO-RIDGE SD",5,"White",106,0.0,38.7,61.3,0.0
128030603,"Armstrong",28,"APOLLO-RIDGE SD",8,"All Students",129,3.1,76.7,17.8,2.3
128030603,"Armstrong",28,"APOLLO-RIDGE SD",8,"IEP",22,0.0,40.9,54.5,4.5
128030603,"Armstrong",28,"APOLLO-RIDGE SD",8,"Economically Disadvantaged",49,4.1,71.4,22.4,2.0
128030603,"Armstrong",28,"APOLLO-RIDGE SD",8,"Male",57,0.0,77.2,17.5,5.3
128030603,"Armstrong",28,"APOLLO-RIDGE SD",8,"Female",72,5.6,76.4,18.1,0.0
128030603,"Armstrong",28,"APOLLO-RIDGE SD",8,"White",120,1.7,77.5,18.3,2.5
128030603,"Armstrong",28,"APOLLO-RIDGE SD",11,"All Students",136,3.7,72.1,22.1,2.2
128030603,"Armstrong",28,"APOLLO-RIDGE SD",11,"IEP",21,0.0,23.8,61.9,14.3
128030603,"Armstrong",28,"APOLLO-RIDGE SD",11,"Economically Disadvantaged",48,0.0,64.6,29.2,6.3
128030603,"Armstrong",28,"APOLLO-RIDGE SD",11,"Male",70,4.3,62.9,30.0,2.9
128030603,"Armstrong",28,"APOLLO-RIDGE SD",11,"Female",66,3.0,81.8,13.6,1.5
128030603,"Armstrong",28,"APOLLO-RIDGE SD",11,"White",134,3.7,71.6,22.4,2.2
128030852,"Armstrong",28,"ARMSTRONG SD",5,"All Students",406,0.5,31.0,67.7,0.7
128030852,"Armstrong",28,"ARMSTRONG SD",5,"IEP",75,0.0,12.0,84.0,4.0
128030852,"Armstrong",28,"ARMSTRONG SD",5,"Economically Disadvantaged",177,0.0,25.4,73.4,1.1
128030852,"Armstrong",28,"ARMSTRONG SD",5,"Male",217,0.5,21.7,76.5,1.4
128030852,"Armstrong",28,"ARMSTRONG SD",5,"Female",189,0.5,41.8,57.7,0.0
128030852,"Armstrong",28,"ARMSTRONG SD",5,"White",395,0.5,30.9,67.8,0.8
128030852,"Armstrong",28,"ARMSTRONG SD",8,"All Students",461,3.7,64.6,26.5,5.2
128030852,"Armstrong",28,"ARMSTRONG SD",8,"IEP",58,1.7,17.2,55.2,25.9
128030852,"Armstrong",28,"ARMSTRONG SD",8,"Economically Disadvantaged",187,1.1,56.1,35.8,7.0
128030852,"Armstrong",28,"ARMSTRONG SD",8,"Male",237,2.1,57.4,32.5,8.0
128030852,"Armstrong",28,"ARMSTRONG SD",8,"Female",224,5.4,72.3,20.1,2.2
128030852,"Armstrong",28,"ARMSTRONG SD",8,"White",454,3.5,65.2,26.0,5.3
128030852,"Armstrong",28,"ARMSTRONG SD",11,"All Students",447,8.1,65.5,24.4,2.0
128030852,"Armstrong",28,"ARMSTRONG SD",11,"IEP",64,0.0,29.7,64.1,6.3
128030852,"Armstrong",28,"ARMSTRONG SD",11,"Economically Disadvantaged",154,6.5,58.4,31.2,3.9
128030852,"Armstrong",28,"ARMSTRONG SD",11,"Male",236,4.2,60.2,32.6,3.0
128030852,"Armstrong",28,"ARMSTRONG SD",11,"Female",210,12.4,71.9,15.2,0.5
128030852,"Armstrong",28,"ARMSTRONG SD",11,"White",438,8.2,66.0,24.0,1.8
128033053,"Armstrong",28,"FREEPORT AREA SD",5,"All Students",147,0.0,60.5,39.5,0.0
128033053,"Armstrong",28,"FREEPORT AREA SD",5,"IEP",13,0.0,23.1,76.9,0.0
128033053,"Armstrong",28,"FREEPORT AREA SD",5,"Economically Disadvantaged",36,0.0,52.8,47.2,0.0
128033053,"Armstrong",28,"FREEPORT AREA SD",5,"Male",90,0.0,54.4,45.6,0.0
128033053,"Armstrong",28,"FREEPORT AREA SD",5,"Female",57,0.0,70.2,29.8,0.0
128033053,"Armstrong",28,"FREEPORT AREA SD",5,"White",144,0.0,60.4,39.6,0.0
128033053,"Armstrong",28,"FREEPORT AREA SD",8,"All Students",147,12.2,76.9,10.9,0.0
128033053,"Armstrong",28,"FREEPORT AREA SD",8,"IEP",15,0.0,33.3,66.7,0.0
128033053,"Armstrong",28,"FREEPORT AREA SD",8,"Economically Disadvantaged",42,4.8,69.0,26.2,0.0
128033053,"Armstrong",28,"FREEPORT AREA SD",8,"Male",73,8.2,75.3,16.4,0.0
128033053,"Armstrong",28,"FREEPORT AREA SD",8,"Female",74,16.2,78.4,5.4,0.0
128033053,"Armstrong",28,"FREEPORT AREA SD",8,"White",144,12.5,76.4,11.1,0.0
128033053,"Armstrong",28,"FREEPORT AREA SD",11,"All Students",147,17.0,73.5,8.8,0.7
128033053,"Armstrong",28,"FREEPORT AREA SD",11,"IEP",17,0.0,47.1,47.1,5.9
128033053,"Armstrong",28,"FREEPORT AREA SD",11,"Economically Disadvantaged",28,10.7,78.6,7.1,3.6
128033053,"Armstrong",28,"FREEPORT AREA SD",11,"Male",82,15.9,70.7,12.2,1.2
128033053,"Armstrong",28,"FREEPORT AREA SD",11,"Female",65,18.5,76.9,4.6,0.0
128033053,"Armstrong",28,"FREEPORT AREA SD",11,"White",143,17.5,72.7,9.1,0.7
128034503,"Armstrong",28,"LEECHBURG AREA SD",5,"All Students",58,0.0,62.1,37.9,0.0
128034503,"Armstrong",28,"LEECHBURG AREA SD",5,"IEP",11,0.0,18.2,81.8,0.0
128034503,"Armstrong",28,"LEECHBURG AREA SD",5,"Economically Disadvantaged",14,0.0,57.1,42.9,0.0
128034503,"Armstrong",28,"LEECHBURG AREA SD",5,"Male",32,0.0,53.1,46.9,0.0
128034503,"Armstrong",28,"LEECHBURG AREA SD",5,"Female",26,0.0,73.1,26.9,0.0
128034503,"Armstrong",28,"LEECHBURG AREA SD",5,"White",58,0.0,62.1,37.9,0.0
128034503,"Armstrong",28,"LEECHBURG AREA SD",8,"All Students",62,0.0,45.2,48.4,6.5
128034503,"Armstrong",28,"LEECHBURG AREA SD",8,"IEP",12,0.0,16.7,50.0,33.3
128034503,"Armstrong",28,"LEECHBURG AREA SD",8,"Economically Disadvantaged",14,0.0,28.6,57.1,14.3
128034503,"Armstrong",28,"LEECHBURG AREA SD",8,"Male",32,0.0,28.1,59.4,12.5
128034503,"Armstrong",28,"LEECHBURG AREA SD",8,"Female",30,0.0,63.3,36.7,0.0
128034503,"Armstrong",28,"LEECHBURG AREA SD",8,"White",61,0.0,45.9,47.5,6.6
128034503,"Armstrong",28,"LEECHBURG AREA SD",11,"All Students",64,6.3,75.0,18.8,0.0
128034503,"Armstrong",28,"LEECHBURG AREA SD",11,"IEP",10,0.0,50.0,50.0,0.0
128034503,"Armstrong",28,"LEECHBURG AREA SD",11,"Economically Disadvantaged",19,5.3,63.2,31.6,0.0
128034503,"Armstrong",28,"LEECHBURG AREA SD",11,"Male",33,3.0,72.7,24.2,0.0
128034503,"Armstrong",28,"LEECHBURG AREA SD",11,"Female",31,9.7,77.4,12.9,0.0
128034503,"Armstrong",28,"LEECHBURG AREA SD",11,"White",61,4.9,77.0,18.0,0.0
127040503,"Beaver",27,"ALIQUIPPA SD",5,"All Students",84,0.0,8.3,90.5,1.2
127040503,"Beaver",27,"ALIQUIPPA SD",5,"IEP",19,0.0,5.3,94.7,0.0
127040503,"Beaver",27,"ALIQUIPPA SD",5,"Economically Disadvantaged",74,0.0,8.1,90.5,1.4
127040503,"Beaver",27,"ALIQUIPPA SD",5,"Male",47,0.0,0.0,97.9,2.1
127040503,"Beaver",27,"ALIQUIPPA SD",5,"Female",37,0.0,18.9,81.1,0.0
127040503,"Beaver",27,"ALIQUIPPA SD",5,"White",15,0.0,6.7,93.3,0.0
127040503,"Beaver",27,"ALIQUIPPA SD",5,"Black",68,0.0,7.4,91.2,1.5
127040503,"Beaver",27,"ALIQUIPPA SD",8,"All Students",81,0.0,23.5,59.3,17.3
127040503,"Beaver",27,"ALIQUIPPA SD",8,"IEP",15,0.0,0.0,53.3,46.7
127040503,"Beaver",27,"ALIQUIPPA SD",8,"Economically Disadvantaged",68,0.0,22.1,57.4,20.6
127040503,"Beaver",27,"ALIQUIPPA SD",8,"Male",43,0.0,16.3,65.1,18.6
127040503,"Beaver",27,"ALIQUIPPA SD",8,"Female",38,0.0,31.6,52.6,15.8
127040503,"Beaver",27,"ALIQUIPPA SD",8,"White",14,0.0,21.4,64.3,14.3
127040503,"Beaver",27,"ALIQUIPPA SD",8,"Black",66,0.0,22.7,59.1,18.2
127040503,"Beaver",27,"ALIQUIPPA SD",11,"All Students",48,4.2,56.3,33.3,6.3
127040503,"Beaver",27,"ALIQUIPPA SD",11,"Economically Disadvantaged",38,2.6,55.3,34.2,7.9
127040503,"Beaver",27,"ALIQUIPPA SD",11,"Male",25,4.0,60.0,28.0,8.0
127040503,"Beaver",27,"ALIQUIPPA SD",11,"Female",22,4.5,50.0,40.9,4.5
127040503,"Beaver",27,"ALIQUIPPA SD",11,"Black",41,0.0,53.7,39.0,7.3
127040703,"Beaver",27,"AMBRIDGE AREA SD",5,"All Students",184,1.1,37.5,60.3,1.1
127040703,"Beaver",27,"AMBRIDGE AREA SD",5,"IEP",35,0.0,17.1,80.0,2.9
127040703,"Beaver",27,"AMBRIDGE AREA SD",5,"Economically Disadvantaged",87,1.1,20.7,77.0,1.1
127040703,"Beaver",27,"AMBRIDGE AREA SD",5,"Male",104,0.0,31.7,66.3,1.9
127040703,"Beaver",27,"AMBRIDGE AREA SD",5,"Female",79,2.5,44.3,53.2,0.0
127040703,"Beaver",27,"AMBRIDGE AREA SD",5,"White",157,1.3,42.0,55.4,1.3
127040703,"Beaver",27,"AMBRIDGE AREA SD",5,"Black",24,0.0,4.2,95.8,0.0
127040703,"Beaver",27,"AMBRIDGE AREA SD",8,"All Students",206,2.9,50.0,44.2,2.9
127040703,"Beaver",27,"AMBRIDGE AREA SD",8,"IEP",37,0.0,18.9,70.3,10.8
127040703,"Beaver",27,"AMBRIDGE AREA SD",8,"Economically Disadvantaged",84,1.2,35.7,58.3,4.8
127040703,"Beaver",27,"AMBRIDGE AREA SD",8,"Male",118,1.7,36.4,57.6,4.2
127040703,"Beaver",27,"AMBRIDGE AREA SD",8,"Female",88,4.5,68.2,26.1,1.1
127040703,"Beaver",27,"AMBRIDGE AREA SD",8,"White",177,2.8,53.1,41.8,2.3
127040703,"Beaver",27,"AMBRIDGE AREA SD",8,"Black",22,4.5,27.3,59.1,9.1
127040703,"Beaver",27,"AMBRIDGE AREA SD",11,"All Students",192,7.3,69.3,20.8,2.6
127040703,"Beaver",27,"AMBRIDGE AREA SD",11,"IEP",26,0.0,23.1,61.5,15.4
127040703,"Beaver",27,"AMBRIDGE AREA SD",11,"Economically Disadvantaged",50,4.0,58.0,30.0,8.0
127040703,"Beaver",27,"AMBRIDGE AREA SD",11,"Male",93,5.4,65.6,24.7,4.3
127040703,"Beaver",27,"AMBRIDGE AREA SD",11,"Female",99,9.1,72.7,17.2,1.0
127040703,"Beaver",27,"AMBRIDGE AREA SD",11,"White",172,8.1,72.1,17.4,2.3
127040703,"Beaver",27,"AMBRIDGE AREA SD",11,"Black",18,0.0,44.4,50.0,5.6
127041203,"Beaver",27,"BEAVER AREA SD",5,"All Students",155,7.1,81.9,10.3,0.6
127041203,"Beaver",27,"BEAVER AREA SD",5,"IEP",14,0.0,50.0,42.9,7.1
127041203,"Beaver",27,"BEAVER AREA SD",5,"Economically Disadvantaged",28,3.6,78.6,17.9,0.0
127041203,"Beaver",27,"BEAVER AREA SD",5,"Male",78,3.8,79.5,15.4,1.3
127041203,"Beaver",27,"BEAVER AREA SD",5,"Female",77,10.4,84.4,5.2,0.0
127041203,"Beaver",27,"BEAVER AREA SD",5,"White",149,7.4,81.9,10.1,0.7
127041203,"Beaver",27,"BEAVER AREA SD",8,"All Students",173,13.9,67.6,17.3,1.2
