"The 2009 PSSA Science District Level Proficiency Results",,,,,,,,,,
"(Full Academic Year; No PASA Scores) Subgroups with less than 10 students assessed were removed from the file. Percentages were rounded to the nearest tenth. Proficiency percentages may not add up to 100 due to rounding.",,,,,,,,,,
,,,,,,,,,,
"AUN","County","IU Number","District","Grade","Group","Number Scored Science","% Advanced Science","% Proficient Science","% Basic Science","% Below Basic Science"
124157203,"Chester",24,"PHOENIXVILLE AREA SD",11,"Female",131,25.2,22.1,38.9,13.7
124157203,"Chester",24,"PHOENIXVILLE AREA SD",11,"White",233,27.9,29.2,36.5,6.4
124157203,"Chester",24,"PHOENIXVILLE AREA SD",11,"Black",24,4.2,4.2,50,41.7
124157203,"Chester",24,"PHOENIXVILLE AREA SD",11,"Asian",10,20,30,20,30
124157802,"Chester",24,"TREDYFFRIN-EASTTOWN SD",4,"All Students",473,68.7,27.5,3.2,0.6
124157802,"Chester",24,"TREDYFFRIN-EASTTOWN SD",4,"IEP",62,33.9,46.8,14.5,4.8
124157802,"Chester",24,"TREDYFFRIN-EASTTOWN SD",4,"Economically Disadvantaged",16,12.5,56.3,18.8,12.5
124157802,"Chester",24,"TREDYFFRIN-EASTTOWN SD",4,"Male",236,71.2,23.3,4.2,1.3
124157802,"Chester",24,"TREDYFFRIN-EASTTOWN SD",4,"Female",237,66.2,31.6,2.1,0.0
124157802,"Chester",24,"TREDYFFRIN-EASTTOWN SD",4,"White",386,70.5,26.7,2.1,0.8
124157802,"Chester",24,"TREDYFFRIN-EASTTOWN SD",4,"Black",16,6.3,75.0,18.8,0.0
124157802,"Chester",24,"TREDYFFRIN-EASTTOWN SD",4,"Asian",62,74.2,21.0,4.8,0.0
124157802,"Chester",24,"TREDYFFRIN-EASTTOWN SD",8,"All Students",467,57.8,29.8,8.8,3.6
124157802,"Chester",24,"TREDYFFRIN-EASTTOWN SD",8,"IEP",66,16.7,37.9,22.7,22.7
124157802,"Chester",24,"TREDYFFRIN-EASTTOWN SD",8,"Economically Disadvantaged",19,21.1,31.6,26.3,21.1
124157802,"Chester",24,"TREDYFFRIN-EASTTOWN SD",8,"Male",227,60.8,27.8,7,4.4
124157802,"Chester",24,"TREDYFFRIN-EASTTOWN SD",8,"Female",240,55,31.7,10.4,2.9
124157802,"Chester",24,"TREDYFFRIN-EASTTOWN SD",8,"White",378,56.6,31.2,9.3,2.9
124157802,"Chester",24,"TREDYFFRIN-EASTTOWN SD",8,"Black",13,7.7,30.8,23.1,38.5
124157802,"Chester",24,"TREDYFFRIN-EASTTOWN SD",8,"Hispanic",10,60,40,0,0
124157802,"Chester",24,"TREDYFFRIN-EASTTOWN SD",8,"Asian",64,75,20.3,4.7,0
124157802,"Chester",24,"TREDYFFRIN-EASTTOWN SD",11,"All Students",486,51.6,26.3,17.9,4.1
124157802,"Chester",24,"TREDYFFRIN-EASTTOWN SD",11,"IEP",66,13.6,24.2,42.4,19.7
124157802,"Chester",24,"TREDYFFRIN-EASTTOWN SD",11,"Economically Disadvantaged",17,11.8,23.5,47.1,17.6
124157802,"Chester",24,"TREDYFFRIN-EASTTOWN SD",11,"Male",249,55.4,23.3,16.5,4.8
124157802,"Chester",24,"TREDYFFRIN-EASTTOWN SD",11,"Female",237,47.7,29.5,19.4,3.4
124157802,"Chester",24,"TREDYFFRIN-EASTTOWN SD",11,"White",417,51.8,28.1,17,3.1
124157802,"Chester",24,"TREDYFFRIN-EASTTOWN SD",11,"Black",20,15,10,50,25
124157802,"Chester",24,"TREDYFFRIN-EASTTOWN SD",11,"Asian",46,65.2,19.6,10.9,4.3
124158503,"Chester",24,"UNIONVILLE-CHADDS FORD SD",4,"All Students",285,73.3,23.5,2.8,0.4
124158503,"Chester",24,"UNIONVILLE-CHADDS FORD SD",4,"IEP",58,55.2,36.2,6.9,1.7
124158503,"Chester",24,"UNIONVILLE-CHADDS FORD SD",4,"Male",147,72.1,24.5,3.4,0.0
124158503,"Chester",24,"UNIONVILLE-CHADDS FORD SD",4,"Female",138,74.6,22.5,2.2,0.7
124158503,"Chester",24,"UNIONVILLE-CHADDS FORD SD",4,"White",258,73.3,24.0,2.3,0.4
124158503,"Chester",24,"UNIONVILLE-CHADDS FORD SD",4,"Asian",21,85.7,14.3,0.0,0.0
124158503,"Chester",24,"UNIONVILLE-CHADDS FORD SD",8,"All Students",319,55.5,32.3,8.5,3.8
124158503,"Chester",24,"UNIONVILLE-CHADDS FORD SD",8,"IEP",29,27.6,17.2,27.6,27.6
124158503,"Chester",24,"UNIONVILLE-CHADDS FORD SD",8,"Male",156,63.5,26.9,3.8,5.8
124158503,"Chester",24,"UNIONVILLE-CHADDS FORD SD",8,"Female",163,47.9,37.4,12.9,1.8
124158503,"Chester",24,"UNIONVILLE-CHADDS FORD SD",8,"White",294,55.8,33,7.5,3.7
124158503,"Chester",24,"UNIONVILLE-CHADDS FORD SD",8,"Asian",15,66.7,26.7,6.7,0
124158503,"Chester",24,"UNIONVILLE-CHADDS FORD SD",11,"All Students",311,44.7,29.6,20.6,5.1
124158503,"Chester",24,"UNIONVILLE-CHADDS FORD SD",11,"IEP",40,10,22.5,47.5,20
124158503,"Chester",24,"UNIONVILLE-CHADDS FORD SD",11,"Male",165,43.6,25.5,22.4,8.5
124158503,"Chester",24,"UNIONVILLE-CHADDS FORD SD",11,"Female",146,45.9,34.2,18.5,1.4
124158503,"Chester",24,"UNIONVILLE-CHADDS FORD SD",11,"White",277,43.3,30.7,20.9,5.1
124158503,"Chester",24,"UNIONVILLE-CHADDS FORD SD",11,"Hispanic",11,36.4,27.3,27.3,9.1
124158503,"Chester",24,"UNIONVILLE-CHADDS FORD SD",11,"Asian",19,68.4,10.5,15.8,5.3
124159002,"Chester",24,"WEST CHESTER AREA SD",4,"All Students",881,65.2,30.2,4.0,0.7
124159002,"Chester",24,"WEST CHESTER AREA SD",4,"IEP",132,40.2,43.2,13.6,3.0
124159002,"Chester",24,"WEST CHESTER AREA SD",4,"ELL",28,10.7,60.7,28.6,0.0
124159002,"Chester",24,"WEST CHESTER AREA SD",4,"Economically Disadvantaged",71,26.8,49.3,21.1,2.8
124159002,"Chester",24,"WEST CHESTER AREA SD",4,"Male",437,65.0,30.0,3.9,1.1
124159002,"Chester",24,"WEST CHESTER AREA SD",4,"Female",444,65.3,30.4,4.1,0.2
124159002,"Chester",24,"WEST CHESTER AREA SD",4,"White",744,68.8,28.6,2.2,0.4
124159002,"Chester",24,"WEST CHESTER AREA SD",4,"Black",54,35.2,40.7,20.4,3.7
124159002,"Chester",24,"WEST CHESTER AREA SD",4,"Hispanic",36,25.0,50.0,22.2,2.8
124159002,"Chester",24,"WEST CHESTER AREA SD",4,"Asian",46,71.7,28.3,0.0,0.0
124159002,"Chester",24,"WEST CHESTER AREA SD",8,"All Students",596,33.6,40.1,15.4,10.9
124159002,"Chester",24,"WEST CHESTER AREA SD",8,"IEP",81,4.9,25.9,23.5,45.7
124159002,"Chester",24,"WEST CHESTER AREA SD",8,"Economically Disadvantaged",37,24.3,21.6,18.9,35.1
124159002,"Chester",24,"WEST CHESTER AREA SD",8,"Male",300,36.7,37,15.3,11
124159002,"Chester",24,"WEST CHESTER AREA SD",8,"Female",295,30.5,43.1,15.6,10.8
124159002,"Chester",24,"WEST CHESTER AREA SD",8,"White",513,34.3,41.3,15.6,8.8
124159002,"Chester",24,"WEST CHESTER AREA SD",8,"Black",50,10,32,24,34
124159002,"Chester",24,"WEST CHESTER AREA SD",8,"Asian",26,69.2,26.9,0,3.8
124159002,"Chester",24,"WEST CHESTER AREA SD",11,"All Students",997,24.9,26.6,36.3,12.2
124159002,"Chester",24,"WEST CHESTER AREA SD",11,"IEP",134,6.7,13.4,44,35.8
124159002,"Chester",24,"WEST CHESTER AREA SD",11,"ELL",23,0,8.7,26.1,65.2
124159002,"Chester",24,"WEST CHESTER AREA SD",11,"Economically Disadvantaged",62,6.5,11.3,35.5,46.8
124159002,"Chester",24,"WEST CHESTER AREA SD",11,"Male",531,26,25.4,37.1,11.5
124159002,"Chester",24,"WEST CHESTER AREA SD",11,"Female",466,23.6,27.9,35.4,13.1
124159002,"Chester",24,"WEST CHESTER AREA SD",11,"White",832,26.6,28.5,35.9,9
124159002,"Chester",24,"WEST CHESTER AREA SD",11,"Black",76,6.6,10.5,47.4,35.5
124159002,"Chester",24,"WEST CHESTER AREA SD",11,"Hispanic",36,5.6,8.3,41.7,44.4
124159002,"Chester",24,"WEST CHESTER AREA SD",11,"Asian",49,40.8,30.6,20.4,8.2
106160303,"Clarion",6,"ALLEGHENY-CLARION VALLEY SD",4,"All Students",61,26.2,59.0,13.1,1.6
106160303,"Clarion",6,"ALLEGHENY-CLARION VALLEY SD",4,"IEP",13,0.0,69.2,30.8,0.0
106160303,"Clarion",6,"ALLEGHENY-CLARION VALLEY SD",4,"Economically Disadvantaged",28,25.0,53.6,21.4,0.0
106160303,"Clarion",6,"ALLEGHENY-CLARION VALLEY SD",4,"Male",32,25.0,62.5,12.5,0.0
106160303,"Clarion",6,"ALLEGHENY-CLARION VALLEY SD",4,"Female",29,27.6,55.2,13.8,3.4
106160303,"Clarion",6,"ALLEGHENY-CLARION VALLEY SD",4,"White",60,26.7,60.0,11.7,1.7
106160303,"Clarion",6,"ALLEGHENY-CLARION VALLEY SD",8,"All Students",82,28.0,32.9,22.0,17.1
106160303,"Clarion",6,"ALLEGHENY-CLARION VALLEY SD",8,"IEP",15,26.7,13.3,26.7,33.3
106160303,"Clarion",6,"ALLEGHENY-CLARION VALLEY SD",8,"Economically Disadvantaged",24,16.7,20.8,37.5,25.0
106160303,"Clarion",6,"ALLEGHENY-CLARION VALLEY SD",8,"Male",40,35.0,25.0,25.0,15.0
106160303,"Clarion",6,"ALLEGHENY-CLARION VALLEY SD",8,"Female",42,21.4,40.5,19.0,19.0
106160303,"Clarion",6,"ALLEGHENY-CLARION VALLEY SD",8,"White",81,28.4,33.3,21.0,17.3
106160303,"Clarion",6,"ALLEGHENY-CLARION VALLEY SD",11,"All Students",86,12.8,12.8,57,17.4
106160303,"Clarion",6,"ALLEGHENY-CLARION VALLEY SD",11,"IEP",23,13,13,21.7,52.2
106160303,"Clarion",6,"ALLEGHENY-CLARION VALLEY SD",11,"Economically Disadvantaged",32,6.3,3.1,59.4,31.3
106160303,"Clarion",6,"ALLEGHENY-CLARION VALLEY SD",11,"Male",41,12.2,12.2,56.1,19.5
106160303,"Clarion",6,"ALLEGHENY-CLARION VALLEY SD",11,"Female",45,13.3,13.3,57.8,15.6
106160303,"Clarion",6,"ALLEGHENY-CLARION VALLEY SD",11,"White",84,11.9,13.1,57.1,17.9
106161203,"Clarion",6,"CLARION AREA SD",4,"All Students",62,66.1,32.3,1.6,0.0
106161203,"Clarion",6,"CLARION AREA SD",4,"Economically Disadvantaged",18,44.4,50.0,5.6,0.0
106161203,"Clarion",6,"CLARION AREA SD",4,"Male",32,62.5,37.5,0.0,0.0
106161203,"Clarion",6,"CLARION AREA SD",4,"Female",30,70.0,26.7,3.3,0.0
106161203,"Clarion",6,"CLARION AREA SD",4,"White",59,67.8,32.2,0.0,0.0
106161203,"Clarion",6,"CLARION AREA SD",8,"All Students",79,19.0,45.6,15.2,20.3
106161203,"Clarion",6,"CLARION AREA SD",8,"Economically Disadvantaged",18,16.7,27.8,16.7,38.9
106161203,"Clarion",6,"CLARION AREA SD",8,"Male",38,21.1,42.1,21.1,15.8
106161203,"Clarion",6,"CLARION AREA SD",8,"Female",41,17.1,48.8,9.8,24.4
106161203,"Clarion",6,"CLARION AREA SD",8,"White",73,19.2,46.6,16.4,17.8
106161203,"Clarion",6,"CLARION AREA SD",11,"All Students",74,10.8,32.4,47.3,9.5
106161203,"Clarion",6,"CLARION AREA SD",11,"Economically Disadvantaged",13,7.7,38.5,30.8,23.1
106161203,"Clarion",6,"CLARION AREA SD",11,"Male",44,11.4,34.1,47.7,6.8
106161203,"Clarion",6,"CLARION AREA SD",11,"Female",30,10,30,46.7,13.3
106161203,"Clarion",6,"CLARION AREA SD",11,"White",70,10,32.9,48.6,8.6
106161703,"Clarion",6,"CLARION-LIMESTONE AREA SD",4,"All Students",81,69.1,25.9,4.9,0.0
106161703,"Clarion",6,"CLARION-LIMESTONE AREA SD",4,"IEP",11,45.5,36.4,18.2,0.0
106161703,"Clarion",6,"CLARION-LIMESTONE AREA SD",4,"Economically Disadvantaged",38,60.5,31.6,7.9,0.0
106161703,"Clarion",6,"CLARION-LIMESTONE AREA SD",4,"Male",45,71.1,22.2,6.7,0.0
106161703,"Clarion",6,"CLARION-LIMESTONE AREA SD",4,"Female",36,66.7,30.6,2.8,0.0
106161703,"Clarion",6,"CLARION-LIMESTONE AREA SD",4,"White",80,68.8,26.3,5.0,0.0
106161703,"Clarion",6,"CLARION-LIMESTONE AREA SD",8,"All Students",78,23.1,32.1,20.5,24.4
106161703,"Clarion",6,"CLARION-LIMESTONE AREA SD",8,"Economically Disadvantaged",26,15.4,38.5,30.8,15.4
106161703,"Clarion",6,"CLARION-LIMESTONE AREA SD",8,"Male",44,25.0,36.4,15.9,22.7
106161703,"Clarion",6,"CLARION-LIMESTONE AREA SD",8,"Female",34,20.6,26.5,26.5,26.5
106161703,"Clarion",6,"CLARION-LIMESTONE AREA SD",8,"White",76,22.4,31.6,21.1,25.0
106161703,"Clarion",6,"CLARION-LIMESTONE AREA SD",11,"All Students",80,17.5,31.3,42.5,8.8
106161703,"Clarion",6,"CLARION-LIMESTONE AREA SD",11,"IEP",10,30,0,40,30
106161703,"Clarion",6,"CLARION-LIMESTONE AREA SD",11,"Economically Disadvantaged",18,0,33.3,55.6,11.1
106161703,"Clarion",6,"CLARION-LIMESTONE AREA SD",11,"Male",43,18.6,27.9,44.2,9.3
106161703,"Clarion",6,"CLARION-LIMESTONE AREA SD",11,"Female",37,16.2,35.1,40.5,8.1
106161703,"Clarion",6,"CLARION-LIMESTONE AREA SD",11,"White",76,18.4,30.3,43.4,7.9
106166503,"Clarion",6,"KEYSTONE SD",4,"All Students",85,49.4,42.4,5.9,2.4
106166503,"Clarion",6,"KEYSTONE SD",4,"IEP",14,50.0,21.4,21.4,7.1
106166503,"Clarion",6,"KEYSTONE SD",4,"Economically Disadvantaged",37,29.7,59.5,8.1,2.7
106166503,"Clarion",6,"KEYSTONE SD",4,"Male",40,45.0,47.5,7.5,0.0
106166503,"Clarion",6,"KEYSTONE SD",4,"Female",45,53.3,37.8,4.4,4.4
106166503,"Clarion",6,"KEYSTONE SD",4,"White",85,49.4,42.4,5.9,2.4
106166503,"Clarion",6,"KEYSTONE SD",8,"All Students",86,26.7,26.7,29.1,17.4
106166503,"Clarion",6,"KEYSTONE SD",8,"IEP",14,0.0,7.1,21.4,71.4
106166503,"Clarion",6,"KEYSTONE SD",8,"Economically Disadvantaged",33,9.1,21.2,36.4,33.3
106166503,"Clarion",6,"KEYSTONE SD",8,"Male",50,28.0,26.0,30.0,16.0
106166503,"Clarion",6,"KEYSTONE SD",8,"Female",35,25.7,28.6,28.6,17.1
106166503,"Clarion",6,"KEYSTONE SD",8,"White",85,27.1,27.1,29.4,16.5
106166503,"Clarion",6,"KEYSTONE SD",11,"All Students",101,10.9,41.6,40.6,6.9
106166503,"Clarion",6,"KEYSTONE SD",11,"Economically Disadvantaged",29,6.9,37.9,41.4,13.8
106166503,"Clarion",6,"KEYSTONE SD",11,"Male",48,12.5,45.8,31.3,10.4
106166503,"Clarion",6,"KEYSTONE SD",11,"Female",53,9.4,37.7,49.1,3.8
106166503,"Clarion",6,"KEYSTONE SD",11,"White",101,10.9,41.6,40.6,6.9
106167504,"Clarion",6,"NORTH CLARION COUNTY SD",4,"All Students",36,61.1,33.3,5.6,0.0
106167504,"Clarion",6,"NORTH CLARION COUNTY SD",4,"Economically Disadvantaged",12,58.3,33.3,8.3,0.0
106167504,"Clarion",6,"NORTH CLARION COUNTY SD",4,"Male",21,66.7,28.6,4.8,0.0
106167504,"Clarion",6,"NORTH CLARION COUNTY SD",4,"Female",15,53.3,40.0,6.7,0.0
106167504,"Clarion",6,"NORTH CLARION COUNTY SD",4,"White",36,61.1,33.3,5.6,0.0
106167504,"Clarion",6,"NORTH CLARION COUNTY SD",8,"All Students",44,31.8,29.5,25.0,13.6
106167504,"Clarion",6,"NORTH CLARION COUNTY SD",8,"IEP",11,0.0,9.1,36.4,54.5
106167504,"Clarion",6,"NORTH CLARION COUNTY SD",8,"Economically Disadvantaged",17,11.8,41.2,29.4,17.6
106167504,"Clarion",6,"NORTH CLARION COUNTY SD",8,"Male",20,30.0,40.0,25.0,5.0
106167504,"Clarion",6,"NORTH CLARION COUNTY SD",8,"Female",24,33.3,20.8,25.0,20.8
106167504,"Clarion",6,"NORTH CLARION COUNTY SD",8,"White",43,32.6,27.9,25.6,14.0
106167504,"Clarion",6,"NORTH CLARION COUNTY SD",11,"All Students",61,23,34.4,36.1,6.6
106167504,"Clarion",6,"NORTH CLARION COUNTY SD",11,"Economically Disadvantaged",14,21.4,21.4,42.9,14.3
106167504,"Clarion",6,"NORTH CLARION COUNTY SD",11,"Male",31,19.4,32.3,38.7,9.7
106167504,"Clarion",6,"NORTH CLARION COUNTY SD",11,"Female",30,26.7,36.7,33.3,3.3
106167504,"Clarion",6,"NORTH CLARION COUNTY SD",11,"White",60,23.3,35,35,6.7
106168003,"Clarion",6,"REDBANK VALLEY SD",4,"All Students",93,47.3,48.4,4.3,0.0
106168003,"Clarion",6,"REDBANK VALLEY SD",4,"IEP",16,18.8,62.5,18.8,0.0
106168003,"Clarion",6,"REDBANK VALLEY SD",4,"Economically Disadvantaged",33,36.4,57.6,6.1,0.0
106168003,"Clarion",6,"REDBANK VALLEY SD",4,"Male",43,51.2,41.9,7.0,0.0
106168003,"Clarion",6,"REDBANK VALLEY SD",4,"Female",49,42.9,55.1,2.0,0.0
106168003,"Clarion",6,"REDBANK VALLEY SD",4,"White",92,46.7,48.9,4.3,0.0
106168003,"Clarion",6,"REDBANK VALLEY SD",8,"All Students",104,12.5,32.7,27.9,26.9
106168003,"Clarion",6,"REDBANK VALLEY SD",8,"IEP",19,0.0,5.3,15.8,78.9
106168003,"Clarion",6,"REDBANK VALLEY SD",8,"Economically Disadvantaged",32,9.4,25.0,31.3,34.4
106168003,"Clarion",6,"REDBANK VALLEY SD",8,"Male",50,16.0,30.0,24.0,30.0
106168003,"Clarion",6,"REDBANK VALLEY SD",8,"Female",54,9.3,35.2,31.5,24.1
106168003,"Clarion",6,"REDBANK VALLEY SD",8,"White",104,12.5,32.7,27.9,26.9
106168003,"Clarion",6,"REDBANK VALLEY SD",11,"All Students",103,15.5,16.5,55.3,12.6
106168003,"Clarion",6,"REDBANK VALLEY SD",11,"IEP",11,0,0,18.2,81.8
106168003,"Clarion",6,"REDBANK VALLEY SD",11,"Economically Disadvantaged",33,12.1,9.1,57.6,21.2
106168003,"Clarion",6,"REDBANK VALLEY SD",11,"Male",59,18.6,16.9,54.2,10.2
106168003,"Clarion",6,"REDBANK VALLEY SD",11,"Female",44,11.4,15.9,56.8,15.9
106168003,"Clarion",6,"REDBANK VALLEY SD",11,"White",103,15.5,16.5,55.3,12.6
106169003,"Clarion",6,"UNION  SD",4,"All Students",37,45.9,43.2,10.8,0.0
106169003,"Clarion",6,"UNION  SD",4,"Economically Disadvantaged",26,42.3,42.3,15.4,0.0
106169003,"Clarion",6,"UNION  SD",4,"Male",20,50.0,35.0,15.0,0.0
106169003,"Clarion",6,"UNION  SD",4,"Female",17,41.2,52.9,5.9,0.0
106169003,"Clarion",6,"UNION  SD",4,"White",36,44.4,44.4,11.1,0.0
106169003,"Clarion",6,"UNION  SD",8,"All Students",52,25.0,36.5,17.3,21.2
106169003,"Clarion",6,"UNION  SD",8,"Economically Disadvantaged",26,26.9,26.9,19.2,26.9
106169003,"Clarion",6,"UNION  SD",8,"Male",30,36.7,26.7,20.0,16.7
106169003,"Clarion",6,"UNION  SD",8,"Female",22,9.1,50.0,13.6,27.3
106169003,"Clarion",6,"UNION  SD",8,"White",52,25.0,36.5,17.3,21.2
106169003,"Clarion",6,"UNION  SD",11,"All Students",56,7.1,30.4,51.8,10.7
106169003,"Clarion",6,"UNION  SD",11,"Economically Disadvantaged",20,10,10,65,15
106169003,"Clarion",6,"UNION  SD",11,"Male",28,7.1,32.1,46.4,14.3
106169003,"Clarion",6,"UNION  SD",11,"Female",28,7.1,28.6,57.1,7.1
106169003,"Clarion",6,"UNION  SD",11,"White",56,7.1,30.4,51.8,10.7
110171003,"Clearfield",10,"CLEARFIELD AREA SD",4,"All Students",203,29.6,46.8,16.7,6.9
110171003,"Clearfield",10,"CLEARFIELD AREA SD",4,"IEP",50,14.0,40.0,30.0,16.0
110171003,"Clearfield",10,"CLEARFIELD AREA SD",4,"Economically Disadvantaged",118,17.8,46.6,24.6,11.0
110171003,"Clearfield",10,"CLEARFIELD AREA SD",4,"Male",113,31.9,47.8,14.2,6.2
110171003,"Clearfield",10,"CLEARFIELD AREA SD",4,"Female",90,26.7,45.6,20.0,7.8
110171003,"Clearfield",10,"CLEARFIELD AREA SD",4,"White",193,30.6,45.6,16.6,7.3
110171003,"Clearfield",10,"CLEARFIELD AREA SD",8,"All Students",183,16.4,32.2,26.2,25.1
110171003,"Clearfield",10,"CLEARFIELD AREA SD",8,"IEP",25,0.0,12.0,16.0,72.0
110171003,"Clearfield",10,"CLEARFIELD AREA SD",8,"Economically Disadvantaged",88,13.6,21.6,30.7,34.1
110171003,"Clearfield",10,"CLEARFIELD AREA SD",8,"Male",86,18.6,37.2,18.6,25.6
110171003,"Clearfield",10,"CLEARFIELD AREA SD",8,"Female",97,14.4,27.8,33.0,24.7
110171003,"Clearfield",10,"CLEARFIELD AREA SD",8,"White",177,15.8,32.2,26.6,25.4
110171003,"Clearfield",10,"CLEARFIELD AREA SD",11,"All Students",215,14,18.6,43.3,24.2
110171003,"Clearfield",10,"CLEARFIELD AREA SD",11,"IEP",36,0,5.6,22.2,72.2
110171003,"Clearfield",10,"CLEARFIELD AREA SD",11,"Economically Disadvantaged",96,5.2,15.6,43.8,35.4
110171003,"Clearfield",10,"CLEARFIELD AREA SD",11,"Male",105,14.3,21.9,33.3,30.5
110171003,"Clearfield",10,"CLEARFIELD AREA SD",11,"Female",109,13.8,15.6,53.2,17.4
110171003,"Clearfield",10,"CLEARFIELD AREA SD",11,"White",209,14.4,18.2,43.5,23.9
110171803,"Clearfield",10,"CURWENSVILLE AREA SD",4,"All Students",75,53.3,38.7,6.7,1.3
110171803,"Clearfield",10,"CURWENSVILLE AREA SD",4,"IEP",15,26.7,46.7,20.0,6.7
110171803,"Clearfield",10,"CURWENSVILLE AREA SD",4,"Economically Disadvantaged",28,39.3,50.0,7.1,3.6
110171803,"Clearfield",10,"CURWENSVILLE AREA SD",4,"Male",37,48.6,43.2,8.1,0.0
110171803,"Clearfield",10,"CURWENSVILLE AREA SD",4,"Female",38,57.9,34.2,5.3,2.6
110171803,"Clearfield",10,"CURWENSVILLE AREA SD",4,"White",73,53.4,38.4,6.8,1.4
110171803,"Clearfield",10,"CURWENSVILLE AREA SD",8,"All Students",127,28.3,40.9,18.1,12.6
110171803,"Clearfield",10,"CURWENSVILLE AREA SD",8,"IEP",16,0.0,18.8,25.0,56.3
110171803,"Clearfield",10,"CURWENSVILLE AREA SD",8,"Economically Disadvantaged",51,23.5,35.3,21.6,19.6
110171803,"Clearfield",10,"CURWENSVILLE AREA SD",8,"Male",60,31.7,46.7,8.3,13.3
110171803,"Clearfield",10,"CURWENSVILLE AREA SD",8,"Female",67,25.4,35.8,26.9,11.9
110171803,"Clearfield",10,"CURWENSVILLE AREA SD",8,"White",126,28.6,40.5,18.3,12.7
110171803,"Clearfield",10,"CURWENSVILLE AREA SD",11,"All Students",76,13.2,39.5,43.4,3.9
110171803,"Clearfield",10,"CURWENSVILLE AREA SD",11,"Economically Disadvantaged",19,15.8,21.1,57.9,5.3
110171803,"Clearfield",10,"CURWENSVILLE AREA SD",11,"Male",33,18.2,36.4,45.5,0
110171803,"Clearfield",10,"CURWENSVILLE AREA SD",11,"Female",43,9.3,41.9,41.9,7
110171803,"Clearfield",10,"CURWENSVILLE AREA SD",11,"White",76,13.2,39.5,43.4,3.9
106172003,"Clearfield",6,"DUBOIS AREA SD",4,"All Students",297,46.1,39.4,11.1,3.4
106172003,"Clearfield",6,"DUBOIS AREA SD",4,"IEP",52,15.4,44.2,23.1,17.3
106172003,"Clearfield",6,"DUBOIS AREA SD",4,"Economically Disadvantaged",133,33.1,45.9,15.0,6.0
106172003,"Clearfield",6,"DUBOIS AREA SD",4,"Male",158,49.4,35.4,10.1,5.1
106172003,"Clearfield",6,"DUBOIS AREA SD",4,"Female",139,42.4,43.9,12.2,1.4
106172003,"Clearfield",6,"DUBOIS AREA SD",4,"White",290,46.6,39.0,11.0,3.4
106172003,"Clearfield",6,"DUBOIS AREA SD",8,"All Students",327,25.7,37.3,20.5,16.5
106172003,"Clearfield",6,"DUBOIS AREA SD",8,"IEP",46,0.0,26.1,21.7,52.2
106172003,"Clearfield",6,"DUBOIS AREA SD",8,"Economically Disadvantaged",131,17.6,36.6,19.8,26.0
106172003,"Clearfield",6,"DUBOIS AREA SD",8,"Male",174,27.0,39.1,17.8,16.1
106172003,"Clearfield",6,"DUBOIS AREA SD",8,"Female",153,24.2,35.3,23.5,17.0
106172003,"Clearfield",6,"DUBOIS AREA SD",8,"White",326,25.5,37.4,20.6,16.6
106172003,"Clearfield",6,"DUBOIS AREA SD",11,"All Students",320,13.8,23.1,49.1,14.1
106172003,"Clearfield",6,"DUBOIS AREA SD",11,"IEP",36,0,8.3,44.4,47.2
106172003,"Clearfield",6,"DUBOIS AREA SD",11,"Economically Disadvantaged",108,12,11.1,50,26.9
106172003,"Clearfield",6,"DUBOIS AREA SD",11,"Male",163,17.2,19,50.9,12.9
106172003,"Clearfield",6,"DUBOIS AREA SD",11,"Female",156,10.3,27.6,46.8,15.4
106172003,"Clearfield",6,"DUBOIS AREA SD",11,"White",314,14,23.2,49,13.7
110173003,"Clearfield",10,"GLENDALE SD",4,"All Students",61,42.6,45.9,9.8,1.6
110173003,"Clearfield",10,"GLENDALE SD",4,"IEP",11,9.1,54.5,36.4,0.0
110173003,"Clearfield",10,"GLENDALE SD",4,"Economically Disadvantaged",33,42.4,36.4,18.2,3.0
110173003,"Clearfield",10,"GLENDALE SD",4,"Male",32,53.1,37.5,9.4,0.0
110173003,"Clearfield",10,"GLENDALE SD",4,"Female",29,31.0,55.2,10.3,3.4
110173003,"Clearfield",10,"GLENDALE SD",4,"White",61,42.6,45.9,9.8,1.6
110173003,"Clearfield",10,"GLENDALE SD",8,"All Students",66,10.6,28.8,28.8,31.8
110173003,"Clearfield",10,"GLENDALE SD",8,"IEP",21,0.0,4.8,19.0,76.2
110173003,"Clearfield",10,"GLENDALE SD",8,"Economically Disadvantaged",33,3.0,18.2,36.4,42.4
110173003,"Clearfield",10,"GLENDALE SD",8,"Male",38,10.5,21.1,26.3,42.1
110173003,"Clearfield",10,"GLENDALE SD",8,"Female",28,10.7,39.3,32.1,17.9
110173003,"Clearfield",10,"GLENDALE SD",8,"White",66,10.6,28.8,28.8,31.8
110173003,"Clearfield",10,"GLENDALE SD",11,"All Students",60,8.3,33.3,45,13.3
110173003,"Clearfield",10,"GLENDALE SD",11,"IEP",11,0,18.2,27.3,54.5
110173003,"Clearfield",10,"GLENDALE SD",11,"Economically Disadvantaged",26,7.7,26.9,42.3,23.1
110173003,"Clearfield",10,"GLENDALE SD",11,"Male",27,3.7,33.3,51.9,11.1
110173003,"Clearfield",10,"GLENDALE SD",11,"Female",33,12.1,33.3,39.4,15.2
110173003,"Clearfield",10,"GLENDALE SD",11,"White",60,8.3,33.3,45,13.3
