"The 2011 PSSA Mathematics and Reading District Level Proficiency Results*",,,,,,,,,,,,,,,
"*Full Academic Year Students; No PASA/PSSA-M Scores. Data for groups with 10 or fewer students were replaced by blanks. Percentages were rounded to the nearest tenth. Proficiency percentages may not add up to 100 due to rounding.",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"AUN","County","IU #","District","Grade","Group","Number Scored Math","% Advanced Math","% Proficient Math","% Basic Math","% Below Basic Math","Number Scored Reading","% Advanced Reading","% Proficient Reading","% Basic Reading","% Below Basic Reading"
127040703,"Beaver",27,"AMBRIDGE AREA SD",4,"All Students",230,63.0,27.4,3.9,5.7,229,41.5,37.1,10.0,11.4
127040703,"Beaver",27,"AMBRIDGE AREA SD",4,"Male",114,64.9,25.4,5.3,4.4,113,38.1,38.9,9.7,13.3
127040703,"Beaver",27,"AMBRIDGE AREA SD",4,"Female",116,61.2,29.3,2.6,6.9,116,44.8,35.3,10.3,9.5
127040703,"Beaver",27,"AMBRIDGE AREA SD",4,"White",181,66.3,24.3,3.9,5.5,181,44.8,36.5,9.4,9.4
127040703,"Beaver",27,"AMBRIDGE AREA SD",4,"Black",40,57.5,32.5,5.0,5.0,39,30.8,38.5,15.4,15.4
127040703,"Beaver",27,"AMBRIDGE AREA SD",4,"Hispanic",4,,,,,4,,,,
127040703,"Beaver",27,"AMBRIDGE AREA SD",4,"Asian",1,,,,,1,,,,
127040703,"Beaver",27,"AMBRIDGE AREA SD",4,"Native American",0,,,,,0,,,,
127040703,"Beaver",27,"AMBRIDGE AREA SD",4,"Multi-Ethnic",4,,,,,4,,,,
127040703,"Beaver",27,"AMBRIDGE AREA SD",4,"IEP",42,23.8,35.7,9.5,31.0,41,14.6,26.8,12.2,46.3
127040703,"Beaver",27,"AMBRIDGE AREA SD",4,"ELL",0,,,,,0,,,,
127040703,"Beaver",27,"AMBRIDGE AREA SD",4,"Economically Disadvantaged",114,51.8,31.6,7.0,9.6,112,26.8,38.4,17.0,17.9
127040703,"Beaver",27,"AMBRIDGE AREA SD",5,"All Students",186,48.9,32.3,11.3,7.5,185,24.9,48.6,15.1,11.4
127040703,"Beaver",27,"AMBRIDGE AREA SD",5,"Male",104,47.1,34.6,10.6,7.7,103,17.5,51.5,18.4,12.6
127040703,"Beaver",27,"AMBRIDGE AREA SD",5,"Female",82,51.2,29.3,12.2,7.3,82,34.1,45.1,11.0,9.8
127040703,"Beaver",27,"AMBRIDGE AREA SD",5,"White",148,52.7,33.1,8.8,5.4,147,27.2,51.0,10.9,10.9
127040703,"Beaver",27,"AMBRIDGE AREA SD",5,"Black",30,33.3,23.3,23.3,20.0,30,10.0,43.3,30.0,16.7
127040703,"Beaver",27,"AMBRIDGE AREA SD",5,"Hispanic",3,,,,,3,,,,
127040703,"Beaver",27,"AMBRIDGE AREA SD",5,"Asian",2,,,,,2,,,,
127040703,"Beaver",27,"AMBRIDGE AREA SD",5,"Native American",0,,,,,0,,,,
127040703,"Beaver",27,"AMBRIDGE AREA SD",5,"Multi-Ethnic",3,,,,,3,,,,
127040703,"Beaver",27,"AMBRIDGE AREA SD",5,"IEP",38,23.7,31.6,28.9,15.8,38,7.9,39.5,18.4,34.2
127040703,"Beaver",27,"AMBRIDGE AREA SD",5,"ELL",1,,,,,1,,,,
127040703,"Beaver",27,"AMBRIDGE AREA SD",5,"Economically Disadvantaged",88,33.0,35.2,19.3,12.5,88,11.4,47.7,19.3,21.6
127040703,"Beaver",27,"AMBRIDGE AREA SD",6,"All Students",209,50.7,34.0,7.7,7.7,207,38.6,38.2,15.9,7.2
127040703,"Beaver",27,"AMBRIDGE AREA SD",6,"Male",97,52.6,33.0,6.2,8.2,95,38.9,33.7,17.9,9.5
127040703,"Beaver",27,"AMBRIDGE AREA SD",6,"Female",112,49.1,34.8,8.9,7.1,112,38.4,42.0,14.3,5.4
127040703,"Beaver",27,"AMBRIDGE AREA SD",6,"White",175,53.1,32.0,8.6,6.3,176,40.3,38.1,15.9,5.7
127040703,"Beaver",27,"AMBRIDGE AREA SD",6,"Black",27,40.7,40.7,3.7,14.8,24,33.3,37.5,8.3,20.8
127040703,"Beaver",27,"AMBRIDGE AREA SD",6,"Hispanic",3,,,,,3,,,,
127040703,"Beaver",27,"AMBRIDGE AREA SD",6,"Asian",1,,,,,1,,,,
127040703,"Beaver",27,"AMBRIDGE AREA SD",6,"Native American",0,,,,,0,,,,
127040703,"Beaver",27,"AMBRIDGE AREA SD",6,"Multi-Ethnic",3,,,,,3,,,,
127040703,"Beaver",27,"AMBRIDGE AREA SD",6,"IEP",40,30.0,30.0,15.0,25.0,38,15.8,28.9,36.8,18.4
127040703,"Beaver",27,"AMBRIDGE AREA SD",6,"ELL",0,,,,,0,,,,
127040703,"Beaver",27,"AMBRIDGE AREA SD",6,"Economically Disadvantaged",97,42.3,36.1,11.3,10.3,93,34.4,34.4,22.6,8.6
127040703,"Beaver",27,"AMBRIDGE AREA SD",7,"All Students",190,54.2,22.6,11.6,11.6,190,38.9,34.2,16.3,10.5
127040703,"Beaver",27,"AMBRIDGE AREA SD",7,"Male",113,57.5,20.4,12.4,9.7,114,39.5,33.3,14.9,12.3
127040703,"Beaver",27,"AMBRIDGE AREA SD",7,"Female",77,49.4,26.0,10.4,14.3,76,38.2,35.5,18.4,7.9
127040703,"Beaver",27,"AMBRIDGE AREA SD",7,"White",157,61.1,18.5,10.8,9.6,155,45.2,33.5,13.5,7.7
127040703,"Beaver",27,"AMBRIDGE AREA SD",7,"Black",28,17.9,50.0,14.3,17.9,29,10.3,41.4,27.6,20.7
127040703,"Beaver",27,"AMBRIDGE AREA SD",7,"Hispanic",3,,,,,3,,,,
127040703,"Beaver",27,"AMBRIDGE AREA SD",7,"Asian",0,,,,,0,,,,
127040703,"Beaver",27,"AMBRIDGE AREA SD",7,"Native American",0,,,,,0,,,,
127040703,"Beaver",27,"AMBRIDGE AREA SD",7,"Multi-Ethnic",2,,,,,3,,,,
127040703,"Beaver",27,"AMBRIDGE AREA SD",7,"IEP",32,18.8,9.4,18.8,53.1,32,3.1,25.0,25.0,46.9
127040703,"Beaver",27,"AMBRIDGE AREA SD",7,"ELL",0,,,,,0,,,,
127040703,"Beaver",27,"AMBRIDGE AREA SD",7,"Economically Disadvantaged",90,42.2,25.6,13.3,18.9,91,29.7,31.9,19.8,18.7
127040703,"Beaver",27,"AMBRIDGE AREA SD",8,"All Students",196,63.8,19.9,9.7,6.6,196,64.8,23.0,4.1,8.2
127040703,"Beaver",27,"AMBRIDGE AREA SD",8,"Male",112,67.0,16.1,8.9,8.0,112,62.5,22.3,5.4,9.8
127040703,"Beaver",27,"AMBRIDGE AREA SD",8,"Female",84,59.5,25.0,10.7,4.8,84,67.9,23.8,2.4,6.0
127040703,"Beaver",27,"AMBRIDGE AREA SD",8,"White",170,66.5,19.4,8.8,5.3,169,69.2,23.1,2.4,5.3
127040703,"Beaver",27,"AMBRIDGE AREA SD",8,"Black",19,36.8,26.3,15.8,21.1,20,25.0,25.0,15.0,35.0
127040703,"Beaver",27,"AMBRIDGE AREA SD",8,"Hispanic",1,,,,,1,,,,
127040703,"Beaver",27,"AMBRIDGE AREA SD",8,"Asian",4,,,,,4,,,,
127040703,"Beaver",27,"AMBRIDGE AREA SD",8,"Native American",0,,,,,0,,,,
127040703,"Beaver",27,"AMBRIDGE AREA SD",8,"Multi-Ethnic",2,,,,,2,,,,
127040703,"Beaver",27,"AMBRIDGE AREA SD",8,"IEP",28,21.4,17.9,25.0,35.7,28,17.9,25.0,7.1,50.0
127040703,"Beaver",27,"AMBRIDGE AREA SD",8,"ELL",1,,,,,1,,,,
127040703,"Beaver",27,"AMBRIDGE AREA SD",8,"Economically Disadvantaged",78,50.0,26.9,11.5,11.5,78,52.6,24.4,7.7,15.4
127040703,"Beaver",27,"AMBRIDGE AREA SD",11,"All Students",186,29.6,22.0,21.5,26.9,187,35.8,31.6,13.9,18.7
127040703,"Beaver",27,"AMBRIDGE AREA SD",11,"Male",105,28.6,15.2,26.7,29.5,104,28.8,32.7,17.3,21.2
127040703,"Beaver",27,"AMBRIDGE AREA SD",11,"Female",81,30.9,30.9,14.8,23.5,83,44.6,30.1,9.6,15.7
127040703,"Beaver",27,"AMBRIDGE AREA SD",11,"White",163,33.1,22.7,21.5,22.7,164,39.6,31.1,14.6,14.6
127040703,"Beaver",27,"AMBRIDGE AREA SD",11,"Black",21,0.0,14.3,23.8,61.9,21,0.0,38.1,9.5,52.4
127040703,"Beaver",27,"AMBRIDGE AREA SD",11,"Hispanic",0,,,,,0,,,,
127040703,"Beaver",27,"AMBRIDGE AREA SD",11,"Asian",2,,,,,2,,,,
127040703,"Beaver",27,"AMBRIDGE AREA SD",11,"Native American",0,,,,,0,,,,
127040703,"Beaver",27,"AMBRIDGE AREA SD",11,"Multi-Ethnic",0,,,,,0,,,,
127040703,"Beaver",27,"AMBRIDGE AREA SD",11,"IEP",43,0.0,9.3,25.6,65.1,43,4.7,16.3,18.6,60.5
127040703,"Beaver",27,"AMBRIDGE AREA SD",11,"ELL",0,,,,,0,,,,
127040703,"Beaver",27,"AMBRIDGE AREA SD",11,"Economically Disadvantaged",66,15.2,19.7,25.8,39.4,66,19.7,34.8,15.2,30.3
127041203,"Beaver",27,"BEAVER AREA SD",3,"All Students",125,38.4,50.4,8.8,2.4,125,29.6,57.6,4.8,8.0
127041203,"Beaver",27,"BEAVER AREA SD",3,"Male",64,46.9,42.2,7.8,3.1,64,28.1,53.1,3.1,15.6
127041203,"Beaver",27,"BEAVER AREA SD",3,"Female",60,28.3,60.0,10.0,1.7,60,31.7,61.7,6.7,0.0
127041203,"Beaver",27,"BEAVER AREA SD",3,"White",115,39.1,49.6,8.7,2.6,115,31.3,54.8,5.2,8.7
127041203,"Beaver",27,"BEAVER AREA SD",3,"Black",3,,,,,3,,,,
127041203,"Beaver",27,"BEAVER AREA SD",3,"Hispanic",3,,,,,3,,,,
127041203,"Beaver",27,"BEAVER AREA SD",3,"Asian",3,,,,,3,,,,
127041203,"Beaver",27,"BEAVER AREA SD",3,"Native American",0,,,,,0,,,,
127041203,"Beaver",27,"BEAVER AREA SD",3,"Multi-Ethnic",0,,,,,0,,,,
127041203,"Beaver",27,"BEAVER AREA SD",3,"IEP",22,22.7,50.0,22.7,4.5,22,4.5,59.1,9.1,27.3
127041203,"Beaver",27,"BEAVER AREA SD",3,"ELL",2,,,,,2,,,,
127041203,"Beaver",27,"BEAVER AREA SD",3,"Economically Disadvantaged",26,15.4,61.5,23.1,0.0,26,19.2,65.4,7.7,7.7
127041203,"Beaver",27,"BEAVER AREA SD",4,"All Students",149,61.1,25.5,10.7,2.7,146,41.1,39.7,10.3,8.9
127041203,"Beaver",27,"BEAVER AREA SD",4,"Male",88,59.1,26.1,10.2,4.5,85,38.8,37.6,14.1,9.4
127041203,"Beaver",27,"BEAVER AREA SD",4,"Female",61,63.9,24.6,11.5,0.0,61,44.3,42.6,4.9,8.2
127041203,"Beaver",27,"BEAVER AREA SD",4,"White",143,63.6,23.1,10.5,2.8,140,42.9,38.6,10.0,8.6
127041203,"Beaver",27,"BEAVER AREA SD",4,"Black",1,,,,,1,,,,
127041203,"Beaver",27,"BEAVER AREA SD",4,"Hispanic",5,,,,,5,,,,
127041203,"Beaver",27,"BEAVER AREA SD",4,"Asian",0,,,,,0,,,,
127041203,"Beaver",27,"BEAVER AREA SD",4,"Native American",0,,,,,0,,,,
127041203,"Beaver",27,"BEAVER AREA SD",4,"Multi-Ethnic",0,,,,,0,,,,
127041203,"Beaver",27,"BEAVER AREA SD",4,"IEP",24,41.7,37.5,16.7,4.2,21,33.3,47.6,0.0,19.0
127041203,"Beaver",27,"BEAVER AREA SD",4,"ELL",2,,,,,2,,,,
127041203,"Beaver",27,"BEAVER AREA SD",4,"Economically Disadvantaged",26,46.2,23.1,26.9,3.8,26,42.3,19.2,15.4,23.1
127041203,"Beaver",27,"BEAVER AREA SD",5,"All Students",153,68.0,20.3,9.8,2.0,152,42.1,38.8,16.4,2.6
127041203,"Beaver",27,"BEAVER AREA SD",5,"Male",75,72.0,18.7,8.0,1.3,74,39.2,43.2,13.5,4.1
127041203,"Beaver",27,"BEAVER AREA SD",5,"Female",78,64.1,21.8,11.5,2.6,78,44.9,34.6,19.2,1.3
127041203,"Beaver",27,"BEAVER AREA SD",5,"White",141,70.2,20.6,8.5,0.7,140,44.3,38.6,15.0,2.1
127041203,"Beaver",27,"BEAVER AREA SD",5,"Black",4,,,,,4,,,,
127041203,"Beaver",27,"BEAVER AREA SD",5,"Hispanic",1,,,,,1,,,,
127041203,"Beaver",27,"BEAVER AREA SD",5,"Asian",6,,,,,6,,,,
127041203,"Beaver",27,"BEAVER AREA SD",5,"Native American",1,,,,,1,,,,
127041203,"Beaver",27,"BEAVER AREA SD",5,"Multi-Ethnic",0,,,,,0,,,,
127041203,"Beaver",27,"BEAVER AREA SD",5,"IEP",16,37.5,50.0,0.0,12.5,15,13.3,40.0,33.3,13.3
127041203,"Beaver",27,"BEAVER AREA SD",5,"ELL",2,,,,,2,,,,
127041203,"Beaver",27,"BEAVER AREA SD",5,"Economically Disadvantaged",26,53.8,30.8,11.5,3.8,25,28.0,56.0,16.0,0.0
127041203,"Beaver",27,"BEAVER AREA SD",6,"All Students",145,82.8,12.4,3.4,1.4,146,66.4,24.0,6.8,2.7
127041203,"Beaver",27,"BEAVER AREA SD",6,"Male",66,89.4,7.6,3.0,0.0,67,65.7,25.4,7.5,1.5
127041203,"Beaver",27,"BEAVER AREA SD",6,"Female",79,77.2,16.5,3.8,2.5,79,67.1,22.8,6.3,3.8
127041203,"Beaver",27,"BEAVER AREA SD",6,"White",139,85.6,10.8,3.6,0.0,140,68.6,24.3,5.7,1.4
127041203,"Beaver",27,"BEAVER AREA SD",6,"Black",4,,,,,4,,,,
127041203,"Beaver",27,"BEAVER AREA SD",6,"Hispanic",1,,,,,1,,,,
127041203,"Beaver",27,"BEAVER AREA SD",6,"Asian",1,,,,,1,,,,
127041203,"Beaver",27,"BEAVER AREA SD",6,"Native American",0,,,,,0,,,,
127041203,"Beaver",27,"BEAVER AREA SD",6,"Multi-Ethnic",0,,,,,0,,,,
127041203,"Beaver",27,"BEAVER AREA SD",6,"IEP",13,61.5,7.7,15.4,15.4,14,42.9,21.4,7.1,28.6
127041203,"Beaver",27,"BEAVER AREA SD",6,"ELL",1,,,,,1,,,,
127041203,"Beaver",27,"BEAVER AREA SD",6,"Economically Disadvantaged",25,72.0,24.0,4.0,0.0,26,50.0,34.6,11.5,3.8
127041203,"Beaver",27,"BEAVER AREA SD",7,"All Students",150,68.7,20.0,5.3,6.0,150,56.7,28.0,11.3,4.0
127041203,"Beaver",27,"BEAVER AREA SD",7,"Male",75,68.0,17.3,6.7,8.0,75,46.7,32.0,14.7,6.7
127041203,"Beaver",27,"BEAVER AREA SD",7,"Female",75,69.3,22.7,4.0,4.0,75,66.7,24.0,8.0,1.3
127041203,"Beaver",27,"BEAVER AREA SD",7,"White",143,70.6,18.9,5.6,4.9,143,57.3,29.4,9.8,3.5
127041203,"Beaver",27,"BEAVER AREA SD",7,"Black",5,,,,,5,,,,
127041203,"Beaver",27,"BEAVER AREA SD",7,"Hispanic",0,,,,,0,,,,
127041203,"Beaver",27,"BEAVER AREA SD",7,"Asian",2,,,,,2,,,,
127041203,"Beaver",27,"BEAVER AREA SD",7,"Native American",0,,,,,0,,,,
127041203,"Beaver",27,"BEAVER AREA SD",7,"Multi-Ethnic",0,,,,,0,,,,
127041203,"Beaver",27,"BEAVER AREA SD",7,"IEP",10,,,,,10,,,,
127041203,"Beaver",27,"BEAVER AREA SD",7,"ELL",0,,,,,0,,,,
127041203,"Beaver",27,"BEAVER AREA SD",7,"Economically Disadvantaged",31,61.3,12.9,12.9,12.9,31,51.6,22.6,16.1,9.7
127041203,"Beaver",27,"BEAVER AREA SD",8,"All Students",127,69.3,22.8,4.7,3.1,127,64.6,23.6,8.7,3.1
127041203,"Beaver",27,"BEAVER AREA SD",8,"Male",67,67.2,23.9,6.0,3.0,68,60.3,25.0,8.8,5.9
127041203,"Beaver",27,"BEAVER AREA SD",8,"Female",60,71.7,21.7,3.3,3.3,59,69.5,22.0,8.5,0.0
127041203,"Beaver",27,"BEAVER AREA SD",8,"White",119,70.6,23.5,3.4,2.5,120,66.7,22.5,8.3,2.5
127041203,"Beaver",27,"BEAVER AREA SD",8,"Black",3,,,,,2,,,,
127041203,"Beaver",27,"BEAVER AREA SD",8,"Hispanic",1,,,,,1,,,,
127041203,"Beaver",27,"BEAVER AREA SD",8,"Asian",4,,,,,4,,,,
127041203,"Beaver",27,"BEAVER AREA SD",8,"Native American",0,,,,,0,,,,
127041203,"Beaver",27,"BEAVER AREA SD",8,"Multi-Ethnic",0,,,,,0,,,,
127041203,"Beaver",27,"BEAVER AREA SD",8,"IEP",12,33.3,16.7,25.0,25.0,12,33.3,8.3,50.0,8.3
127041203,"Beaver",27,"BEAVER AREA SD",8,"ELL",2,,,,,2,,,,
127041203,"Beaver",27,"BEAVER AREA SD",8,"Economically Disadvantaged",24,41.7,37.5,8.3,12.5,24,54.2,16.7,29.2,0.0
127041203,"Beaver",27,"BEAVER AREA SD",11,"All Students",167,40.7,28.1,20.4,10.8,167,42.5,34.1,10.8,12.6
127041203,"Beaver",27,"BEAVER AREA SD",11,"Male",80,47.5,21.3,20.0,11.3,80,40.0,32.5,11.3,16.3
127041203,"Beaver",27,"BEAVER AREA SD",11,"Female",87,34.5,34.5,20.7,10.3,87,44.8,35.6,10.3,9.2
127041203,"Beaver",27,"BEAVER AREA SD",11,"White",162,42.0,27.8,19.8,10.5,162,43.2,34.0,11.1,11.7
127041203,"Beaver",27,"BEAVER AREA SD",11,"Black",1,,,,,1,,,,
127041203,"Beaver",27,"BEAVER AREA SD",11,"Hispanic",4,,,,,4,,,,
127041203,"Beaver",27,"BEAVER AREA SD",11,"Asian",0,,,,,0,,,,
127041203,"Beaver",27,"BEAVER AREA SD",11,"Native American",0,,,,,0,,,,
127041203,"Beaver",27,"BEAVER AREA SD",11,"Multi-Ethnic",0,,,,,0,,,,
127041203,"Beaver",27,"BEAVER AREA SD",11,"IEP",23,4.3,4.3,34.8,56.5,23,4.3,17.4,17.4,60.9
127041203,"Beaver",27,"BEAVER AREA SD",11,"ELL",0,,,,,0,,,,
127041203,"Beaver",27,"BEAVER AREA SD",11,"Economically Disadvantaged",24,29.2,37.5,29.2,4.2,24,45.8,41.7,0.0,12.5
127041503,"Beaver",27,"BIG BEAVER FALLS AREA SD",3,"All Students",126,42.9,38.1,15.9,3.2,126,33.3,46.8,7.1,12.7
127041503,"Beaver",27,"BIG BEAVER FALLS AREA SD",3,"Male",68,47.1,36.8,13.2,2.9,68,30.9,45.6,5.9,17.6
127041503,"Beaver",27,"BIG BEAVER FALLS AREA SD",3,"Female",58,37.9,39.7,19.0,3.4,58,36.2,48.3,8.6,6.9
127041503,"Beaver",27,"BIG BEAVER FALLS AREA SD",3,"White",82,45.1,41.5,8.5,4.9,82,34.1,43.9,9.8,12.2
127041503,"Beaver",27,"BIG BEAVER FALLS AREA SD",3,"Black",28,39.3,35.7,25.0,0.0,28,28.6,57.1,0.0,14.3
127041503,"Beaver",27,"BIG BEAVER FALLS AREA SD",3,"Hispanic",0,,,,,0,,,,
127041503,"Beaver",27,"BIG BEAVER FALLS AREA SD",3,"Asian",2,,,,,2,,,,
127041503,"Beaver",27,"BIG BEAVER FALLS AREA SD",3,"Native American",0,,,,,0,,,,
127041503,"Beaver",27,"BIG BEAVER FALLS AREA SD",3,"Multi-Ethnic",14,28.6,28.6,42.9,0.0,14,28.6,50.0,7.1,14.3
127041503,"Beaver",27,"BIG BEAVER FALLS AREA SD",3,"IEP",15,6.7,26.7,46.7,20.0,15,0.0,20.0,20.0,60.0
127041503,"Beaver",27,"BIG BEAVER FALLS AREA SD",3,"ELL",1,,,,,1,,,,
127041503,"Beaver",27,"BIG BEAVER FALLS AREA SD",3,"Economically Disadvantaged",89,42.7,37.1,19.1,1.1,89,29.2,50.6,9.0,11.2
127041503,"Beaver",27,"BIG BEAVER FALLS AREA SD",4,"All Students",124,70.2,24.2,3.2,2.4,124,37.9,36.3,20.2,5.6
127041503,"Beaver",27,"BIG BEAVER FALLS AREA SD",4,"Male",69,72.5,20.3,5.8,1.4,69,33.3,37.7,21.7,7.2
127041503,"Beaver",27,"BIG BEAVER FALLS AREA SD",4,"Female",55,67.3,29.1,0.0,3.6,55,43.6,34.5,18.2,3.6
127041503,"Beaver",27,"BIG BEAVER FALLS AREA SD",4,"White",81,81.5,16.0,2.5,0.0,81,48.1,28.4,18.5,4.9
127041503,"Beaver",27,"BIG BEAVER FALLS AREA SD",4,"Black",31,45.2,41.9,3.2,9.7,31,16.1,48.4,25.8,9.7
127041503,"Beaver",27,"BIG BEAVER FALLS AREA SD",4,"Hispanic",0,,,,,0,,,,
127041503,"Beaver",27,"BIG BEAVER FALLS AREA SD",4,"Asian",0,,,,,0,,,,
127041503,"Beaver",27,"BIG BEAVER FALLS AREA SD",4,"Native American",2,,,,,2,,,,
127041503,"Beaver",27,"BIG BEAVER FALLS AREA SD",4,"Multi-Ethnic",10,,,,,10,,,,
127041503,"Beaver",27,"BIG BEAVER FALLS AREA SD",4,"IEP",11,36.4,36.4,9.1,18.2,11,9.1,27.3,54.5,9.1
127041503,"Beaver",27,"BIG BEAVER FALLS AREA SD",4,"ELL",0,,,,,0,,,,
127041503,"Beaver",27,"BIG BEAVER FALLS AREA SD",4,"Economically Disadvantaged",81,65.4,28.4,2.5,3.7,81,32.1,37.0,23.5,7.4
127041503,"Beaver",27,"BIG BEAVER FALLS AREA SD",5,"All Students",119,38.7,42.9,14.3,4.2,118,20.3,44.1,28.0,7.6
127041503,"Beaver",27,"BIG BEAVER FALLS AREA SD",5,"Male",65,43.1,44.6,9.2,3.1,65,24.6,36.9,27.7,10.8
127041503,"Beaver",27,"BIG BEAVER FALLS AREA SD",5,"Female",54,33.3,40.7,20.4,5.6,53,15.1,52.8,28.3,3.8
127041503,"Beaver",27,"BIG BEAVER FALLS AREA SD",5,"White",72,44.4,37.5,13.9,4.2,72,22.2,40.3,26.4,11.1
127041503,"Beaver",27,"BIG BEAVER FALLS AREA SD",5,"Black",30,36.7,46.7,16.7,0.0,30,20.0,50.0,30.0,0.0
127041503,"Beaver",27,"BIG BEAVER FALLS AREA SD",5,"Hispanic",0,,,,,0,,,,
127041503,"Beaver",27,"BIG BEAVER FALLS AREA SD",5,"Asian",0,,,,,0,,,,
127041503,"Beaver",27,"BIG BEAVER FALLS AREA SD",5,"Native American",0,,,,,0,,,,
127041503,"Beaver",27,"BIG BEAVER FALLS AREA SD",5,"Multi-Ethnic",17,17.6,58.8,11.8,11.8,16,12.5,50.0,31.3,6.3
127041503,"Beaver",27,"BIG BEAVER FALLS AREA SD",5,"IEP",7,,,,,6,,,,
127041503,"Beaver",27,"BIG BEAVER FALLS AREA SD",5,"ELL",0,,,,,0,,,,
127041503,"Beaver",27,"BIG BEAVER FALLS AREA SD",5,"Economically Disadvantaged",84,36.9,50.0,13.1,0.0,84,20.2,44.0,26.2,9.5
127041503,"Beaver",27,"BIG BEAVER FALLS AREA SD",6,"All Students",102,74.5,17.6,2.9,4.9,103,39.8,30.1,21.4,8.7
127041503,"Beaver",27,"BIG BEAVER FALLS AREA SD",6,"Male",51,76.5,11.8,3.9,7.8,51,45.1,31.4,11.8,11.8
127041503,"Beaver",27,"BIG BEAVER FALLS AREA SD",6,"Female",51,72.5,23.5,2.0,2.0,52,34.6,28.8,30.8,5.8
127041503,"Beaver",27,"BIG BEAVER FALLS AREA SD",6,"White",57,86.0,12.3,1.8,0.0,58,48.3,29.3,17.2,5.2
127041503,"Beaver",27,"BIG BEAVER FALLS AREA SD",6,"Black",28,53.6,21.4,7.1,17.9,28,25.0,28.6,25.0,21.4
127041503,"Beaver",27,"BIG BEAVER FALLS AREA SD",6,"Hispanic",0,,,,,0,,,,
127041503,"Beaver",27,"BIG BEAVER FALLS AREA SD",6,"Asian",0,,,,,0,,,,
127041503,"Beaver",27,"BIG BEAVER FALLS AREA SD",6,"Native American",0,,,,,0,,,,
127041503,"Beaver",27,"BIG BEAVER FALLS AREA SD",6,"Multi-Ethnic",17,70.6,29.4,0.0,0.0,17,35.3,35.3,29.4,0.0
127041503,"Beaver",27,"BIG BEAVER FALLS AREA SD",6,"IEP",9,,,,,10,,,,
127041503,"Beaver",27,"BIG BEAVER FALLS AREA SD",6,"ELL",0,,,,,0,,,,
127041503,"Beaver",27,"BIG BEAVER FALLS AREA SD",6,"Economically Disadvantaged",68,63.2,25.0,4.4,7.4,69,24.6,34.8,27.5,13.0
127041503,"Beaver",27,"BIG BEAVER FALLS AREA SD",7,"All Students",105,53.3,27.6,9.5,9.5,105,34.3,38.1,17.1,10.5
127041503,"Beaver",27,"BIG BEAVER FALLS AREA SD",7,"Male",49,51.0,32.7,8.2,8.2,49,28.6,36.7,24.5,10.2
127041503,"Beaver",27,"BIG BEAVER FALLS AREA SD",7,"Female",56,55.4,23.2,10.7,10.7,56,39.3,39.3,10.7,10.7
127041503,"Beaver",27,"BIG BEAVER FALLS AREA SD",7,"White",66,57.6,28.8,7.6,6.1,66,36.4,40.9,15.2,7.6
127041503,"Beaver",27,"BIG BEAVER FALLS AREA SD",7,"Black",23,47.8,21.7,13.0,17.4,23,30.4,39.1,17.4,13.0
127041503,"Beaver",27,"BIG BEAVER FALLS AREA SD",7,"Hispanic",1,,,,,1,,,,
127041503,"Beaver",27,"BIG BEAVER FALLS AREA SD",7,"Asian",0,,,,,0,,,,
127041503,"Beaver",27,"BIG BEAVER FALLS AREA SD",7,"Native American",0,,,,,0,,,,
127041503,"Beaver",27,"BIG BEAVER FALLS AREA SD",7,"Multi-Ethnic",15,46.7,26.7,13.3,13.3,15,33.3,26.7,20.0,20.0
127041503,"Beaver",27,"BIG BEAVER FALLS AREA SD",7,"IEP",11,9.1,27.3,27.3,36.4,11,9.1,9.1,36.4,45.5
127041503,"Beaver",27,"BIG BEAVER FALLS AREA SD",7,"ELL",0,,,,,0,,,,
127041503,"Beaver",27,"BIG BEAVER FALLS AREA SD",7,"Economically Disadvantaged",68,44.1,36.8,11.8,7.4,68,26.5,36.8,23.5,13.2
127041503,"Beaver",27,"BIG BEAVER FALLS AREA SD",8,"All Students",100,56.0,28.0,11.0,5.0,98,64.3,22.4,8.2,5.1
127041503,"Beaver",27,"BIG BEAVER FALLS AREA SD",8,"Male",50,62.0,26.0,8.0,4.0,49,63.3,24.5,10.2,2.0
127041503,"Beaver",27,"BIG BEAVER FALLS AREA SD",8,"Female",50,50.0,30.0,14.0,6.0,49,65.3,20.4,6.1,8.2
127041503,"Beaver",27,"BIG BEAVER FALLS AREA SD",8,"White",63,60.3,23.8,11.1,4.8,61,65.6,23.0,8.2,3.3
127041503,"Beaver",27,"BIG BEAVER FALLS AREA SD",8,"Black",26,46.2,38.5,7.7,7.7,26,61.5,15.4,11.5,11.5
127041503,"Beaver",27,"BIG BEAVER FALLS AREA SD",8,"Hispanic",0,,,,,0,,,,
127041503,"Beaver",27,"BIG BEAVER FALLS AREA SD",8,"Asian",0,,,,,0,,,,
127041503,"Beaver",27,"BIG BEAVER FALLS AREA SD",8,"Native American",0,,,,,0,,,,
127041503,"Beaver",27,"BIG BEAVER FALLS AREA SD",8,"Multi-Ethnic",11,54.5,27.3,18.2,0.0,11,63.6,36.4,0.0,0.0
127041503,"Beaver",27,"BIG BEAVER FALLS AREA SD",8,"IEP",9,,,,,7,,,,
127041503,"Beaver",27,"BIG BEAVER FALLS AREA SD",8,"ELL",0,,,,,0,,,,
