"The 2010 PSSA Science District Level Proficiency Results*",,,,,,,,,,
"*Full Academic Year Students; No PASA Scores. Data for groups with less than 10 students assessed were replaced by blanks. Percentages were rounded to the nearest tenth. Proficiency percentages may not add up to 100 due to rounding.",,,,,,,,,,
"AUN","County","IU #","District","Grade","Group","Number Scored Science","% Advanced Science","% Proficient Science","% Basic Science","% Below Basic Science"
117086003,"Bradford",17,"SAYRE AREA SD",8,"IEP",12,0,33.3,0,66.7
117086003,"Bradford",17,"SAYRE AREA SD",8,"ELL",0,,,,
117086003,"Bradford",17,"SAYRE AREA SD",8,"Economically Disadvantaged",44,9.1,36.4,22.7,31.8
117086003,"Bradford",17,"SAYRE AREA SD",11,"All Students",91,15.4,25.3,47.3,12.1
117086003,"Bradford",17,"SAYRE AREA SD",11,"Male",34,14.7,26.5,50,8.8
117086003,"Bradford",17,"SAYRE AREA SD",11,"Female",57,15.8,24.6,45.6,14
117086003,"Bradford",17,"SAYRE AREA SD",11,"White",85,14.1,23.5,50.6,11.8
117086003,"Bradford",17,"SAYRE AREA SD",11,"Black",2,,,,
117086003,"Bradford",17,"SAYRE AREA SD",11,"Hispanic",1,,,,
117086003,"Bradford",17,"SAYRE AREA SD",11,"Asian",3,,,,
117086003,"Bradford",17,"SAYRE AREA SD",11,"Native American",0,,,,
117086003,"Bradford",17,"SAYRE AREA SD",11,"Multi-ethnic",0,,,,
117086003,"Bradford",17,"SAYRE AREA SD",11,"IEP",13,0,7.7,53.8,38.5
117086003,"Bradford",17,"SAYRE AREA SD",11,"ELL",0,,,,
117086003,"Bradford",17,"SAYRE AREA SD",11,"Economically Disadvantaged",28,10.7,21.4,46.4,21.4
117086503,"Bradford",17,"TOWANDA AREA SD",4,"All Students",118,22,55.9,14.4,7.6
117086503,"Bradford",17,"TOWANDA AREA SD",4,"Male",64,32.8,53.1,6.3,7.8
117086503,"Bradford",17,"TOWANDA AREA SD",4,"Female",54,9.3,59.3,24.1,7.4
117086503,"Bradford",17,"TOWANDA AREA SD",4,"White",114,22.8,56.1,14,7
117086503,"Bradford",17,"TOWANDA AREA SD",4,"Black",2,,,,
117086503,"Bradford",17,"TOWANDA AREA SD",4,"Hispanic",1,,,,
117086503,"Bradford",17,"TOWANDA AREA SD",4,"Asian",0,,,,
117086503,"Bradford",17,"TOWANDA AREA SD",4,"Native American",1,,,,
117086503,"Bradford",17,"TOWANDA AREA SD",4,"Multi-ethnic",0,,,,
117086503,"Bradford",17,"TOWANDA AREA SD",4,"IEP",10,0,70,20,10
117086503,"Bradford",17,"TOWANDA AREA SD",4,"ELL",0,,,,
117086503,"Bradford",17,"TOWANDA AREA SD",4,"Economically Disadvantaged",59,13.6,55.9,20.3,10.2
117086503,"Bradford",17,"TOWANDA AREA SD",8,"All Students",134,6,38.1,20.1,35.8
117086503,"Bradford",17,"TOWANDA AREA SD",8,"Male",67,4.5,37.3,20.9,37.3
117086503,"Bradford",17,"TOWANDA AREA SD",8,"Female",67,7.5,38.8,19.4,34.3
117086503,"Bradford",17,"TOWANDA AREA SD",8,"White",130,5.4,37.7,20.8,36.2
117086503,"Bradford",17,"TOWANDA AREA SD",8,"Black",0,,,,
117086503,"Bradford",17,"TOWANDA AREA SD",8,"Hispanic",1,,,,
117086503,"Bradford",17,"TOWANDA AREA SD",8,"Asian",3,,,,
117086503,"Bradford",17,"TOWANDA AREA SD",8,"Native American",0,,,,
117086503,"Bradford",17,"TOWANDA AREA SD",8,"Multi-ethnic",0,,,,
117086503,"Bradford",17,"TOWANDA AREA SD",8,"IEP",14,0,14.3,14.3,71.4
117086503,"Bradford",17,"TOWANDA AREA SD",8,"ELL",1,,,,
117086503,"Bradford",17,"TOWANDA AREA SD",8,"Economically Disadvantaged",50,4,32,24,40
117086503,"Bradford",17,"TOWANDA AREA SD",11,"All Students",124,4.8,22.6,49.2,23.4
117086503,"Bradford",17,"TOWANDA AREA SD",11,"Male",68,5.9,14.7,52.9,26.5
117086503,"Bradford",17,"TOWANDA AREA SD",11,"Female",56,3.6,32.1,44.6,19.6
117086503,"Bradford",17,"TOWANDA AREA SD",11,"White",119,5,22.7,48.7,23.5
117086503,"Bradford",17,"TOWANDA AREA SD",11,"Black",3,,,,
117086503,"Bradford",17,"TOWANDA AREA SD",11,"Hispanic",0,,,,
117086503,"Bradford",17,"TOWANDA AREA SD",11,"Asian",1,,,,
117086503,"Bradford",17,"TOWANDA AREA SD",11,"Native American",0,,,,
117086503,"Bradford",17,"TOWANDA AREA SD",11,"Multi-ethnic",1,,,,
117086503,"Bradford",17,"TOWANDA AREA SD",11,"IEP",18,0,0,50,50
117086503,"Bradford",17,"TOWANDA AREA SD",11,"ELL",1,,,,
117086503,"Bradford",17,"TOWANDA AREA SD",11,"Economically Disadvantaged",47,2.1,12.8,51.1,34
117086653,"Bradford",17,"TROY AREA SD",4,"All Students",113,41.6,44.2,8.8,5.3
117086653,"Bradford",17,"TROY AREA SD",4,"Male",50,48,40,6,6
117086653,"Bradford",17,"TROY AREA SD",4,"Female",63,36.5,47.6,11.1,4.8
117086653,"Bradford",17,"TROY AREA SD",4,"White",110,42.7,42.7,9.1,5.5
117086653,"Bradford",17,"TROY AREA SD",4,"Black",1,,,,
117086653,"Bradford",17,"TROY AREA SD",4,"Hispanic",0,,,,
117086653,"Bradford",17,"TROY AREA SD",4,"Asian",0,,,,
117086653,"Bradford",17,"TROY AREA SD",4,"Native American",2,,,,
117086653,"Bradford",17,"TROY AREA SD",4,"Multi-ethnic",0,,,,
117086653,"Bradford",17,"TROY AREA SD",4,"IEP",27,7.4,51.9,22.2,18.5
117086653,"Bradford",17,"TROY AREA SD",4,"ELL",0,,,,
117086653,"Bradford",17,"TROY AREA SD",4,"Economically Disadvantaged",51,23.5,54.9,11.8,9.8
117086653,"Bradford",17,"TROY AREA SD",8,"All Students",106,12.3,37.7,33,17
117086653,"Bradford",17,"TROY AREA SD",8,"Male",59,15.3,33.9,30.5,20.3
117086653,"Bradford",17,"TROY AREA SD",8,"Female",47,8.5,42.6,36.2,12.8
117086653,"Bradford",17,"TROY AREA SD",8,"White",103,12.6,37.9,34,15.5
117086653,"Bradford",17,"TROY AREA SD",8,"Black",1,,,,
117086653,"Bradford",17,"TROY AREA SD",8,"Hispanic",2,,,,
117086653,"Bradford",17,"TROY AREA SD",8,"Asian",0,,,,
117086653,"Bradford",17,"TROY AREA SD",8,"Native American",0,,,,
117086653,"Bradford",17,"TROY AREA SD",8,"Multi-ethnic",0,,,,
117086653,"Bradford",17,"TROY AREA SD",8,"IEP",12,0,25,58.3,16.7
117086653,"Bradford",17,"TROY AREA SD",8,"ELL",0,,,,
117086653,"Bradford",17,"TROY AREA SD",8,"Economically Disadvantaged",40,0,25,42.5,32.5
117086653,"Bradford",17,"TROY AREA SD",11,"All Students",125,8,28,48,16
117086653,"Bradford",17,"TROY AREA SD",11,"Male",73,8.2,23.3,47.9,20.5
117086653,"Bradford",17,"TROY AREA SD",11,"Female",52,7.7,34.6,48.1,9.6
117086653,"Bradford",17,"TROY AREA SD",11,"White",120,8.3,26.7,48.3,16.7
117086653,"Bradford",17,"TROY AREA SD",11,"Black",3,,,,
117086653,"Bradford",17,"TROY AREA SD",11,"Hispanic",0,,,,
117086653,"Bradford",17,"TROY AREA SD",11,"Asian",2,,,,
117086653,"Bradford",17,"TROY AREA SD",11,"Native American",0,,,,
117086653,"Bradford",17,"TROY AREA SD",11,"Multi-ethnic",0,,,,
117086653,"Bradford",17,"TROY AREA SD",11,"IEP",21,0,9.5,28.6,61.9
117086653,"Bradford",17,"TROY AREA SD",11,"ELL",0,,,,
117086653,"Bradford",17,"TROY AREA SD",11,"Economically Disadvantaged",47,4.3,14.9,53.2,27.7
117089003,"Bradford",17,"WYALUSING AREA SD",4,"All Students",108,43.5,38.9,10.2,7.4
117089003,"Bradford",17,"WYALUSING AREA SD",4,"Male",60,51.7,35,5,8.3
117089003,"Bradford",17,"WYALUSING AREA SD",4,"Female",47,31.9,44.7,17,6.4
117089003,"Bradford",17,"WYALUSING AREA SD",4,"White",106,43.4,39.6,10.4,6.6
117089003,"Bradford",17,"WYALUSING AREA SD",4,"Black",0,,,,
117089003,"Bradford",17,"WYALUSING AREA SD",4,"Hispanic",0,,,,
117089003,"Bradford",17,"WYALUSING AREA SD",4,"Asian",1,,,,
117089003,"Bradford",17,"WYALUSING AREA SD",4,"Native American",0,,,,
117089003,"Bradford",17,"WYALUSING AREA SD",4,"Multi-ethnic",0,,,,
117089003,"Bradford",17,"WYALUSING AREA SD",4,"IEP",18,22.2,44.4,16.7,16.7
117089003,"Bradford",17,"WYALUSING AREA SD",4,"ELL",0,,,,
117089003,"Bradford",17,"WYALUSING AREA SD",4,"Economically Disadvantaged",53,37.7,41.5,13.2,7.5
117089003,"Bradford",17,"WYALUSING AREA SD",8,"All Students",117,29.9,39.3,12.8,17.9
117089003,"Bradford",17,"WYALUSING AREA SD",8,"Male",52,30.8,42.3,11.5,15.4
117089003,"Bradford",17,"WYALUSING AREA SD",8,"Female",65,29.2,36.9,13.8,20
117089003,"Bradford",17,"WYALUSING AREA SD",8,"White",113,30.1,38.1,13.3,18.6
117089003,"Bradford",17,"WYALUSING AREA SD",8,"Black",1,,,,
117089003,"Bradford",17,"WYALUSING AREA SD",8,"Hispanic",3,,,,
117089003,"Bradford",17,"WYALUSING AREA SD",8,"Asian",0,,,,
117089003,"Bradford",17,"WYALUSING AREA SD",8,"Native American",0,,,,
117089003,"Bradford",17,"WYALUSING AREA SD",8,"Multi-ethnic",0,,,,
117089003,"Bradford",17,"WYALUSING AREA SD",8,"IEP",19,0,15.8,15.8,68.4
117089003,"Bradford",17,"WYALUSING AREA SD",8,"ELL",0,,,,
117089003,"Bradford",17,"WYALUSING AREA SD",8,"Economically Disadvantaged",47,21.3,29.8,19.1,29.8
117089003,"Bradford",17,"WYALUSING AREA SD",11,"All Students",107,17.8,27.1,42.1,13.1
117089003,"Bradford",17,"WYALUSING AREA SD",11,"Male",59,15.3,23.7,47.5,13.6
117089003,"Bradford",17,"WYALUSING AREA SD",11,"Female",48,20.8,31.3,35.4,12.5
117089003,"Bradford",17,"WYALUSING AREA SD",11,"White",100,19,27,41,13
117089003,"Bradford",17,"WYALUSING AREA SD",11,"Black",2,,,,
117089003,"Bradford",17,"WYALUSING AREA SD",11,"Hispanic",3,,,,
117089003,"Bradford",17,"WYALUSING AREA SD",11,"Asian",1,,,,
117089003,"Bradford",17,"WYALUSING AREA SD",11,"Native American",0,,,,
117089003,"Bradford",17,"WYALUSING AREA SD",11,"Multi-ethnic",0,,,,
117089003,"Bradford",17,"WYALUSING AREA SD",11,"IEP",14,0,7.1,28.6,64.3
117089003,"Bradford",17,"WYALUSING AREA SD",11,"ELL",0,,,,
117089003,"Bradford",17,"WYALUSING AREA SD",11,"Economically Disadvantaged",35,5.7,22.9,51.4,20
122091002,"Bucks",22,"BENSALEM TOWNSHIP SD",4,"All Students",416,29.8,45.9,17.1,7.2
122091002,"Bucks",22,"BENSALEM TOWNSHIP SD",4,"Male",226,33.2,44.2,15.9,6.6
122091002,"Bucks",22,"BENSALEM TOWNSHIP SD",4,"Female",190,25.8,47.9,18.4,7.9
122091002,"Bucks",22,"BENSALEM TOWNSHIP SD",4,"White",263,33.8,46.8,14.8,4.6
122091002,"Bucks",22,"BENSALEM TOWNSHIP SD",4,"Black",56,14.3,44.6,23.2,17.9
122091002,"Bucks",22,"BENSALEM TOWNSHIP SD",4,"Hispanic",54,20.4,46.3,20.4,13
122091002,"Bucks",22,"BENSALEM TOWNSHIP SD",4,"Asian",42,38.1,40.5,19,2.4
122091002,"Bucks",22,"BENSALEM TOWNSHIP SD",4,"Native American",1,,,,
122091002,"Bucks",22,"BENSALEM TOWNSHIP SD",4,"Multi-ethnic",0,,,,
122091002,"Bucks",22,"BENSALEM TOWNSHIP SD",4,"IEP",76,15.8,44.7,19.7,19.7
122091002,"Bucks",22,"BENSALEM TOWNSHIP SD",4,"ELL",23,4.3,39.1,39.1,17.4
122091002,"Bucks",22,"BENSALEM TOWNSHIP SD",4,"Economically Disadvantaged",193,19.7,49.7,20.7,9.8
122091002,"Bucks",22,"BENSALEM TOWNSHIP SD",8,"All Students",473,11.2,30.2,24.5,34
122091002,"Bucks",22,"BENSALEM TOWNSHIP SD",8,"Male",248,14.1,31.5,22.6,31.9
122091002,"Bucks",22,"BENSALEM TOWNSHIP SD",8,"Female",224,8,29,26.8,36.2
122091002,"Bucks",22,"BENSALEM TOWNSHIP SD",8,"White",298,13.8,30.2,24.8,31.2
122091002,"Bucks",22,"BENSALEM TOWNSHIP SD",8,"Black",60,1.7,20,25,53.3
122091002,"Bucks",22,"BENSALEM TOWNSHIP SD",8,"Hispanic",53,1.9,28.3,20.8,49.1
122091002,"Bucks",22,"BENSALEM TOWNSHIP SD",8,"Asian",61,16.4,42.6,26.2,14.8
122091002,"Bucks",22,"BENSALEM TOWNSHIP SD",8,"Native American",0,,,,
122091002,"Bucks",22,"BENSALEM TOWNSHIP SD",8,"Multi-ethnic",0,,,,
122091002,"Bucks",22,"BENSALEM TOWNSHIP SD",8,"IEP",92,3.3,7.6,22.8,66.3
122091002,"Bucks",22,"BENSALEM TOWNSHIP SD",8,"ELL",18,0,11.1,27.8,61.1
122091002,"Bucks",22,"BENSALEM TOWNSHIP SD",8,"Economically Disadvantaged",201,6,25.4,22.4,46.3
122091002,"Bucks",22,"BENSALEM TOWNSHIP SD",11,"All Students",472,5.7,18.9,48.3,27.1
122091002,"Bucks",22,"BENSALEM TOWNSHIP SD",11,"Male",242,5.4,19.4,44.6,30.6
122091002,"Bucks",22,"BENSALEM TOWNSHIP SD",11,"Female",230,6.1,18.3,52.2,23.5
122091002,"Bucks",22,"BENSALEM TOWNSHIP SD",11,"White",321,5,19.9,50.2,24.9
122091002,"Bucks",22,"BENSALEM TOWNSHIP SD",11,"Black",53,0,11.3,45.3,43.4
122091002,"Bucks",22,"BENSALEM TOWNSHIP SD",11,"Hispanic",33,3,12.1,39.4,45.5
122091002,"Bucks",22,"BENSALEM TOWNSHIP SD",11,"Asian",64,15.6,23.4,46.9,14.1
122091002,"Bucks",22,"BENSALEM TOWNSHIP SD",11,"Native American",0,,,,
122091002,"Bucks",22,"BENSALEM TOWNSHIP SD",11,"Multi-ethnic",1,,,,
122091002,"Bucks",22,"BENSALEM TOWNSHIP SD",11,"IEP",73,0,4.1,21.9,74
122091002,"Bucks",22,"BENSALEM TOWNSHIP SD",11,"ELL",15,0,6.7,20,73.3
122091002,"Bucks",22,"BENSALEM TOWNSHIP SD",11,"Economically Disadvantaged",133,4.5,14.3,44.4,36.8
122091303,"Bucks",22,"BRISTOL BOROUGH SD",4,"All Students",92,9.8,65.2,17.4,7.6
122091303,"Bucks",22,"BRISTOL BOROUGH SD",4,"Male",41,7.3,68.3,19.5,4.9
122091303,"Bucks",22,"BRISTOL BOROUGH SD",4,"Female",51,11.8,62.7,15.7,9.8
122091303,"Bucks",22,"BRISTOL BOROUGH SD",4,"White",45,11.1,68.9,15.6,4.4
122091303,"Bucks",22,"BRISTOL BOROUGH SD",4,"Black",25,16,44,24,16
122091303,"Bucks",22,"BRISTOL BOROUGH SD",4,"Hispanic",16,0,81.3,18.8,0
122091303,"Bucks",22,"BRISTOL BOROUGH SD",4,"Asian",0,,,,
122091303,"Bucks",22,"BRISTOL BOROUGH SD",4,"Native American",0,,,,
122091303,"Bucks",22,"BRISTOL BOROUGH SD",4,"Multi-ethnic",6,,,,
122091303,"Bucks",22,"BRISTOL BOROUGH SD",4,"IEP",15,13.3,53.3,13.3,20
122091303,"Bucks",22,"BRISTOL BOROUGH SD",4,"ELL",1,,,,
122091303,"Bucks",22,"BRISTOL BOROUGH SD",4,"Economically Disadvantaged",58,10.3,60.3,19,10.3
122091303,"Bucks",22,"BRISTOL BOROUGH SD",8,"All Students",88,10.2,26.1,18.2,45.5
122091303,"Bucks",22,"BRISTOL BOROUGH SD",8,"Male",51,11.8,29.4,21.6,37.3
122091303,"Bucks",22,"BRISTOL BOROUGH SD",8,"Female",37,8.1,21.6,13.5,56.8
122091303,"Bucks",22,"BRISTOL BOROUGH SD",8,"White",54,14.8,29.6,20.4,35.2
122091303,"Bucks",22,"BRISTOL BOROUGH SD",8,"Black",20,0,10,25,65
122091303,"Bucks",22,"BRISTOL BOROUGH SD",8,"Hispanic",13,7.7,30.8,0,61.5
122091303,"Bucks",22,"BRISTOL BOROUGH SD",8,"Asian",1,,,,
122091303,"Bucks",22,"BRISTOL BOROUGH SD",8,"Native American",0,,,,
122091303,"Bucks",22,"BRISTOL BOROUGH SD",8,"Multi-ethnic",0,,,,
122091303,"Bucks",22,"BRISTOL BOROUGH SD",8,"IEP",16,0,12.5,18.8,68.8
122091303,"Bucks",22,"BRISTOL BOROUGH SD",8,"ELL",3,,,,
122091303,"Bucks",22,"BRISTOL BOROUGH SD",8,"Economically Disadvantaged",59,8.5,23.7,15.3,52.5
122091303,"Bucks",22,"BRISTOL BOROUGH SD",11,"All Students",87,5.7,16.1,52.9,25.3
122091303,"Bucks",22,"BRISTOL BOROUGH SD",11,"Male",38,2.6,15.8,52.6,28.9
122091303,"Bucks",22,"BRISTOL BOROUGH SD",11,"Female",49,8.2,16.3,53.1,22.4
122091303,"Bucks",22,"BRISTOL BOROUGH SD",11,"White",52,9.6,19.2,50,21.2
122091303,"Bucks",22,"BRISTOL BOROUGH SD",11,"Black",20,0,5,55,40
122091303,"Bucks",22,"BRISTOL BOROUGH SD",11,"Hispanic",14,0,21.4,57.1,21.4
122091303,"Bucks",22,"BRISTOL BOROUGH SD",11,"Asian",0,,,,
122091303,"Bucks",22,"BRISTOL BOROUGH SD",11,"Native American",0,,,,
122091303,"Bucks",22,"BRISTOL BOROUGH SD",11,"Multi-ethnic",1,,,,
122091303,"Bucks",22,"BRISTOL BOROUGH SD",11,"IEP",23,0,0,30.4,69.6
122091303,"Bucks",22,"BRISTOL BOROUGH SD",11,"ELL",3,,,,
122091303,"Bucks",22,"BRISTOL BOROUGH SD",11,"Economically Disadvantaged",41,2.4,12.2,53.7,31.7
122091352,"Bucks",22,"BRISTOL TOWNSHIP SD",4,"All Students",479,26.9,46.3,16.1,10.6
122091352,"Bucks",22,"BRISTOL TOWNSHIP SD",4,"Male",242,31.8,44.6,14,9.5
122091352,"Bucks",22,"BRISTOL TOWNSHIP SD",4,"Female",234,21.8,48.3,18.4,11.5
122091352,"Bucks",22,"BRISTOL TOWNSHIP SD",4,"White",297,34.3,44.8,11.8,9.1
122091352,"Bucks",22,"BRISTOL TOWNSHIP SD",4,"Black",95,7.4,50.5,28.4,13.7
122091352,"Bucks",22,"BRISTOL TOWNSHIP SD",4,"Hispanic",48,18.8,47.9,20.8,12.5
122091352,"Bucks",22,"BRISTOL TOWNSHIP SD",4,"Asian",11,27.3,45.5,27.3,0
122091352,"Bucks",22,"BRISTOL TOWNSHIP SD",4,"Native American",6,,,,
122091352,"Bucks",22,"BRISTOL TOWNSHIP SD",4,"Multi-ethnic",19,31.6,52.6,5.3,10.5
122091352,"Bucks",22,"BRISTOL TOWNSHIP SD",4,"IEP",106,24.5,30.2,19.8,25.5
122091352,"Bucks",22,"BRISTOL TOWNSHIP SD",4,"ELL",17,5.9,29.4,29.4,35.3
122091352,"Bucks",22,"BRISTOL TOWNSHIP SD",4,"Economically Disadvantaged",251,17.9,49.8,18.3,13.9
122091352,"Bucks",22,"BRISTOL TOWNSHIP SD",8,"All Students",472,8.7,28.8,22.2,40.3
122091352,"Bucks",22,"BRISTOL TOWNSHIP SD",8,"Male",252,9.9,30.2,20.2,39.7
122091352,"Bucks",22,"BRISTOL TOWNSHIP SD",8,"Female",218,7.3,27.1,24.8,40.8
122091352,"Bucks",22,"BRISTOL TOWNSHIP SD",8,"White",310,11,32.6,23.2,33.2
122091352,"Bucks",22,"BRISTOL TOWNSHIP SD",8,"Black",85,4.7,15.3,21.2,58.8
122091352,"Bucks",22,"BRISTOL TOWNSHIP SD",8,"Hispanic",45,0,24.4,20,55.6
122091352,"Bucks",22,"BRISTOL TOWNSHIP SD",8,"Asian",14,21.4,21.4,28.6,28.6
122091352,"Bucks",22,"BRISTOL TOWNSHIP SD",8,"Native American",1,,,,
122091352,"Bucks",22,"BRISTOL TOWNSHIP SD",8,"Multi-ethnic",15,0,46.7,13.3,40
122091352,"Bucks",22,"BRISTOL TOWNSHIP SD",8,"IEP",104,6.7,12.5,10.6,70.2
122091352,"Bucks",22,"BRISTOL TOWNSHIP SD",8,"ELL",10,0,0,20,80
122091352,"Bucks",22,"BRISTOL TOWNSHIP SD",8,"Economically Disadvantaged",234,4.7,25.6,20.9,48.7
122091352,"Bucks",22,"BRISTOL TOWNSHIP SD",11,"All Students",467,4.5,15,54,26.6
122091352,"Bucks",22,"BRISTOL TOWNSHIP SD",11,"Male",240,4.6,16.3,52.9,26.3
122091352,"Bucks",22,"BRISTOL TOWNSHIP SD",11,"Female",227,4.4,13.7,55.1,26.9
122091352,"Bucks",22,"BRISTOL TOWNSHIP SD",11,"White",336,6,17.9,54.5,21.7
122091352,"Bucks",22,"BRISTOL TOWNSHIP SD",11,"Black",74,0,8.1,56.8,35.1
122091352,"Bucks",22,"BRISTOL TOWNSHIP SD",11,"Hispanic",26,0,11.5,42.3,46.2
122091352,"Bucks",22,"BRISTOL TOWNSHIP SD",11,"Asian",19,5.3,5.3,52.6,36.8
122091352,"Bucks",22,"BRISTOL TOWNSHIP SD",11,"Native American",0,,,,
122091352,"Bucks",22,"BRISTOL TOWNSHIP SD",11,"Multi-ethnic",10,0,0,50,50
122091352,"Bucks",22,"BRISTOL TOWNSHIP SD",11,"IEP",85,3.5,5.9,47.1,43.5
122091352,"Bucks",22,"BRISTOL TOWNSHIP SD",11,"ELL",14,0,0,28.6,71.4
122091352,"Bucks",22,"BRISTOL TOWNSHIP SD",11,"Economically Disadvantaged",172,1.7,8.7,54.1,35.5
122092002,"Bucks",22,"CENTENNIAL SD",4,"All Students",411,52.3,37.2,9.2,1.2
122092002,"Bucks",22,"CENTENNIAL SD",4,"Male",221,53.4,34.8,10,1.8
122092002,"Bucks",22,"CENTENNIAL SD",4,"Female",189,51.3,39.7,8.5,0.5
122092002,"Bucks",22,"CENTENNIAL SD",4,"White",345,55.1,36.2,7.5,1.2
122092002,"Bucks",22,"CENTENNIAL SD",4,"Black",21,42.9,47.6,9.5,0
122092002,"Bucks",22,"CENTENNIAL SD",4,"Hispanic",28,28.6,39.3,28.6,3.6
122092002,"Bucks",22,"CENTENNIAL SD",4,"Asian",13,53.8,38.5,7.7,0
122092002,"Bucks",22,"CENTENNIAL SD",4,"Native American",0,,,,
122092002,"Bucks",22,"CENTENNIAL SD",4,"Multi-ethnic",3,,,,
122092002,"Bucks",22,"CENTENNIAL SD",4,"IEP",76,31.6,46.1,19.7,2.6
122092002,"Bucks",22,"CENTENNIAL SD",4,"ELL",13,7.7,30.8,61.5,0
122092002,"Bucks",22,"CENTENNIAL SD",4,"Economically Disadvantaged",99,46.5,34.3,18.2,1
122092002,"Bucks",22,"CENTENNIAL SD",8,"All Students",450,30.2,37.8,15.1,16.9
122092002,"Bucks",22,"CENTENNIAL SD",8,"Male",253,31.6,38.7,14.2,15.4
122092002,"Bucks",22,"CENTENNIAL SD",8,"Female",197,28.4,36.5,16.2,18.8
122092002,"Bucks",22,"CENTENNIAL SD",8,"White",379,33.8,40.4,12.9,12.9
122092002,"Bucks",22,"CENTENNIAL SD",8,"Black",14,0,14.3,28.6,57.1
122092002,"Bucks",22,"CENTENNIAL SD",8,"Hispanic",41,14.6,22,29.3,34.1
122092002,"Bucks",22,"CENTENNIAL SD",8,"Asian",11,18.2,36.4,18.2,27.3
122092002,"Bucks",22,"CENTENNIAL SD",8,"Native American",1,,,,
122092002,"Bucks",22,"CENTENNIAL SD",8,"Multi-ethnic",4,,,,
122092002,"Bucks",22,"CENTENNIAL SD",8,"IEP",78,9,17.9,23.1,50
122092002,"Bucks",22,"CENTENNIAL SD",8,"ELL",6,,,,
122092002,"Bucks",22,"CENTENNIAL SD",8,"Economically Disadvantaged",95,15.8,30.5,22.1,31.6
122092002,"Bucks",22,"CENTENNIAL SD",11,"All Students",447,17.7,26.2,39.6,16.6
122092002,"Bucks",22,"CENTENNIAL SD",11,"Male",233,18.9,27,36.5,17.6
122092002,"Bucks",22,"CENTENNIAL SD",11,"Female",214,16.4,25.2,43,15.4
122092002,"Bucks",22,"CENTENNIAL SD",11,"White",384,19.3,28.6,37.5,14.6
122092002,"Bucks",22,"CENTENNIAL SD",11,"Black",20,5,10,55,30
122092002,"Bucks",22,"CENTENNIAL SD",11,"Hispanic",31,3.2,0,64.5,32.3
122092002,"Bucks",22,"CENTENNIAL SD",11,"Asian",10,30,40,10,20
122092002,"Bucks",22,"CENTENNIAL SD",11,"Native American",1,,,,
122092002,"Bucks",22,"CENTENNIAL SD",11,"Multi-ethnic",1,,,,
122092002,"Bucks",22,"CENTENNIAL SD",11,"IEP",65,1.5,12.3,38.5,47.7
122092002,"Bucks",22,"CENTENNIAL SD",11,"ELL",4,,,,
122092002,"Bucks",22,"CENTENNIAL SD",11,"Economically Disadvantaged",81,13.6,16,43.2,27.2
122092102,"Bucks",22,"CENTRAL BUCKS SD",4,"All Students",1563,64.2,29.4,4.9,1.5
122092102,"Bucks",22,"CENTRAL BUCKS SD",4,"Male",807,66.2,27.1,4.6,2.1
122092102,"Bucks",22,"CENTRAL BUCKS SD",4,"Female",756,62.2,31.9,5.2,0.8
122092102,"Bucks",22,"CENTRAL BUCKS SD",4,"White",1390,65.2,29.1,4.5,1.3
122092102,"Bucks",22,"CENTRAL BUCKS SD",4,"Black",31,41.9,48.4,6.5,3.2
122092102,"Bucks",22,"CENTRAL BUCKS SD",4,"Hispanic",42,40.5,40.5,14.3,4.8
122092102,"Bucks",22,"CENTRAL BUCKS SD",4,"Asian",92,70.7,22.8,5.4,1.1
122092102,"Bucks",22,"CENTRAL BUCKS SD",4,"Native American",5,,,,
122092102,"Bucks",22,"CENTRAL BUCKS SD",4,"Multi-ethnic",3,,,,
122092102,"Bucks",22,"CENTRAL BUCKS SD",4,"IEP",173,27.7,44.5,19.1,8.7
122092102,"Bucks",22,"CENTRAL BUCKS SD",4,"ELL",5,,,,
122092102,"Bucks",22,"CENTRAL BUCKS SD",4,"Economically Disadvantaged",106,45.3,37.7,11.3,5.7
122092102,"Bucks",22,"CENTRAL BUCKS SD",8,"All Students",1690,44.4,38.2,10.4,7
122092102,"Bucks",22,"CENTRAL BUCKS SD",8,"Male",836,46.5,37.1,9.4,6.9
122092102,"Bucks",22,"CENTRAL BUCKS SD",8,"Female",852,42.5,39.2,11.3,7
122092102,"Bucks",22,"CENTRAL BUCKS SD",8,"White",1543,44.5,38.9,9.9,6.7
122092102,"Bucks",22,"CENTRAL BUCKS SD",8,"Black",36,33.3,27.8,22.2,16.7
122092102,"Bucks",22,"CENTRAL BUCKS SD",8,"Hispanic",38,23.7,39.5,23.7,13.2
122092102,"Bucks",22,"CENTRAL BUCKS SD",8,"Asian",69,62.3,27.5,5.8,4.3
122092102,"Bucks",22,"CENTRAL BUCKS SD",8,"Native American",0,,,,
122092102,"Bucks",22,"CENTRAL BUCKS SD",8,"Multi-ethnic",2,,,,
122092102,"Bucks",22,"CENTRAL BUCKS SD",8,"IEP",208,13,27.4,26.4,33.2
122092102,"Bucks",22,"CENTRAL BUCKS SD",8,"ELL",6,,,,
122092102,"Bucks",22,"CENTRAL BUCKS SD",8,"Economically Disadvantaged",100,24,37,17,22
122092102,"Bucks",22,"CENTRAL BUCKS SD",11,"All Students",1644,32.8,33.6,29.6,4
122092102,"Bucks",22,"CENTRAL BUCKS SD",11,"Male",842,32.9,34,27.9,5.2
