"The 2010 PSSA Mathematics and Reading District Level Proficiency Results*",,,,,,,,,,,,,,,
"*Full Academic Year Students; No PASA/PSSA-M Scores. Data for groups with less than 10 students assessed were replaced by blanks. Percentages were rounded to the nearest tenth. Proficiency percentages may not add up to 100 due to rounding.",,,,,,,,,,,,,,,
"AUN","County","IU #","District","Grade","Group","Number Scored Math","% Advanced Math","% Proficient Math","% Basic Math","% Below Basic Math","Number Scored Reading","% Advanced Reading","% Proficient Reading","% Basic Reading","% Below Basic Reading"
124156503,"Chester",24,"OCTORARA AREA SD",7,"Male",93,59.1,20.4,10.8,9.7,93,32.3,37.6,20.4,9.7
124156503,"Chester",24,"OCTORARA AREA SD",7,"Female",112,53.6,22.3,13.4,10.7,111,34.2,43.2,18.0,4.5
124156503,"Chester",24,"OCTORARA AREA SD",7,"White",171,58.5,19.3,12.3,9.9,171,36.3,39.8,17.5,6.4
124156503,"Chester",24,"OCTORARA AREA SD",7,"Black",16,37.5,18.8,18.8,25.0,16,12.5,25.0,43.8,18.8
124156503,"Chester",24,"OCTORARA AREA SD",7,"Hispanic",16,50.0,43.8,6.3,0.0,15,20.0,73.3,6.7,0.0
124156503,"Chester",24,"OCTORARA AREA SD",7,"Asian",1,,,,,1,,,,
124156503,"Chester",24,"OCTORARA AREA SD",7,"Native American",1,,,,,1,,,,
124156503,"Chester",24,"OCTORARA AREA SD",7,"Multi-ethnic",0,,,,,0,,,,
124156503,"Chester",24,"OCTORARA AREA SD",7,"IEP",36,22.2,11.1,33.3,33.3,36,8.3,22.2,36.1,33.3
124156503,"Chester",24,"OCTORARA AREA SD",7,"ELL",0,,,,,0,,,,
124156503,"Chester",24,"OCTORARA AREA SD",7,"Economically Disadvantaged",61,32.8,29.5,21.3,16.4,60,18.3,40.0,33.3,8.3
124156503,"Chester",24,"OCTORARA AREA SD",8,"All Students",196,58.2,21.9,11.2,8.7,196,52.0,33.7,6.1,8.2
124156503,"Chester",24,"OCTORARA AREA SD",8,"Male",91,56.0,23.1,12.1,8.8,91,41.8,36.3,11.0,11.0
124156503,"Chester",24,"OCTORARA AREA SD",8,"Female",105,60.0,21.0,10.5,8.6,105,61.0,31.4,1.9,5.7
124156503,"Chester",24,"OCTORARA AREA SD",8,"White",171,62.6,20.5,9.9,7.0,171,56.7,31.0,5.8,6.4
124156503,"Chester",24,"OCTORARA AREA SD",8,"Black",15,20.0,26.7,26.7,26.7,15,20.0,40.0,13.3,26.7
124156503,"Chester",24,"OCTORARA AREA SD",8,"Hispanic",9,,,,,9,,,,
124156503,"Chester",24,"OCTORARA AREA SD",8,"Asian",0,,,,,0,,,,
124156503,"Chester",24,"OCTORARA AREA SD",8,"Native American",1,,,,,1,,,,
124156503,"Chester",24,"OCTORARA AREA SD",8,"Multi-ethnic",0,,,,,0,,,,
124156503,"Chester",24,"OCTORARA AREA SD",8,"IEP",31,22.6,12.9,32.3,32.3,31,22.6,16.1,22.6,38.7
124156503,"Chester",24,"OCTORARA AREA SD",8,"ELL",0,,,,,0,,,,
124156503,"Chester",24,"OCTORARA AREA SD",8,"Economically Disadvantaged",50,36.0,26.0,20.0,18.0,50,32.0,42.0,10.0,16.0
124156503,"Chester",24,"OCTORARA AREA SD",11,"All Students",214,31.3,26.2,20.6,22.0,214,33.6,31.8,14.5,20.1
124156503,"Chester",24,"OCTORARA AREA SD",11,"Male",108,29.6,27.8,19.4,23.1,108,27.8,33.3,16.7,22.2
124156503,"Chester",24,"OCTORARA AREA SD",11,"Female",105,33.3,24.8,21.0,21.0,105,39.0,30.5,12.4,18.1
124156503,"Chester",24,"OCTORARA AREA SD",11,"White",189,34.4,25.9,21.2,18.5,189,34.9,33.3,14.8,16.9
124156503,"Chester",24,"OCTORARA AREA SD",11,"Black",12,0.0,25.0,16.7,58.3,12,8.3,25.0,8.3,58.3
124156503,"Chester",24,"OCTORARA AREA SD",11,"Hispanic",11,9.1,36.4,9.1,45.5,11,27.3,18.2,18.2,36.4
124156503,"Chester",24,"OCTORARA AREA SD",11,"Asian",0,,,,,0,,,,
124156503,"Chester",24,"OCTORARA AREA SD",11,"Native American",0,,,,,0,,,,
124156503,"Chester",24,"OCTORARA AREA SD",11,"Multi-ethnic",1,,,,,1,,,,
124156503,"Chester",24,"OCTORARA AREA SD",11,"IEP",32,12.5,6.3,21.9,59.4,32,12.5,15.6,15.6,56.3
124156503,"Chester",24,"OCTORARA AREA SD",11,"ELL",1,,,,,1,,,,
124156503,"Chester",24,"OCTORARA AREA SD",11,"Economically Disadvantaged",35,11.4,31.4,14.3,42.9,35,11.4,34.3,14.3,40.0
124156603,"Chester",24,"OWEN J ROBERTS SD",3,"All Students",366,56.3,32.8,8.7,2.2,366,33.1,48.9,10.7,7.4
124156603,"Chester",24,"OWEN J ROBERTS SD",3,"Male",190,53.2,35.8,8.9,2.1,190,28.9,47.9,13.7,9.5
124156603,"Chester",24,"OWEN J ROBERTS SD",3,"Female",176,59.7,29.5,8.5,2.3,176,37.5,50.0,7.4,5.1
124156603,"Chester",24,"OWEN J ROBERTS SD",3,"White",341,57.2,33.1,8.2,1.5,341,33.1,49.9,10.6,6.5
124156603,"Chester",24,"OWEN J ROBERTS SD",3,"Black",10,30.0,30.0,20.0,20.0,10,10.0,30.0,20.0,40.0
124156603,"Chester",24,"OWEN J ROBERTS SD",3,"Hispanic",5,,,,,5,,,,
124156603,"Chester",24,"OWEN J ROBERTS SD",3,"Asian",9,,,,,9,,,,
124156603,"Chester",24,"OWEN J ROBERTS SD",3,"Native American",1,,,,,1,,,,
124156603,"Chester",24,"OWEN J ROBERTS SD",3,"Multi-ethnic",0,,,,,0,,,,
124156603,"Chester",24,"OWEN J ROBERTS SD",3,"IEP",55,30.9,34.5,25.5,9.1,55,16.4,27.3,27.3,29.1
124156603,"Chester",24,"OWEN J ROBERTS SD",3,"ELL",1,,,,,1,,,,
124156603,"Chester",24,"OWEN J ROBERTS SD",3,"Economically Disadvantaged",52,23.1,40.4,25.0,11.5,52,15.4,40.4,21.2,23.1
124156603,"Chester",24,"OWEN J ROBERTS SD",4,"All Students",400,73.3,18.3,4.5,4.0,406,49.0,35.7,10.1,5.2
124156603,"Chester",24,"OWEN J ROBERTS SD",4,"Male",201,73.6,15.9,5.5,5.0,205,43.9,40.0,9.8,6.3
124156603,"Chester",24,"OWEN J ROBERTS SD",4,"Female",199,72.9,20.6,3.5,3.0,201,54.2,31.3,10.4,4.0
124156603,"Chester",24,"OWEN J ROBERTS SD",4,"White",382,74.1,18.1,4.2,3.7,387,49.9,35.7,9.6,4.9
124156603,"Chester",24,"OWEN J ROBERTS SD",4,"Black",8,,,,,9,,,,
124156603,"Chester",24,"OWEN J ROBERTS SD",4,"Hispanic",1,,,,,1,,,,
124156603,"Chester",24,"OWEN J ROBERTS SD",4,"Asian",9,,,,,9,,,,
124156603,"Chester",24,"OWEN J ROBERTS SD",4,"Native American",0,,,,,0,,,,
124156603,"Chester",24,"OWEN J ROBERTS SD",4,"Multi-ethnic",0,,,,,0,,,,
124156603,"Chester",24,"OWEN J ROBERTS SD",4,"IEP",61,42.6,26.2,16.4,14.8,68,20.6,26.5,27.9,25.0
124156603,"Chester",24,"OWEN J ROBERTS SD",4,"ELL",1,,,,,1,,,,
124156603,"Chester",24,"OWEN J ROBERTS SD",4,"Economically Disadvantaged",51,52.9,21.6,7.8,17.6,54,24.1,37.0,20.4,18.5
124156603,"Chester",24,"OWEN J ROBERTS SD",5,"All Students",379,59.9,22.4,14.2,3.4,388,33.8,43.8,13.1,9.3
124156603,"Chester",24,"OWEN J ROBERTS SD",5,"Male",197,60.4,23.4,13.7,2.5,200,30.0,45.5,13.5,11.0
124156603,"Chester",24,"OWEN J ROBERTS SD",5,"Female",182,59.3,21.4,14.8,4.4,188,37.8,42.0,12.8,7.4
124156603,"Chester",24,"OWEN J ROBERTS SD",5,"White",363,59.8,22.6,14.3,3.3,371,34.2,43.4,13.7,8.6
124156603,"Chester",24,"OWEN J ROBERTS SD",5,"Black",8,,,,,8,,,,
124156603,"Chester",24,"OWEN J ROBERTS SD",5,"Hispanic",2,,,,,3,,,,
124156603,"Chester",24,"OWEN J ROBERTS SD",5,"Asian",5,,,,,5,,,,
124156603,"Chester",24,"OWEN J ROBERTS SD",5,"Native American",1,,,,,1,,,,
124156603,"Chester",24,"OWEN J ROBERTS SD",5,"Multi-ethnic",0,,,,,0,,,,
124156603,"Chester",24,"OWEN J ROBERTS SD",5,"IEP",64,28.1,26.6,29.7,15.6,74,12.2,32.4,16.2,39.2
124156603,"Chester",24,"OWEN J ROBERTS SD",5,"ELL",1,,,,,1,,,,
124156603,"Chester",24,"OWEN J ROBERTS SD",5,"Economically Disadvantaged",45,37.8,33.3,17.8,11.1,48,25.0,39.6,10.4,25.0
124156603,"Chester",24,"OWEN J ROBERTS SD",6,"All Students",370,69.7,19.2,8.4,2.7,375,57.9,25.9,10.1,6.1
124156603,"Chester",24,"OWEN J ROBERTS SD",6,"Male",199,66.8,21.1,9.5,2.5,204,49.5,27.9,14.7,7.8
124156603,"Chester",24,"OWEN J ROBERTS SD",6,"Female",171,73.1,17.0,7.0,2.9,171,67.8,23.4,4.7,4.1
124156603,"Chester",24,"OWEN J ROBERTS SD",6,"White",350,69.4,19.7,8.3,2.6,354,57.6,26.3,10.2,5.9
124156603,"Chester",24,"OWEN J ROBERTS SD",6,"Black",9,,,,,10,40.0,20.0,20.0,20.0
124156603,"Chester",24,"OWEN J ROBERTS SD",6,"Hispanic",1,,,,,1,,,,
124156603,"Chester",24,"OWEN J ROBERTS SD",6,"Asian",8,,,,,8,,,,
124156603,"Chester",24,"OWEN J ROBERTS SD",6,"Native American",1,,,,,1,,,,
124156603,"Chester",24,"OWEN J ROBERTS SD",6,"Multi-ethnic",1,,,,,1,,,,
124156603,"Chester",24,"OWEN J ROBERTS SD",6,"IEP",50,24.0,40.0,24.0,12.0,55,16.4,36.4,18.2,29.1
124156603,"Chester",24,"OWEN J ROBERTS SD",6,"ELL",0,,,,,0,,,,
124156603,"Chester",24,"OWEN J ROBERTS SD",6,"Economically Disadvantaged",44,54.5,18.2,18.2,9.1,46,43.5,21.7,17.4,17.4
124156603,"Chester",24,"OWEN J ROBERTS SD",7,"All Students",366,71.9,18.6,5.7,3.8,367,62.4,28.3,7.9,1.4
124156603,"Chester",24,"OWEN J ROBERTS SD",7,"Male",185,73.5,16.8,7.6,2.2,185,60.5,29.2,9.2,1.1
124156603,"Chester",24,"OWEN J ROBERTS SD",7,"Female",181,70.2,20.4,3.9,5.5,182,64.3,27.5,6.6,1.6
124156603,"Chester",24,"OWEN J ROBERTS SD",7,"White",343,72.9,18.1,5.5,3.5,343,63.6,27.4,7.6,1.5
124156603,"Chester",24,"OWEN J ROBERTS SD",7,"Black",14,35.7,35.7,14.3,14.3,14,28.6,57.1,14.3,0.0
124156603,"Chester",24,"OWEN J ROBERTS SD",7,"Hispanic",3,,,,,4,,,,
124156603,"Chester",24,"OWEN J ROBERTS SD",7,"Asian",6,,,,,6,,,,
124156603,"Chester",24,"OWEN J ROBERTS SD",7,"Native American",0,,,,,0,,,,
124156603,"Chester",24,"OWEN J ROBERTS SD",7,"Multi-ethnic",0,,,,,0,,,,
124156603,"Chester",24,"OWEN J ROBERTS SD",7,"IEP",54,29.6,25.9,20.4,24.1,55,25.5,38.2,27.3,9.1
124156603,"Chester",24,"OWEN J ROBERTS SD",7,"ELL",0,,,,,1,,,,
124156603,"Chester",24,"OWEN J ROBERTS SD",7,"Economically Disadvantaged",44,34.1,38.6,15.9,11.4,44,36.4,38.6,18.2,6.8
124156603,"Chester",24,"OWEN J ROBERTS SD",8,"All Students",395,61.5,24.3,9.6,4.6,400,62.5,29.8,4.0,3.8
124156603,"Chester",24,"OWEN J ROBERTS SD",8,"Male",209,59.8,23.9,9.6,6.7,214,52.8,35.0,5.1,7.0
124156603,"Chester",24,"OWEN J ROBERTS SD",8,"Female",186,63.4,24.7,9.7,2.2,186,73.7,23.7,2.7,0.0
124156603,"Chester",24,"OWEN J ROBERTS SD",8,"White",372,62.9,23.7,9.1,4.3,376,63.8,29.0,3.7,3.5
124156603,"Chester",24,"OWEN J ROBERTS SD",8,"Black",8,,,,,9,,,,
124156603,"Chester",24,"OWEN J ROBERTS SD",8,"Hispanic",5,,,,,5,,,,
124156603,"Chester",24,"OWEN J ROBERTS SD",8,"Asian",6,,,,,6,,,,
124156603,"Chester",24,"OWEN J ROBERTS SD",8,"Native American",3,,,,,3,,,,
124156603,"Chester",24,"OWEN J ROBERTS SD",8,"Multi-ethnic",1,,,,,1,,,,
124156603,"Chester",24,"OWEN J ROBERTS SD",8,"IEP",66,18.2,37.9,25.8,18.2,72,18.1,50.0,15.3,16.7
124156603,"Chester",24,"OWEN J ROBERTS SD",8,"ELL",1,,,,,1,,,,
124156603,"Chester",24,"OWEN J ROBERTS SD",8,"Economically Disadvantaged",51,37.3,31.4,17.6,13.7,52,38.5,44.2,9.6,7.7
124156603,"Chester",24,"OWEN J ROBERTS SD",11,"All Students",389,43.7,26.7,12.9,16.7,391,50.6,28.4,11.8,9.2
124156603,"Chester",24,"OWEN J ROBERTS SD",11,"Male",205,39.0,27.8,13.7,19.5,206,42.2,31.6,11.7,14.6
124156603,"Chester",24,"OWEN J ROBERTS SD",11,"Female",184,48.9,25.5,12.0,13.6,185,60.0,24.9,11.9,3.2
124156603,"Chester",24,"OWEN J ROBERTS SD",11,"White",365,45.8,27.4,12.6,14.2,367,53.1,28.9,10.1,7.9
124156603,"Chester",24,"OWEN J ROBERTS SD",11,"Black",13,0.0,15.4,23.1,61.5,13,7.7,23.1,46.2,23.1
124156603,"Chester",24,"OWEN J ROBERTS SD",11,"Hispanic",6,,,,,6,,,,
124156603,"Chester",24,"OWEN J ROBERTS SD",11,"Asian",2,,,,,2,,,,
124156603,"Chester",24,"OWEN J ROBERTS SD",11,"Native American",0,,,,,0,,,,
124156603,"Chester",24,"OWEN J ROBERTS SD",11,"Multi-ethnic",3,,,,,3,,,,
124156603,"Chester",24,"OWEN J ROBERTS SD",11,"IEP",74,9.5,16.2,20.3,54.1,76,17.1,23.7,27.6,31.6
124156603,"Chester",24,"OWEN J ROBERTS SD",11,"ELL",1,,,,,1,,,,
124156603,"Chester",24,"OWEN J ROBERTS SD",11,"Economically Disadvantaged",38,18.4,15.8,18.4,47.4,38,23.7,26.3,15.8,34.2
124156703,"Chester",24,"OXFORD AREA SD",3,"All Students",275,31.3,48.7,14.2,5.8,275,22.9,51.3,12.7,13.1
124156703,"Chester",24,"OXFORD AREA SD",3,"Male",137,33.6,45.3,13.9,7.3,137,21.2,50.4,11.7,16.8
124156703,"Chester",24,"OXFORD AREA SD",3,"Female",138,29.0,52.2,14.5,4.3,138,24.6,52.2,13.8,9.4
124156703,"Chester",24,"OXFORD AREA SD",3,"White",205,39.5,46.3,10.7,3.4,205,29.3,53.2,9.8,7.8
124156703,"Chester",24,"OXFORD AREA SD",3,"Black",15,6.7,60.0,20.0,13.3,15,6.7,53.3,20.0,20.0
124156703,"Chester",24,"OXFORD AREA SD",3,"Hispanic",52,7.7,55.8,23.1,13.5,52,3.8,46.2,19.2,30.8
124156703,"Chester",24,"OXFORD AREA SD",3,"Asian",1,,,,,1,,,,
124156703,"Chester",24,"OXFORD AREA SD",3,"Native American",0,,,,,0,,,,
124156703,"Chester",24,"OXFORD AREA SD",3,"Multi-ethnic",2,,,,,2,,,,
124156703,"Chester",24,"OXFORD AREA SD",3,"IEP",28,10.7,28.6,35.7,25.0,28,3.6,35.7,10.7,50.0
124156703,"Chester",24,"OXFORD AREA SD",3,"ELL",30,3.3,40.0,33.3,23.3,30,0.0,26.7,20.0,53.3
124156703,"Chester",24,"OXFORD AREA SD",3,"Economically Disadvantaged",98,12.2,53.1,23.5,11.2,98,9.2,52.0,14.3,24.5
124156703,"Chester",24,"OXFORD AREA SD",4,"All Students",294,44.9,36.4,8.2,10.5,294,36.4,39.5,10.5,13.6
124156703,"Chester",24,"OXFORD AREA SD",4,"Male",157,47.1,33.1,9.6,10.2,157,29.3,40.8,13.4,16.6
124156703,"Chester",24,"OXFORD AREA SD",4,"Female",137,42.3,40.1,6.6,10.9,137,44.5,38.0,7.3,10.2
124156703,"Chester",24,"OXFORD AREA SD",4,"White",219,52.5,34.7,5.9,6.8,219,41.1,41.1,8.2,9.6
124156703,"Chester",24,"OXFORD AREA SD",4,"Black",16,12.5,43.8,25.0,18.8,16,18.8,25.0,12.5,43.8
124156703,"Chester",24,"OXFORD AREA SD",4,"Hispanic",53,24.5,41.5,13.2,20.8,53,24.5,35.8,18.9,20.8
124156703,"Chester",24,"OXFORD AREA SD",4,"Asian",3,,,,,3,,,,
124156703,"Chester",24,"OXFORD AREA SD",4,"Native American",0,,,,,0,,,,
124156703,"Chester",24,"OXFORD AREA SD",4,"Multi-ethnic",3,,,,,3,,,,
124156703,"Chester",24,"OXFORD AREA SD",4,"IEP",51,25.5,29.4,7.8,37.3,51,13.7,21.6,17.6,47.1
124156703,"Chester",24,"OXFORD AREA SD",4,"ELL",26,0.0,42.3,19.2,38.5,26,0.0,34.6,23.1,42.3
124156703,"Chester",24,"OXFORD AREA SD",4,"Economically Disadvantaged",103,28.2,42.7,12.6,16.5,103,23.3,37.9,16.5,22.3
124156703,"Chester",24,"OXFORD AREA SD",5,"All Students",275,49.5,24.7,16.7,9.1,275,25.1,39.6,20.7,14.5
124156703,"Chester",24,"OXFORD AREA SD",5,"Male",144,56.3,18.8,16.0,9.0,144,21.5,43.1,18.8,16.7
124156703,"Chester",24,"OXFORD AREA SD",5,"Female",131,42.0,31.3,17.6,9.2,131,29.0,35.9,22.9,12.2
124156703,"Chester",24,"OXFORD AREA SD",5,"White",206,59.2,22.8,12.1,5.8,206,29.1,43.2,18.4,9.2
124156703,"Chester",24,"OXFORD AREA SD",5,"Black",14,7.1,21.4,57.1,14.3,14,14.3,21.4,21.4,42.9
124156703,"Chester",24,"OXFORD AREA SD",5,"Hispanic",54,22.2,33.3,24.1,20.4,54,11.1,31.5,29.6,27.8
124156703,"Chester",24,"OXFORD AREA SD",5,"Asian",0,,,,,0,,,,
124156703,"Chester",24,"OXFORD AREA SD",5,"Native American",0,,,,,0,,,,
124156703,"Chester",24,"OXFORD AREA SD",5,"Multi-ethnic",1,,,,,1,,,,
124156703,"Chester",24,"OXFORD AREA SD",5,"IEP",36,19.4,8.3,27.8,44.4,36,11.1,13.9,16.7,58.3
124156703,"Chester",24,"OXFORD AREA SD",5,"ELL",22,0.0,18.2,40.9,40.9,22,0.0,0.0,40.9,59.1
124156703,"Chester",24,"OXFORD AREA SD",5,"Economically Disadvantaged",113,28.3,29.2,27.4,15.0,113,11.5,34.5,30.1,23.9
124156703,"Chester",24,"OXFORD AREA SD",6,"All Students",287,54.0,26.8,12.9,6.3,287,41.5,34.8,15.0,8.7
124156703,"Chester",24,"OXFORD AREA SD",6,"Male",133,51.9,26.3,14.3,7.5,133,36.1,35.3,16.5,12.0
124156703,"Chester",24,"OXFORD AREA SD",6,"Female",154,55.8,27.3,11.7,5.2,154,46.1,34.4,13.6,5.8
124156703,"Chester",24,"OXFORD AREA SD",6,"White",207,61.8,24.2,8.2,5.8,207,47.3,37.7,8.2,6.8
124156703,"Chester",24,"OXFORD AREA SD",6,"Black",17,23.5,35.3,35.3,5.9,17,17.6,23.5,29.4,29.4
124156703,"Chester",24,"OXFORD AREA SD",6,"Hispanic",55,30.9,36.4,25.5,7.3,55,23.6,30.9,34.5,10.9
124156703,"Chester",24,"OXFORD AREA SD",6,"Asian",3,,,,,3,,,,
124156703,"Chester",24,"OXFORD AREA SD",6,"Native American",0,,,,,0,,,,
124156703,"Chester",24,"OXFORD AREA SD",6,"Multi-ethnic",5,,,,,5,,,,
124156703,"Chester",24,"OXFORD AREA SD",6,"IEP",44,13.6,27.3,29.5,29.5,44,2.3,29.5,25.0,43.2
124156703,"Chester",24,"OXFORD AREA SD",6,"ELL",18,16.7,33.3,33.3,16.7,18,0.0,27.8,50.0,22.2
124156703,"Chester",24,"OXFORD AREA SD",6,"Economically Disadvantaged",99,33.3,37.4,20.2,9.1,99,23.2,36.4,28.3,12.1
124156703,"Chester",24,"OXFORD AREA SD",7,"All Students",283,57.6,21.9,8.1,12.4,283,47.0,32.5,14.1,6.4
124156703,"Chester",24,"OXFORD AREA SD",7,"Male",133,55.6,20.3,9.8,14.3,133,37.6,36.8,18.8,6.8
124156703,"Chester",24,"OXFORD AREA SD",7,"Female",150,59.3,23.3,6.7,10.7,150,55.3,28.7,10.0,6.0
124156703,"Chester",24,"OXFORD AREA SD",7,"White",219,61.2,20.5,5.9,12.3,219,52.5,30.6,11.4,5.5
124156703,"Chester",24,"OXFORD AREA SD",7,"Black",11,27.3,36.4,27.3,9.1,11,45.5,18.2,27.3,9.1
124156703,"Chester",24,"OXFORD AREA SD",7,"Hispanic",50,48.0,24.0,14.0,14.0,50,24.0,42.0,24.0,10.0
124156703,"Chester",24,"OXFORD AREA SD",7,"Asian",2,,,,,2,,,,
124156703,"Chester",24,"OXFORD AREA SD",7,"Native American",0,,,,,0,,,,
124156703,"Chester",24,"OXFORD AREA SD",7,"Multi-ethnic",1,,,,,1,,,,
124156703,"Chester",24,"OXFORD AREA SD",7,"IEP",51,13.7,23.5,17.6,45.1,51,11.8,29.4,35.3,23.5
124156703,"Chester",24,"OXFORD AREA SD",7,"ELL",11,0.0,36.4,36.4,27.3,11,0.0,18.2,54.5,27.3
124156703,"Chester",24,"OXFORD AREA SD",7,"Economically Disadvantaged",96,44.8,24.0,13.5,17.7,96,31.3,36.5,19.8,12.5
124156703,"Chester",24,"OXFORD AREA SD",8,"All Students",270,48.5,28.5,13.0,10.0,270,57.8,26.3,8.5,7.4
124156703,"Chester",24,"OXFORD AREA SD",8,"Male",148,43.9,31.1,14.9,10.1,148,48.0,31.8,8.8,11.5
124156703,"Chester",24,"OXFORD AREA SD",8,"Female",122,54.1,25.4,10.7,9.8,122,69.7,19.7,8.2,2.5
124156703,"Chester",24,"OXFORD AREA SD",8,"White",206,57.3,25.2,11.2,6.3,206,64.6,24.8,5.8,4.9
124156703,"Chester",24,"OXFORD AREA SD",8,"Black",18,16.7,33.3,22.2,27.8,18,44.4,27.8,16.7,11.1
124156703,"Chester",24,"OXFORD AREA SD",8,"Hispanic",43,20.9,41.9,18.6,18.6,43,32.6,32.6,18.6,16.3
124156703,"Chester",24,"OXFORD AREA SD",8,"Asian",2,,,,,2,,,,
124156703,"Chester",24,"OXFORD AREA SD",8,"Native American",0,,,,,0,,,,
124156703,"Chester",24,"OXFORD AREA SD",8,"Multi-ethnic",0,,,,,0,,,,
124156703,"Chester",24,"OXFORD AREA SD",8,"IEP",51,7.8,29.4,21.6,41.2,51,9.8,29.4,29.4,31.4
124156703,"Chester",24,"OXFORD AREA SD",8,"ELL",19,0.0,47.4,15.8,36.8,19,5.3,36.8,31.6,26.3
124156703,"Chester",24,"OXFORD AREA SD",8,"Economically Disadvantaged",87,34.5,29.9,23.0,12.6,87,42.5,34.5,13.8,9.2
124156703,"Chester",24,"OXFORD AREA SD",11,"All Students",274,27.7,35.0,21.2,16.1,282,36.2,35.1,14.9,13.8
124156703,"Chester",24,"OXFORD AREA SD",11,"Male",139,22.3,41.0,17.3,19.4,143,23.1,43.4,16.8,16.8
124156703,"Chester",24,"OXFORD AREA SD",11,"Female",135,33.3,28.9,25.2,12.6,139,49.6,26.6,12.9,10.8
124156703,"Chester",24,"OXFORD AREA SD",11,"White",206,33.0,33.5,22.3,11.2,212,42.5,36.8,12.7,8.0
124156703,"Chester",24,"OXFORD AREA SD",11,"Black",22,9.1,31.8,18.2,40.9,22,22.7,45.5,13.6,18.2
124156703,"Chester",24,"OXFORD AREA SD",11,"Hispanic",43,11.6,46.5,16.3,25.6,45,13.3,24.4,24.4,37.8
124156703,"Chester",24,"OXFORD AREA SD",11,"Asian",2,,,,,2,,,,
124156703,"Chester",24,"OXFORD AREA SD",11,"Native American",0,,,,,0,,,,
124156703,"Chester",24,"OXFORD AREA SD",11,"Multi-ethnic",1,,,,,1,,,,
124156703,"Chester",24,"OXFORD AREA SD",11,"IEP",39,2.6,12.8,15.4,69.2,47,6.4,19.1,21.3,53.2
124156703,"Chester",24,"OXFORD AREA SD",11,"ELL",5,,,,,5,,,,
124156703,"Chester",24,"OXFORD AREA SD",11,"Economically Disadvantaged",82,18.3,37.8,20.7,23.2,88,20.5,35.2,21.6,22.7
124157203,"Chester",24,"PHOENIXVILLE AREA SD",3,"All Students",239,66.5,28.9,3.8,0.8,238,45.0,44.1,7.1,3.8
124157203,"Chester",24,"PHOENIXVILLE AREA SD",3,"Male",139,66.2,30.9,2.2,0.7,138,39.9,47.1,7.2,5.8
124157203,"Chester",24,"PHOENIXVILLE AREA SD",3,"Female",100,67.0,26.0,6.0,1.0,100,52.0,40.0,7.0,1.0
124157203,"Chester",24,"PHOENIXVILLE AREA SD",3,"White",201,69.7,25.9,3.5,1.0,200,49.0,42.5,5.0,3.5
124157203,"Chester",24,"PHOENIXVILLE AREA SD",3,"Black",13,23.1,69.2,7.7,0.0,13,15.4,46.2,23.1,15.4
124157203,"Chester",24,"PHOENIXVILLE AREA SD",3,"Hispanic",15,53.3,40.0,6.7,0.0,15,13.3,60.0,26.7,0.0
124157203,"Chester",24,"PHOENIXVILLE AREA SD",3,"Asian",9,,,,,9,,,,
124157203,"Chester",24,"PHOENIXVILLE AREA SD",3,"Native American",1,,,,,1,,,,
124157203,"Chester",24,"PHOENIXVILLE AREA SD",3,"Multi-ethnic",0,,,,,0,,,,
124157203,"Chester",24,"PHOENIXVILLE AREA SD",3,"IEP",24,29.2,41.7,20.8,8.3,23,21.7,34.8,13.0,30.4
124157203,"Chester",24,"PHOENIXVILLE AREA SD",3,"ELL",10,40.0,50.0,10.0,0.0,10,20.0,30.0,50.0,0.0
124157203,"Chester",24,"PHOENIXVILLE AREA SD",3,"Economically Disadvantaged",44,47.7,43.2,6.8,2.3,44,15.9,56.8,18.2,9.1
124157203,"Chester",24,"PHOENIXVILLE AREA SD",4,"All Students",276,69.6,23.6,4.7,2.2,282,53.9,28.7,10.3,7.1
124157203,"Chester",24,"PHOENIXVILLE AREA SD",4,"Male",140,70.7,21.4,5.7,2.1,143,46.9,30.8,11.9,10.5
124157203,"Chester",24,"PHOENIXVILLE AREA SD",4,"Female",136,68.4,25.7,3.7,2.2,139,61.2,26.6,8.6,3.6
124157203,"Chester",24,"PHOENIXVILLE AREA SD",4,"White",231,73.6,21.6,3.0,1.7,235,57.9,27.7,7.7,6.8
124157203,"Chester",24,"PHOENIXVILLE AREA SD",4,"Black",11,18.2,63.6,9.1,9.1,13,0.0,46.2,30.8,23.1
124157203,"Chester",24,"PHOENIXVILLE AREA SD",4,"Hispanic",22,40.9,36.4,18.2,4.5,22,36.4,31.8,27.3,4.5
124157203,"Chester",24,"PHOENIXVILLE AREA SD",4,"Asian",11,90.9,0.0,9.1,0.0,11,72.7,18.2,9.1,0.0
124157203,"Chester",24,"PHOENIXVILLE AREA SD",4,"Native American",1,,,,,1,,,,
124157203,"Chester",24,"PHOENIXVILLE AREA SD",4,"Multi-ethnic",0,,,,,0,,,,
124157203,"Chester",24,"PHOENIXVILLE AREA SD",4,"IEP",42,35.7,35.7,16.7,11.9,48,16.7,27.1,22.9,33.3
124157203,"Chester",24,"PHOENIXVILLE AREA SD",4,"ELL",11,18.2,72.7,9.1,0.0,11,9.1,45.5,45.5,0.0
124157203,"Chester",24,"PHOENIXVILLE AREA SD",4,"Economically Disadvantaged",57,43.9,45.6,7.0,3.5,60,25.0,36.7,28.3,10.0
