"The 2011 PSSA Science District Level Proficiency Results*",,,,,,,,,,
"*Full Academic Year Students; No PASA/PSSA-M Scores. Data for groups with 10 or fewer students were replaced by blanks. Percentages were rounded to the nearest tenth. Proficiency percentages may not add up to 100 due to rounding.",,,,,,,,,,
,,,,,,,,,,
"AUN","County","IU #","District","Grade","Group","Number Scored Science","% Advanced Science","% Proficient Science","% Basic Science","% Below Basic Science"
122092102,"Bucks",22,"CENTRAL BUCKS SD",11,"Native American",2,,,,
122092102,"Bucks",22,"CENTRAL BUCKS SD",11,"Multi-Ethnic",5,,,,
122092102,"Bucks",22,"CENTRAL BUCKS SD",11,"IEP",149,8.1,13.4,67.1,11.4
122092102,"Bucks",22,"CENTRAL BUCKS SD",11,"ELL",3,,,,
122092102,"Bucks",22,"CENTRAL BUCKS SD",11,"Economically Disadvantaged",84,15.5,31.0,40.5,13.1
122092353,"Bucks",22,"COUNCIL ROCK SD",4,"All Students",886,54.9,38.1,5.3,1.7
122092353,"Bucks",22,"COUNCIL ROCK SD",4,"Male",471,56.3,35.0,6.8,1.9
122092353,"Bucks",22,"COUNCIL ROCK SD",4,"Female",415,53.3,41.7,3.6,1.4
122092353,"Bucks",22,"COUNCIL ROCK SD",4,"White",808,54.1,39.1,5.1,1.7
122092353,"Bucks",22,"COUNCIL ROCK SD",4,"Black",12,41.7,33.3,25.0,0.0
122092353,"Bucks",22,"COUNCIL ROCK SD",4,"Hispanic",15,66.7,26.7,6.7,0.0
122092353,"Bucks",22,"COUNCIL ROCK SD",4,"Asian",51,66.7,27.5,3.9,2.0
122092353,"Bucks",22,"COUNCIL ROCK SD",4,"Native American",0,,,,
122092353,"Bucks",22,"COUNCIL ROCK SD",4,"Multi-Ethnic",0,,,,
122092353,"Bucks",22,"COUNCIL ROCK SD",4,"IEP",200,36.0,43.5,13.0,7.5
122092353,"Bucks",22,"COUNCIL ROCK SD",4,"ELL",24,16.7,62.5,16.7,4.2
122092353,"Bucks",22,"COUNCIL ROCK SD",4,"Economically Disadvantaged",42,35.7,45.2,16.7,2.4
122092353,"Bucks",22,"COUNCIL ROCK SD",8,"All Students",902,38.7,41.1,13.6,6.5
122092353,"Bucks",22,"COUNCIL ROCK SD",8,"Male",465,41.5,36.8,15.1,6.7
122092353,"Bucks",22,"COUNCIL ROCK SD",8,"Female",437,35.7,45.8,12.1,6.4
122092353,"Bucks",22,"COUNCIL ROCK SD",8,"White",810,36.7,42.0,14.4,6.9
122092353,"Bucks",22,"COUNCIL ROCK SD",8,"Black",10,,,,
122092353,"Bucks",22,"COUNCIL ROCK SD",8,"Hispanic",18,55.6,38.9,5.6,0.0
122092353,"Bucks",22,"COUNCIL ROCK SD",8,"Asian",64,60.9,32.8,3.1,3.1
122092353,"Bucks",22,"COUNCIL ROCK SD",8,"Native American",0,,,,
122092353,"Bucks",22,"COUNCIL ROCK SD",8,"Multi-Ethnic",0,,,,
122092353,"Bucks",22,"COUNCIL ROCK SD",8,"IEP",86,14.0,33.7,26.7,25.6
122092353,"Bucks",22,"COUNCIL ROCK SD",8,"ELL",9,,,,
122092353,"Bucks",22,"COUNCIL ROCK SD",8,"Economically Disadvantaged",50,24.0,44.0,22.0,10.0
122092353,"Bucks",22,"COUNCIL ROCK SD",11,"All Students",983,24.5,39.2,31.7,4.6
122092353,"Bucks",22,"COUNCIL ROCK SD",11,"Male",494,28.9,39.3,27.5,4.3
122092353,"Bucks",22,"COUNCIL ROCK SD",11,"Female",489,20.0,39.1,36.0,4.9
122092353,"Bucks",22,"COUNCIL ROCK SD",11,"White",902,23.4,40.1,31.8,4.7
122092353,"Bucks",22,"COUNCIL ROCK SD",11,"Black",6,,,,
122092353,"Bucks",22,"COUNCIL ROCK SD",11,"Hispanic",12,33.3,25.0,25.0,16.7
122092353,"Bucks",22,"COUNCIL ROCK SD",11,"Asian",61,41.0,32.8,26.2,0.0
122092353,"Bucks",22,"COUNCIL ROCK SD",11,"Native American",2,,,,
122092353,"Bucks",22,"COUNCIL ROCK SD",11,"Multi-Ethnic",0,,,,
122092353,"Bucks",22,"COUNCIL ROCK SD",11,"IEP",76,3.9,17.1,46.1,32.9
122092353,"Bucks",22,"COUNCIL ROCK SD",11,"ELL",6,,,,
122092353,"Bucks",22,"COUNCIL ROCK SD",11,"Economically Disadvantaged",48,14.6,37.5,37.5,10.4
122097203,"Bucks",22,"MORRISVILLE BOROUGH SD",4,"All Students",88,43.2,47.7,9.1,0.0
122097203,"Bucks",22,"MORRISVILLE BOROUGH SD",4,"Male",55,41.8,47.3,10.9,0.0
122097203,"Bucks",22,"MORRISVILLE BOROUGH SD",4,"Female",33,45.5,48.5,6.1,0.0
122097203,"Bucks",22,"MORRISVILLE BOROUGH SD",4,"White",44,63.6,34.1,2.3,0.0
122097203,"Bucks",22,"MORRISVILLE BOROUGH SD",4,"Black",32,21.9,62.5,15.6,0.0
122097203,"Bucks",22,"MORRISVILLE BOROUGH SD",4,"Hispanic",9,,,,
122097203,"Bucks",22,"MORRISVILLE BOROUGH SD",4,"Asian",3,,,,
122097203,"Bucks",22,"MORRISVILLE BOROUGH SD",4,"Native American",0,,,,
122097203,"Bucks",22,"MORRISVILLE BOROUGH SD",4,"Multi-Ethnic",0,,,,
122097203,"Bucks",22,"MORRISVILLE BOROUGH SD",4,"IEP",17,41.2,41.2,17.6,0.0
122097203,"Bucks",22,"MORRISVILLE BOROUGH SD",4,"ELL",7,,,,
122097203,"Bucks",22,"MORRISVILLE BOROUGH SD",4,"Economically Disadvantaged",47,25.5,61.7,12.8,0.0
122097203,"Bucks",22,"MORRISVILLE BOROUGH SD",8,"All Students",62,12.9,25.8,30.6,30.6
122097203,"Bucks",22,"MORRISVILLE BOROUGH SD",8,"Male",25,12.0,40.0,28.0,20.0
122097203,"Bucks",22,"MORRISVILLE BOROUGH SD",8,"Female",37,13.5,16.2,32.4,37.8
122097203,"Bucks",22,"MORRISVILLE BOROUGH SD",8,"White",28,17.9,25.0,35.7,21.4
122097203,"Bucks",22,"MORRISVILLE BOROUGH SD",8,"Black",22,4.5,27.3,31.8,36.4
122097203,"Bucks",22,"MORRISVILLE BOROUGH SD",8,"Hispanic",11,18.2,27.3,18.2,36.4
122097203,"Bucks",22,"MORRISVILLE BOROUGH SD",8,"Asian",1,,,,
122097203,"Bucks",22,"MORRISVILLE BOROUGH SD",8,"Native American",0,,,,
122097203,"Bucks",22,"MORRISVILLE BOROUGH SD",8,"Multi-Ethnic",0,,,,
122097203,"Bucks",22,"MORRISVILLE BOROUGH SD",8,"IEP",10,,,,
122097203,"Bucks",22,"MORRISVILLE BOROUGH SD",8,"ELL",3,,,,
122097203,"Bucks",22,"MORRISVILLE BOROUGH SD",8,"Economically Disadvantaged",36,5.6,33.3,36.1,25.0
122097203,"Bucks",22,"MORRISVILLE BOROUGH SD",11,"All Students",65,1.5,15.4,46.2,36.9
122097203,"Bucks",22,"MORRISVILLE BOROUGH SD",11,"Male",24,4.2,20.8,37.5,37.5
122097203,"Bucks",22,"MORRISVILLE BOROUGH SD",11,"Female",41,0.0,12.2,51.2,36.6
122097203,"Bucks",22,"MORRISVILLE BOROUGH SD",11,"White",42,2.4,23.8,35.7,38.1
122097203,"Bucks",22,"MORRISVILLE BOROUGH SD",11,"Black",14,0.0,0.0,57.1,42.9
122097203,"Bucks",22,"MORRISVILLE BOROUGH SD",11,"Hispanic",9,,,,
122097203,"Bucks",22,"MORRISVILLE BOROUGH SD",11,"Asian",0,,,,
122097203,"Bucks",22,"MORRISVILLE BOROUGH SD",11,"Native American",0,,,,
122097203,"Bucks",22,"MORRISVILLE BOROUGH SD",11,"Multi-Ethnic",0,,,,
122097203,"Bucks",22,"MORRISVILLE BOROUGH SD",11,"IEP",12,0.0,8.3,25.0,66.7
122097203,"Bucks",22,"MORRISVILLE BOROUGH SD",11,"ELL",1,,,,
122097203,"Bucks",22,"MORRISVILLE BOROUGH SD",11,"Economically Disadvantaged",29,0.0,6.9,48.3,44.8
122097502,"Bucks",22,"NESHAMINY SD",4,"All Students",638,46.7,42.2,9.2,1.9
122097502,"Bucks",22,"NESHAMINY SD",4,"Male",320,52.5,37.5,8.8,1.3
122097502,"Bucks",22,"NESHAMINY SD",4,"Female",318,40.9,46.9,9.7,2.5
122097502,"Bucks",22,"NESHAMINY SD",4,"White",555,48.1,43.1,7.4,1.4
122097502,"Bucks",22,"NESHAMINY SD",4,"Black",29,20.7,37.9,31.0,10.3
122097502,"Bucks",22,"NESHAMINY SD",4,"Hispanic",18,33.3,33.3,27.8,5.6
122097502,"Bucks",22,"NESHAMINY SD",4,"Asian",21,57.1,42.9,0.0,0.0
122097502,"Bucks",22,"NESHAMINY SD",4,"Native American",6,,,,
122097502,"Bucks",22,"NESHAMINY SD",4,"Multi-Ethnic",9,,,,
122097502,"Bucks",22,"NESHAMINY SD",4,"IEP",123,28.5,40.7,23.6,7.3
122097502,"Bucks",22,"NESHAMINY SD",4,"ELL",4,,,,
122097502,"Bucks",22,"NESHAMINY SD",4,"Economically Disadvantaged",137,33.6,43.1,20.4,2.9
122097502,"Bucks",22,"NESHAMINY SD",8,"All Students",711,26.7,39.1,19.0,15.2
122097502,"Bucks",22,"NESHAMINY SD",8,"Male",376,28.7,37.0,17.0,17.3
122097502,"Bucks",22,"NESHAMINY SD",8,"Female",335,24.5,41.5,21.2,12.8
122097502,"Bucks",22,"NESHAMINY SD",8,"White",627,27.4,38.9,19.1,14.5
122097502,"Bucks",22,"NESHAMINY SD",8,"Black",30,6.7,40.0,20.0,33.3
122097502,"Bucks",22,"NESHAMINY SD",8,"Hispanic",21,23.8,38.1,19.0,19.0
122097502,"Bucks",22,"NESHAMINY SD",8,"Asian",28,39.3,42.9,14.3,3.6
122097502,"Bucks",22,"NESHAMINY SD",8,"Native American",0,,,,
122097502,"Bucks",22,"NESHAMINY SD",8,"Multi-Ethnic",5,,,,
122097502,"Bucks",22,"NESHAMINY SD",8,"IEP",107,11.2,13.1,23.4,52.3
122097502,"Bucks",22,"NESHAMINY SD",8,"ELL",4,,,,
122097502,"Bucks",22,"NESHAMINY SD",8,"Economically Disadvantaged",136,23.5,29.4,24.3,22.8
122097502,"Bucks",22,"NESHAMINY SD",11,"All Students",703,11.5,27.6,44.1,16.8
122097502,"Bucks",22,"NESHAMINY SD",11,"Male",353,14.4,28.6,41.6,15.3
122097502,"Bucks",22,"NESHAMINY SD",11,"Female",350,8.6,26.6,46.6,18.3
122097502,"Bucks",22,"NESHAMINY SD",11,"White",643,11.2,29.1,43.5,16.2
122097502,"Bucks",22,"NESHAMINY SD",11,"Black",20,0.0,5.0,60.0,35.0
122097502,"Bucks",22,"NESHAMINY SD",11,"Hispanic",18,16.7,11.1,38.9,33.3
122097502,"Bucks",22,"NESHAMINY SD",11,"Asian",14,42.9,7.1,50.0,0.0
122097502,"Bucks",22,"NESHAMINY SD",11,"Native American",7,,,,
122097502,"Bucks",22,"NESHAMINY SD",11,"Multi-Ethnic",1,,,,
122097502,"Bucks",22,"NESHAMINY SD",11,"IEP",100,2.0,16.0,37.0,45.0
122097502,"Bucks",22,"NESHAMINY SD",11,"ELL",7,,,,
122097502,"Bucks",22,"NESHAMINY SD",11,"Economically Disadvantaged",108,10.2,13.9,52.8,23.1
122097604,"Bucks",22,"NEW HOPE-SOLEBURY SD",4,"All Students",120,50.0,36.7,8.3,5.0
122097604,"Bucks",22,"NEW HOPE-SOLEBURY SD",4,"Male",61,50.8,31.1,13.1,4.9
122097604,"Bucks",22,"NEW HOPE-SOLEBURY SD",4,"Female",59,49.2,42.4,3.4,5.1
122097604,"Bucks",22,"NEW HOPE-SOLEBURY SD",4,"White",107,48.6,40.2,7.5,3.7
122097604,"Bucks",22,"NEW HOPE-SOLEBURY SD",4,"Black",2,,,,
122097604,"Bucks",22,"NEW HOPE-SOLEBURY SD",4,"Hispanic",4,,,,
122097604,"Bucks",22,"NEW HOPE-SOLEBURY SD",4,"Asian",4,,,,
122097604,"Bucks",22,"NEW HOPE-SOLEBURY SD",4,"Native American",0,,,,
122097604,"Bucks",22,"NEW HOPE-SOLEBURY SD",4,"Multi-Ethnic",3,,,,
122097604,"Bucks",22,"NEW HOPE-SOLEBURY SD",4,"IEP",29,24.1,34.5,27.6,13.8
122097604,"Bucks",22,"NEW HOPE-SOLEBURY SD",4,"ELL",2,,,,
122097604,"Bucks",22,"NEW HOPE-SOLEBURY SD",4,"Economically Disadvantaged",4,,,,
122097604,"Bucks",22,"NEW HOPE-SOLEBURY SD",8,"All Students",124,51.6,35.5,8.1,4.8
122097604,"Bucks",22,"NEW HOPE-SOLEBURY SD",8,"Male",63,55.6,38.1,4.8,1.6
122097604,"Bucks",22,"NEW HOPE-SOLEBURY SD",8,"Female",61,47.5,32.8,11.5,8.2
122097604,"Bucks",22,"NEW HOPE-SOLEBURY SD",8,"White",117,52.1,35.0,7.7,5.1
122097604,"Bucks",22,"NEW HOPE-SOLEBURY SD",8,"Black",0,,,,
122097604,"Bucks",22,"NEW HOPE-SOLEBURY SD",8,"Hispanic",4,,,,
122097604,"Bucks",22,"NEW HOPE-SOLEBURY SD",8,"Asian",3,,,,
122097604,"Bucks",22,"NEW HOPE-SOLEBURY SD",8,"Native American",0,,,,
122097604,"Bucks",22,"NEW HOPE-SOLEBURY SD",8,"Multi-Ethnic",0,,,,
122097604,"Bucks",22,"NEW HOPE-SOLEBURY SD",8,"IEP",18,22.2,27.8,27.8,22.2
122097604,"Bucks",22,"NEW HOPE-SOLEBURY SD",8,"ELL",1,,,,
122097604,"Bucks",22,"NEW HOPE-SOLEBURY SD",8,"Economically Disadvantaged",3,,,,
122097604,"Bucks",22,"NEW HOPE-SOLEBURY SD",11,"All Students",114,32.5,41.2,23.7,2.6
122097604,"Bucks",22,"NEW HOPE-SOLEBURY SD",11,"Male",65,35.4,41.5,18.5,4.6
122097604,"Bucks",22,"NEW HOPE-SOLEBURY SD",11,"Female",49,28.6,40.8,30.6,0.0
122097604,"Bucks",22,"NEW HOPE-SOLEBURY SD",11,"White",109,32.1,41.3,24.8,1.8
122097604,"Bucks",22,"NEW HOPE-SOLEBURY SD",11,"Black",0,,,,
122097604,"Bucks",22,"NEW HOPE-SOLEBURY SD",11,"Hispanic",4,,,,
122097604,"Bucks",22,"NEW HOPE-SOLEBURY SD",11,"Asian",0,,,,
122097604,"Bucks",22,"NEW HOPE-SOLEBURY SD",11,"Native American",0,,,,
122097604,"Bucks",22,"NEW HOPE-SOLEBURY SD",11,"Multi-Ethnic",1,,,,
122097604,"Bucks",22,"NEW HOPE-SOLEBURY SD",11,"IEP",17,0.0,29.4,58.8,11.8
122097604,"Bucks",22,"NEW HOPE-SOLEBURY SD",11,"ELL",1,,,,
122097604,"Bucks",22,"NEW HOPE-SOLEBURY SD",11,"Economically Disadvantaged",2,,,,
122098003,"Bucks",22,"PALISADES SD",4,"All Students",141,70.9,25.5,2.8,0.7
122098003,"Bucks",22,"PALISADES SD",4,"Male",69,73.9,20.3,4.3,1.4
122098003,"Bucks",22,"PALISADES SD",4,"Female",72,68.1,30.6,1.4,0.0
122098003,"Bucks",22,"PALISADES SD",4,"White",136,70.6,26.5,2.2,0.7
122098003,"Bucks",22,"PALISADES SD",4,"Black",1,,,,
122098003,"Bucks",22,"PALISADES SD",4,"Hispanic",0,,,,
122098003,"Bucks",22,"PALISADES SD",4,"Asian",3,,,,
122098003,"Bucks",22,"PALISADES SD",4,"Native American",0,,,,
122098003,"Bucks",22,"PALISADES SD",4,"Multi-Ethnic",1,,,,
122098003,"Bucks",22,"PALISADES SD",4,"IEP",29,34.5,58.6,6.9,0.0
122098003,"Bucks",22,"PALISADES SD",4,"ELL",0,,,,
122098003,"Bucks",22,"PALISADES SD",4,"Economically Disadvantaged",12,66.7,33.3,0.0,0.0
122098003,"Bucks",22,"PALISADES SD",8,"All Students",155,32.9,47.1,14.2,5.8
122098003,"Bucks",22,"PALISADES SD",8,"Male",76,31.6,48.7,17.1,2.6
122098003,"Bucks",22,"PALISADES SD",8,"Female",79,34.2,45.6,11.4,8.9
122098003,"Bucks",22,"PALISADES SD",8,"White",147,32.0,48.3,14.3,5.4
122098003,"Bucks",22,"PALISADES SD",8,"Black",3,,,,
122098003,"Bucks",22,"PALISADES SD",8,"Hispanic",1,,,,
122098003,"Bucks",22,"PALISADES SD",8,"Asian",1,,,,
122098003,"Bucks",22,"PALISADES SD",8,"Native American",1,,,,
122098003,"Bucks",22,"PALISADES SD",8,"Multi-Ethnic",2,,,,
122098003,"Bucks",22,"PALISADES SD",8,"IEP",19,5.3,42.1,31.6,21.1
122098003,"Bucks",22,"PALISADES SD",8,"ELL",0,,,,
122098003,"Bucks",22,"PALISADES SD",8,"Economically Disadvantaged",12,25.0,41.7,16.7,16.7
122098003,"Bucks",22,"PALISADES SD",11,"All Students",154,18.8,37.0,39.0,5.2
122098003,"Bucks",22,"PALISADES SD",11,"Male",92,21.7,35.9,39.1,3.3
122098003,"Bucks",22,"PALISADES SD",11,"Female",62,14.5,38.7,38.7,8.1
122098003,"Bucks",22,"PALISADES SD",11,"White",152,19.1,36.8,39.5,4.6
122098003,"Bucks",22,"PALISADES SD",11,"Black",0,,,,
122098003,"Bucks",22,"PALISADES SD",11,"Hispanic",1,,,,
122098003,"Bucks",22,"PALISADES SD",11,"Asian",1,,,,
122098003,"Bucks",22,"PALISADES SD",11,"Native American",0,,,,
122098003,"Bucks",22,"PALISADES SD",11,"Multi-Ethnic",0,,,,
122098003,"Bucks",22,"PALISADES SD",11,"IEP",21,0.0,9.5,71.4,19.0
122098003,"Bucks",22,"PALISADES SD",11,"ELL",1,,,,
122098003,"Bucks",22,"PALISADES SD",11,"Economically Disadvantaged",13,7.7,30.8,53.8,7.7
122098103,"Bucks",22,"PENNRIDGE SD",4,"All Students",569,59.6,34.1,5.6,0.7
122098103,"Bucks",22,"PENNRIDGE SD",4,"Male",305,64.3,29.8,4.6,1.3
122098103,"Bucks",22,"PENNRIDGE SD",4,"Female",264,54.2,39.0,6.8,0.0
122098103,"Bucks",22,"PENNRIDGE SD",4,"White",522,61.1,33.5,5.0,0.4
122098103,"Bucks",22,"PENNRIDGE SD",4,"Black",14,28.6,57.1,7.1,7.1
122098103,"Bucks",22,"PENNRIDGE SD",4,"Hispanic",13,46.2,30.8,23.1,0.0
122098103,"Bucks",22,"PENNRIDGE SD",4,"Asian",19,52.6,31.6,10.5,5.3
122098103,"Bucks",22,"PENNRIDGE SD",4,"Native American",0,,,,
122098103,"Bucks",22,"PENNRIDGE SD",4,"Multi-Ethnic",1,,,,
122098103,"Bucks",22,"PENNRIDGE SD",4,"IEP",98,39.8,45.9,11.2,3.1
122098103,"Bucks",22,"PENNRIDGE SD",4,"ELL",5,,,,
122098103,"Bucks",22,"PENNRIDGE SD",4,"Economically Disadvantaged",86,38.4,47.7,11.6,2.3
122098103,"Bucks",22,"PENNRIDGE SD",8,"All Students",546,34.4,42.9,13.2,9.5
122098103,"Bucks",22,"PENNRIDGE SD",8,"Male",275,38.2,40.7,12.4,8.7
122098103,"Bucks",22,"PENNRIDGE SD",8,"Female",271,30.6,45.0,14.0,10.3
122098103,"Bucks",22,"PENNRIDGE SD",8,"White",512,35.2,43.2,13.1,8.6
122098103,"Bucks",22,"PENNRIDGE SD",8,"Black",9,,,,
122098103,"Bucks",22,"PENNRIDGE SD",8,"Hispanic",14,7.1,28.6,21.4,42.9
122098103,"Bucks",22,"PENNRIDGE SD",8,"Asian",11,54.5,45.5,0.0,0.0
122098103,"Bucks",22,"PENNRIDGE SD",8,"Native American",0,,,,
122098103,"Bucks",22,"PENNRIDGE SD",8,"Multi-Ethnic",0,,,,
122098103,"Bucks",22,"PENNRIDGE SD",8,"IEP",73,12.3,24.7,26.0,37.0
122098103,"Bucks",22,"PENNRIDGE SD",8,"ELL",3,,,,
122098103,"Bucks",22,"PENNRIDGE SD",8,"Economically Disadvantaged",86,22.1,26.7,23.3,27.9
122098103,"Bucks",22,"PENNRIDGE SD",11,"All Students",534,15.2,34.1,43.4,7.3
122098103,"Bucks",22,"PENNRIDGE SD",11,"Male",282,17.4,37.2,37.6,7.8
122098103,"Bucks",22,"PENNRIDGE SD",11,"Female",252,12.7,30.6,50.0,6.7
122098103,"Bucks",22,"PENNRIDGE SD",11,"White",495,16.0,34.3,43.4,6.3
122098103,"Bucks",22,"PENNRIDGE SD",11,"Black",10,,,,
122098103,"Bucks",22,"PENNRIDGE SD",11,"Hispanic",16,0.0,31.3,62.5,6.3
122098103,"Bucks",22,"PENNRIDGE SD",11,"Asian",12,16.7,41.7,25.0,16.7
122098103,"Bucks",22,"PENNRIDGE SD",11,"Native American",0,,,,
122098103,"Bucks",22,"PENNRIDGE SD",11,"Multi-Ethnic",1,,,,
122098103,"Bucks",22,"PENNRIDGE SD",11,"IEP",59,1.7,13.6,47.5,37.3
122098103,"Bucks",22,"PENNRIDGE SD",11,"ELL",2,,,,
122098103,"Bucks",22,"PENNRIDGE SD",11,"Economically Disadvantaged",65,7.7,24.6,49.2,18.5
122098202,"Bucks",22,"PENNSBURY SD",4,"All Students",787,58.4,33.8,5.8,1.9
122098202,"Bucks",22,"PENNSBURY SD",4,"Male",418,62.7,30.1,6.0,1.2
122098202,"Bucks",22,"PENNSBURY SD",4,"Female",369,53.7,37.9,5.7,2.7
122098202,"Bucks",22,"PENNSBURY SD",4,"White",657,59.8,32.4,5.8,2.0
122098202,"Bucks",22,"PENNSBURY SD",4,"Black",40,37.5,52.5,10.0,0.0
122098202,"Bucks",22,"PENNSBURY SD",4,"Hispanic",27,48.1,44.4,7.4,0.0
122098202,"Bucks",22,"PENNSBURY SD",4,"Asian",49,67.3,28.6,2.0,2.0
122098202,"Bucks",22,"PENNSBURY SD",4,"Native American",2,,,,
122098202,"Bucks",22,"PENNSBURY SD",4,"Multi-Ethnic",12,33.3,50.0,8.3,8.3
122098202,"Bucks",22,"PENNSBURY SD",4,"IEP",175,34.9,43.4,14.9,6.9
122098202,"Bucks",22,"PENNSBURY SD",4,"ELL",7,,,,
122098202,"Bucks",22,"PENNSBURY SD",4,"Economically Disadvantaged",156,42.3,42.3,12.2,3.2
122098202,"Bucks",22,"PENNSBURY SD",8,"All Students",866,30.3,36.6,17.7,15.5
122098202,"Bucks",22,"PENNSBURY SD",8,"Male",439,31.9,36.0,18.2,13.9
122098202,"Bucks",22,"PENNSBURY SD",8,"Female",427,28.6,37.2,17.1,17.1
122098202,"Bucks",22,"PENNSBURY SD",8,"White",738,31.0,38.3,16.1,14.5
122098202,"Bucks",22,"PENNSBURY SD",8,"Black",43,9.3,18.6,39.5,32.6
122098202,"Bucks",22,"PENNSBURY SD",8,"Hispanic",25,16.0,24.0,28.0,32.0
122098202,"Bucks",22,"PENNSBURY SD",8,"Asian",51,43.1,35.3,13.7,7.8
122098202,"Bucks",22,"PENNSBURY SD",8,"Native American",0,,,,
122098202,"Bucks",22,"PENNSBURY SD",8,"Multi-Ethnic",9,,,,
122098202,"Bucks",22,"PENNSBURY SD",8,"IEP",132,12.1,24.2,18.2,45.5
122098202,"Bucks",22,"PENNSBURY SD",8,"ELL",6,,,,
122098202,"Bucks",22,"PENNSBURY SD",8,"Economically Disadvantaged",125,17.6,22.4,29.6,30.4
122098202,"Bucks",22,"PENNSBURY SD",11,"All Students",773,16.4,29.5,40.5,13.6
122098202,"Bucks",22,"PENNSBURY SD",11,"Male",377,21.2,27.9,37.1,13.8
122098202,"Bucks",22,"PENNSBURY SD",11,"Female",396,11.9,31.1,43.7,13.4
122098202,"Bucks",22,"PENNSBURY SD",11,"White",622,17.2,31.0,38.9,12.9
122098202,"Bucks",22,"PENNSBURY SD",11,"Black",59,1.7,15.3,57.6,25.4
122098202,"Bucks",22,"PENNSBURY SD",11,"Hispanic",24,12.5,16.7,45.8,25.0
122098202,"Bucks",22,"PENNSBURY SD",11,"Asian",61,24.6,36.1,36.1,3.3
122098202,"Bucks",22,"PENNSBURY SD",11,"Native American",0,,,,
122098202,"Bucks",22,"PENNSBURY SD",11,"Multi-Ethnic",7,,,,
122098202,"Bucks",22,"PENNSBURY SD",11,"IEP",82,4.9,11.0,42.7,41.5
122098202,"Bucks",22,"PENNSBURY SD",11,"ELL",3,,,,
122098202,"Bucks",22,"PENNSBURY SD",11,"Economically Disadvantaged",117,6.0,14.5,50.4,29.1
122098403,"Bucks",22,"QUAKERTOWN COMMUNITY SD",4,"All Students",385,64.7,30.9,3.1,1.3
122098403,"Bucks",22,"QUAKERTOWN COMMUNITY SD",4,"Male",210,67.6,28.6,2.4,1.4
122098403,"Bucks",22,"QUAKERTOWN COMMUNITY SD",4,"Female",175,61.1,33.7,4.0,1.1
122098403,"Bucks",22,"QUAKERTOWN COMMUNITY SD",4,"White",340,67.4,28.5,2.9,1.2
122098403,"Bucks",22,"QUAKERTOWN COMMUNITY SD",4,"Black",10,,,,
122098403,"Bucks",22,"QUAKERTOWN COMMUNITY SD",4,"Hispanic",17,29.4,58.8,5.9,5.9
122098403,"Bucks",22,"QUAKERTOWN COMMUNITY SD",4,"Asian",12,58.3,41.7,0.0,0.0
122098403,"Bucks",22,"QUAKERTOWN COMMUNITY SD",4,"Native American",1,,,,
122098403,"Bucks",22,"QUAKERTOWN COMMUNITY SD",4,"Multi-Ethnic",5,,,,
122098403,"Bucks",22,"QUAKERTOWN COMMUNITY SD",4,"IEP",50,48.0,40.0,8.0,4.0
122098403,"Bucks",22,"QUAKERTOWN COMMUNITY SD",4,"ELL",6,,,,
122098403,"Bucks",22,"QUAKERTOWN COMMUNITY SD",4,"Economically Disadvantaged",77,49.4,41.6,5.2,3.9
122098403,"Bucks",22,"QUAKERTOWN COMMUNITY SD",8,"All Students",397,28.2,40.1,17.6,14.1
122098403,"Bucks",22,"QUAKERTOWN COMMUNITY SD",8,"Male",192,29.7,35.9,18.2,16.1
122098403,"Bucks",22,"QUAKERTOWN COMMUNITY SD",8,"Female",205,26.8,43.9,17.1,12.2
122098403,"Bucks",22,"QUAKERTOWN COMMUNITY SD",8,"White",368,29.1,39.7,17.1,14.1
122098403,"Bucks",22,"QUAKERTOWN COMMUNITY SD",8,"Black",3,,,,
122098403,"Bucks",22,"QUAKERTOWN COMMUNITY SD",8,"Hispanic",18,16.7,22.2,38.9,22.2
122098403,"Bucks",22,"QUAKERTOWN COMMUNITY SD",8,"Asian",5,,,,
122098403,"Bucks",22,"QUAKERTOWN COMMUNITY SD",8,"Native American",0,,,,
122098403,"Bucks",22,"QUAKERTOWN COMMUNITY SD",8,"Multi-Ethnic",3,,,,
122098403,"Bucks",22,"QUAKERTOWN COMMUNITY SD",8,"IEP",48,8.3,18.8,22.9,50.0
122098403,"Bucks",22,"QUAKERTOWN COMMUNITY SD",8,"ELL",3,,,,
122098403,"Bucks",22,"QUAKERTOWN COMMUNITY SD",8,"Economically Disadvantaged",95,17.9,31.6,22.1,28.4
122098403,"Bucks",22,"QUAKERTOWN COMMUNITY SD",11,"All Students",364,14.6,27.2,47.8,10.4
122098403,"Bucks",22,"QUAKERTOWN COMMUNITY SD",11,"Male",190,15.3,24.7,48.4,11.6
122098403,"Bucks",22,"QUAKERTOWN COMMUNITY SD",11,"Female",174,13.8,29.9,47.1,9.2
122098403,"Bucks",22,"QUAKERTOWN COMMUNITY SD",11,"White",337,14.8,27.6,48.1,9.5
122098403,"Bucks",22,"QUAKERTOWN COMMUNITY SD",11,"Black",4,,,,
122098403,"Bucks",22,"QUAKERTOWN COMMUNITY SD",11,"Hispanic",14,14.3,14.3,35.7,35.7
122098403,"Bucks",22,"QUAKERTOWN COMMUNITY SD",11,"Asian",6,,,,
122098403,"Bucks",22,"QUAKERTOWN COMMUNITY SD",11,"Native American",1,,,,
